name,age_from,age_to,time_from,time_to,improvement_seconds,improvement_percentage,rank_from,rank_to,foreign
Gabe Vasquez,17,18,134.49,136.97,-2.4799999999999898,-1.8440032716187,415,413,
Teddy Neilson,17,18,128.1,129.17,-1.0699999999999932,-0.8352849336455841,81,86,
Ty Dropic,17,18,132.65,135.89,-3.2399999999999807,-2.442517904259314,279,363,
Max Yeoh,17,18,134.14,133.62,0.5199999999999818,0.3876546891307454,389,253,
Christopher Rector,17,18,133.56,132.02,1.539999999999992,1.1530398322851094,342,185,
Andrew Coombs,17,18,127.56,125.7,1.8599999999999994,1.4581373471307615,59,30,
Harrison Short,17,18,133.29,130.79,2.5,1.8756095731112612,324,138,
Aaron Davidson,17,18,127.17,134.34,-7.170000000000002,-5.638122198631755,52,293,
Jonny Hines,17,18,133.07,134.68,-1.6100000000000136,-1.2098895318253655,307,314,
Roshi Turner,17,18,134.87,137.26,-2.3899999999999864,-1.7720768147104518,446,426,
Billy Connor,17,18,129.31,133.48,-4.1699999999999875,-3.224808599489589,120,245,
Michael Ivanov,17,18,134.09,132.95,1.1400000000000148,0.8501752554254715,387,222,
Damien Figuet Kossyrev,17,18,132.03,132.05,-0.020000000000010232,-0.01514807240779386,248,186,
Aaron Gordon,17,18,130.82,133.62,-2.8000000000000114,-2.1403455129185227,190,253,
Carson Olson,17,18,132.98,137.77,-4.7900000000000205,-3.60204542036398,303,440,
Noah Reeves,17,18,129.49,129.77,-0.28000000000000114,-0.21623291373851347,129,103,
Kaden Fatta,17,18,130.07,129.0,1.0699999999999932,0.8226339663258194,150,79,
Alex Boller,17,18,135.31,134.19,1.1200000000000045,0.8277289187791032,482,279,
Drew Davis,17,18,132.96,127.52,5.440000000000012,4.0914560770156525,296,55,
Evan Schott,17,18,135.39,129.85,5.539999999999992,4.091882709210424,489,108,
Isaih Francis,17,18,129.76,135.36,-5.600000000000023,-4.315659679408156,143,342,
Eduardo Sanchez,17,18,130.5,133.31,-2.8100000000000023,-2.1532567049808446,172,240,
Aj Robinson,17,18,126.64,123.82,2.8200000000000074,2.2267845862286855,41,11,
David Gutin,17,18,131.59,127.31,4.280000000000001,3.25252678774983,227,50,
