name,age_from,age_to,time_from,time_to,improvement_seconds,improvement_percentage,rank_from,rank_to,foreign
Avery Vassil,17,18,74.62,74.74,-0.11999999999999034,-0.16081479496112347,128,88,
Eleanor Hughes,17,18,73.53,75.44,-1.9099999999999966,-2.5975792193662404,71,118,
Julia Iwanow,17,18,75.11,73.15,1.9599999999999937,2.6095060577819114,150,43,
Kamile Zinis,17,18,77.31,75.31,2.0,2.586987453110852,299,111,
Sala Yasumi,17,18,72.03,78.89,-6.859999999999999,-9.523809523809524,37,246,
Kylie Kiefer,17,18,77.32,76.03,1.289999999999992,1.6683911019141129,301,140,
Estelle Teague,17,18,79.0,76.78,2.219999999999999,2.8101265822784796,444,169,
Margo Hauser,17,18,75.28999999999999,74.94,0.3499999999999943,0.46486917253286536,159,96,
Sophie Phelps,17,18,78.37,81.89,-3.519999999999996,-4.491514610182462,385,386,
Nadia Blackmore,17,18,75.71000000000001,75.78,-0.06999999999999318,-0.09245806366397197,179,132,
Charisse Hickman,17,18,75.03,75.03999999999999,-0.009999999999990905,-0.013328002132468219,144,97,
Eliana King,17,18,75.78,74.7,1.0799999999999983,1.4251781472684064,185,87,
Maura Carstensen,17,18,78.47,83.1,-4.6299999999999955,-5.900344080540329,393,451,
Clemence Choy,17,18,71.77,72.68,-0.9100000000000108,-1.2679392503831834,28,34,
Claire Mao,17,18,77.1,78.44,-1.3400000000000034,-1.738002594033727,275,226,
Charlotte Livermore,17,18,78.52,82.17,-3.6500000000000057,-4.64849719816608,399,403,
Isabella Pribonic,17,18,79.01,78.05,0.960000000000008,1.2150360713833792,445,210,
Avery Taylor,17,18,78.63,78.47,0.1599999999999966,0.20348467506040518,411,228,
Corinne Warriner,17,18,73.16,74.16,-1.0,-1.366867140513942,61,73,
Ariel Beltran,17,18,74.75,73.6,1.1500000000000057,1.538461538461546,133,57,
Cora Spetz,17,18,76.98,78.52,-1.539999999999992,-2.000519615484531,262,231,
Gwyn Frick,17,18,72.86,73.35,-0.4899999999999949,-0.6725226461707314,51,48,
Cameron House,17,18,73.24,75.1,-1.8599999999999994,-2.5395958492626973,64,100,
Isabela Teixeira,17,18,77.8,79.62,-1.8200000000000074,-2.3393316195372846,334,280,Yes
Riley Leach,17,18,74.06,80.35,-6.289999999999992,-8.493113691601394,93,319,
Chloe Corbin,17,18,78.59,77.49,1.1000000000000085,1.399669169105495,407,191,
Elena Pospishil,17,18,74.08,76.3,-2.219999999999999,-2.9967602591792644,96,148,
Sofia Keller,17,18,74.87,74.26,0.6099999999999994,0.8147455589688786,137,75,
Katelyn Lickfold,17,18,76.26,77.95,-1.6899999999999977,-2.216102806189349,216,206,
Grace Hunt,17,18,71.98,72.62,-0.6400000000000006,-0.8891358710752995,35,33,
Bella Caraballo,17,18,78.25,80.62,-2.3700000000000045,-3.0287539936102297,368,333,
Raylee Hunt,17,18,72.27,73.65,-1.3800000000000097,-1.909506019095074,43,60,
Kate Stevenson,17,18,76.09,73.78,2.3100000000000023,3.0358785648574087,202,65,
Erika Ilkiu,17,18,73.07,72.19,0.8799999999999955,1.2043246202271733,58,23,
Maggie Holland,17,18,78.49,78.94,-0.45000000000000284,-0.5733214422219427,395,249,
Bailey Franci,17,18,77.02,76.6,0.4200000000000017,0.5453129057387713,266,163,
Sky Jones,17,18,79.22,75.5,3.719999999999999,4.695783892956323,460,122,
Kristina Fleck,17,18,76.61,78.53,-1.9200000000000017,-2.506200234956274,241,233,
