Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	1:59.94	Nate Germonprez		18	200 IM LCM	ST	Longhorn Aquatics	2023 TYR Pro Championships	2024 Olympic Trials
2	2:00.04	Ilya Kharun	Yes	18	200 IM LCM	CA	Sandpipers Of Nevada	Bell Canadian Swimming Trials 2023	2024 Olympic Trials
3	2:00.33	Rex Maurer		18	200 IM LCM	CA	Rose Bowl Aquatics	2023 Phillips 66 National Championships	2024 Olympic Trials
4	2:01.37	Will Modglin		18	200 IM LCM	IN	Zionsville Swim Club	2023 IN CZ East Spring Speedo Sectional	2024 Olympic Trials
5	2:01.42	Mitchell Schott		18	200 IM LCM	NJ	Princeton Tiger Aquatic Club	2023 TYR Pro Championships	2024 Olympic Trials
6	2:01.65	Diego Nosack		18	200 IM LCM	OR	Tualatin Hills Swim Club	2023 Speedo Junior National Championships	2024 Olympic Trials
7	2:02.29	Cooper Lucas		18	200 IM LCM	NT	Lakeside Aquatic Club	2023 Speedo Junior National Championships	2024 Olympic Trials
8	2:02.46	Colin Geer		18	200 IM LCM	CA	Golden West Swim Club	2023 Speedo Junior National Championships	2024 Olympic Trials
9	2:02.60	Noah Sech		18	200 IM LCM	CA	Mission Viejo Nadadores	2023 Speedo Junior National Championships	2024 Olympic Trials
10	2:02.69	Caleb Maldari		18	200 IM LCM	NC	SwimMAC Carolina	2023 Phillips 66 National Championships	2024 Olympic Trials
11	2:02.80	Humberto Najera	Yes	18	200 IM LCM	CA	Evolution Racing Club	2023 Speedo Junior National Championships	2024 Olympic Trials
12	2:02.99	Logan Brown		18	200 IM LCM	GU	First Colony Swim Team, Inc.	2023 Phillips 66 National Championships	2024 Olympic Trials
13	2:03.75	Spencer Aurnou-Rhees		18	200 IM LCM	ST	Longhorn Aquatics	2023 ST TXLA 11&Over End of School Splash	2023 Winter US Open (LCM)
14	2:03.97	Toby Barnett		18	200 IM LCM	IN	Indiana Swim Club	2023 TYR Pro Championships Time Trials	2024 Summer Nationals (LCM)
15	2:04.91	Julian Correa		18	200 IM LCM	CA	Los Angeles Swim Club	2023 Futures - Sacramento, CA	2023 Winter US Open (LCM)
16	2:04.96	Camden Taylor		18	200 IM LCM	IL	YMCA of Rock River Valley Stingrays	2023 IL Illinois Swimming Summer Senior Championships	2023 Winter US Open (LCM)
17	2:05.09	Chase Mueller		18	200 IM LCM	CO	Foothills Swim Team	2023 Phillips 66 National Championships - Time Trials	2023 Winter US Open (LCM)
18	2:05.10	Will Scholtz		18	200 IM LCM	KY	Lakeside Swim Team	2023 TYR Pro Championships	2023 Winter US Open (LCM)
19	2:05.28	John Watson		18	200 IM LCM	MW	Greater Omaha Aquatics Leopardsharks	2023 MV CSC Region VIII Sectional Championships	2023 Winter US Open (LCM)
20	2:05.62	Esteban Nunez Del Prado	Yes	18	200 IM LCM	FG	Azura Florida Aquatics	2022 BOL XVI COPA JULIO MAGLIONE	2022 Winter US Open (LCM)
21	2:05.71	Brendan Whitfield		18	200 IM LCM	VA	Lynchburg YMCA Swim Team	2023 VA LC Senior Champs	2023 Winter US Open (LCM)
21	2:05.71	Sean Honey		18	200 IM LCM	UT	Utah Valley Aquatics, Inc	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
23	2:05.76	Angus Macdonald		18	200 IM LCM	MI	Birmingham 'Y' Blue Dolphins	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
24	2:05.83	Ben Delmar		18	200 IM LCM	NC	SwimMAC Carolina	2023 NC ESSZ Senior Sectionals	2024 Summer Juniors (LCM)
25	2:05.86	Alex Karahalis		18	200 IM LCM	MA	Western YMCA Wahoos	2023 NC YMCA Long Course Nationals	2024 Summer Juniors (LCM)
26	2:05.89	Levi Thome		18	200 IM LCM	GU	Swim Streamline at Northampton	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
27	2:05.97	Jacob Wimberly		18	200 IM LCM	NT	Texas Ford Aquatics	2023 Phillips 66 National Championships	2024 Summer Juniors (LCM)
28	2:06.01	Christian Lee		18	200 IM LCM	MR	Badger Swim Club,Inc.	2023 MR TYR Senior Mets LCM Championship	2024 Summer Juniors (LCM)
29	2:06.13	Will Heck		18	200 IM LCM	FL	Bolles School Sharks	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
30	2:06.14	Keaton Jones		18	200 IM LCM	AZ	Swim Neptune	2023 AZ Long Course Senior State Championships	2023 Summer Juniors (LCM)
31	2:06.20	Luca Oliva		18	200 IM LCM	FL	Blue Dolfins	2023 FL Southern Zone South Sectional Championships	2023 Summer Juniors (LCM)
32	2:06.22	Dario Martin		18	200 IM LCM	FG	Olympus Swimming Club	2023 Futures - Ocala	2024 Summer Juniors (LCM)
32	2:06.22	Josh Noll		18	200 IM LCM	OZ	CSP Tideriders	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
34	2:06.35	Rian Herrmann		18	200 IM LCM	CT	ZEUS Swim Team	2023 FL ISCA Summer Senior Blast	2024 Summer Juniors (LCM)
35	2:06.41	Colin Whelehan		18	200 IM LCM	NC	TAC Titans	2023 Futures - Ocala	2024 Summer Juniors (LCM)
36	2:06.43	George Flanders		18	200 IM LCM	ST	Nitro Swimming	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
37	2:06.44	Josh Parent		18	200 IM LCM	NE	Bluefish Swim Club	2023 MR LIAC Speedo LI Challenge	2023 Summer Juniors (LCM)
38	2:06.46	Aaron Gasiewicz		18	200 IM LCM	NI	STAR Swimming	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
39	2:06.52	Tommy Hagar		18	200 IM LCM	NE	Commonwealth Swimming	2023 NE BGSC New England Senior Championship	2024 Summer Juniors (LCM)
40	2:06.59	Anderson Brown		18	200 IM LCM	ST	YMCA of Austin Swim Alliance	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
41	2:06.61	Isaac Fleig		18	200 IM LCM	WI	Unattached	2023 TYR Pro Swim Series Mission Viejo	2023 Summer Juniors (LCM)
41	2:06.61	Jack Donovan		18	200 IM LCM	NC	University Of North Carolina	Tennessee Invitational	2022 Winter US Open (LCM)
43	2:06.68	Finn Kemp	Yes	18	200 IM LCM	FL	Sarasota Sharks	2023 Futures - Ocala	2024 Summer Juniors (LCM)
44	2:06.70	Amadeusz Knop		18	200 IM LCM	FL	Sarasota Sharks	2023 FL Southern Zone South Sectional Championships	2023 Summer Juniors (LCM)
44	2:06.70	Crash Ackerly		18	200 IM LCM	VA	NOVA of Virginia Aquatics, Inc	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
46	2:06.71	Zach Larrick		18	200 IM LCM	CA	Rose Bowl Aquatics	2023 CA Los Angeles Invite	2024 Summer Juniors (LCM)
47	2:06.79	Gibson Holmes		18	200 IM LCM	OHO	Mason Manta Rays	2023 NC SwimMAC Martha McKee Open	2023 Summer Juniors (LCM)
48	2:06.80	Mathew Iverson		18	200 IM LCM	AZ	Scottsdale Aquatic Club	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
49	2:06.86	Kelson Flynn		18	200 IM LCM	ST	Nitro Swimming	2023 ST TXLA Speedo SZ LC Sectional Championships	2023 Summer Juniors (LCM)
50	2:06.94	William Carrico		18	200 IM LCM	NE	Phoenix Swimming	2023 NE BGSC New England Senior Championship	2023 Summer Juniors (LCM)
51	2:06.95	Max Haney		18	200 IM LCM	MI	OLY Swimming	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
52	2:07.07	Aiden Bucaria		18	200 IM LCM	CT	Greenwich YWCA Dolphins Swm Tm	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
53	2:07.13	Kevyn Collazo Torres		18	200 IM LCM	FL	Greater Orlando Aquatics Team	2023 FL Summer Senior Championships	2024 Summer Juniors (LCM)
54	2:07.15	Roberto Bonilla Flores	Yes	18	200 IM LCM	GU	The Woodlands Swim Team	2023 Futures Championships - San Antonio, TX - Cap Reached	2024 Summer Juniors (LCM)
55	2:07.36	Carter Freudenstein		18	200 IM LCM	GA	Dynamo Swim Club	2023 Futures - Ocala	2024 Summer Juniors (LCM)
56	2:07.42	Daniel Li		18	200 IM LCM	ST	Longhorn Aquatics	2023 ST TXLA Speedo SZ LC Sectional Championships	2024 Summer Juniors (LCM)
57	2:07.52	Matthew Mortenson		18	200 IM LCM	MN	Riptide	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
58	2:07.55	Raymond Prosinski		18	200 IM LCM	FL	Loggerhead Aquatics	2023 Futures - Ocala	2024 Summer Juniors (LCM)
58	2:07.55	Benjamin Sosnowski		18	200 IM LCM	PC	Quicksilver Swimming	2023 Futures - Sacramento, CA	2024 Summer Juniors (LCM)
60	2:07.59	Liam Heary		18	200 IM LCM	FL	Sarasota Sharks	2023 TYR Pro Swim Series Ft. Lauderdale	2023 Summer Juniors (LCM)
61	2:07.68	Lance Johnson		18	200 IM LCM	WI	Elmbrook Swim Club	2023 WI MAC LC MIDWEST INVITATIONAL	2023 Summer Juniors (LCM)
62	2:07.69	Jaeddan Gamilla		18	200 IM LCM	IL	Hinsdale Swim Club	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
63	2:07.71	Dylan Smiley		18	200 IM LCM	FG	Miami Country Day Aquatics	2023 Futures - Ocala	2024 Summer Juniors (LCM)
64	2:07.77	Liam Flaherty		18	200 IM LCM	CT	Stamford Sailfish Aquatic Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Summer Juniors (LCM)
64	2:07.77	Marcos Otero		18	200 IM LCM	BD	Southwest Aquatic Team	2023 ST TXLA Speedo SZ LC Sectional Championships	2024 Summer Juniors (LCM)
66	2:07.82	Mason Kajfosz		18	200 IM LCM	CO	Highlands Ranch Aquatics	2023 SE TNAQ June Invitational	2024 Summer Juniors (LCM)
67	2:07.89	Cody Vertin		18	200 IM LCM	SD	Brookings Swim Club	2023 Speedo Junior National Championships Time Trials	2024 Summer Juniors (LCM)
68	2:07.91	Finn Winkler		18	200 IM LCM	FG	Eagle Aquatics	2023 Futures - Ocala	2024 Summer Juniors (LCM)
69	2:07.96	James McCarthy		18	200 IM LCM	MN	Aquajets Swim Team	2023 MN NSAC Minnesota Senior LC State Championship	2024 Summer Juniors (LCM)
70	2:08.01	Alex Ayers		18	200 IM LCM	NC	SwimMAC Carolina	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
71	2:08.03	Arthur Balva		18	200 IM LCM	PC	Palo Alto Stanford Aquatics	2023 PC SCSC George Haines International	2023 Summer Juniors (LCM)
72	2:08.12	Woobie Kupsky		18	200 IM LCM	MA	Unattached	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Summer Juniors (LCM)
73	2:08.16	Henry Lee		18	200 IM LCM	NC	TAC Titans	2023 NC TAC Spring Fling Quad	2023 Summer Juniors (LCM)
74	2:08.20	Justin Nowicki		18	200 IM LCM	NI	Victor Swim Club	2023 Speedo Junior National Championships Time Trials	2023 Winter Juniors (SCY)
75	2:08.38	Thomas Farney		18	200 IM LCM	VA	NOVA of Virginia Aquatics, Inc	2023 VA LC Senior Champs	2023 Winter Juniors (SCY)
76	2:08.39	Kyle Bumgardner		18	200 IM LCM	MD	Monocacy Aquatic Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2023 Winter Juniors (SCY)
77	2:08.40	Jay Gerloff		18	200 IM LCM	VA	Old Dominion Aquatic Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2023 Winter Juniors (SCY)
77	2:08.40	Joshua Fisher		18	200 IM LCM	VA	Poseidon Swimming Inc	2023 VA LC Senior Champs	2023 Winter Juniors (SCY)
79	2:08.43	Tyler Quarterman		18	200 IM LCM	SR	Boise YMCA Swim Team	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
80	2:08.57	Aitor Arrese-Igor		18	200 IM LCM	FG	Saint Andrew's Aquatics	2023 TYR Pro Swim Series Ft. Lauderdale	2023 Winter Juniors (SCY)
80	2:08.57	Mason Hetzell		18	200 IM LCM	NC	Marlins Of Raleigh	2023 Futures - Ocala	2023 Winter Juniors (SCY)
82	2:08.66	Kalen Anbar		18	200 IM LCM	CT	New Canaan YMCA Caimans	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
83	2:08.69	Thomas Xiao		18	200 IM LCM	GA	Dynamo Swim Club	2023 Futures - Ocala	2023 Winter Juniors (SCY)
84	2:08.72	Jack Smith		18	200 IM LCM	VA	Cavalier Aquatics/Piedmont Family YMCA	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
85	2:08.75	Bennett Parramore		18	200 IM LCM	SC	Team Greenville	2023 IN NCSA Summer Swimming Championships	2023 Winter Juniors (SCY)
86	2:08.80	Kirill Sidorko	Yes	18	200 IM LCM	IL	Unattached	2023 TYR Pro Swim Series Westmont	2023 Winter Juniors (SCY)
87	2:08.82	Evan Pickles		18	200 IM LCM	AZ	Swim Neptune	2023 SR Speedo LC Sectionals	2023 Winter Juniors (SCY)
88	2:08.93	Jensen Nelson		18	200 IM LCM	GA	Spartan Aquatic Club	2023 Futures - Ocala	2023 Winter Juniors (SCY)
89	2:08.96	Keller Morgan		18	200 IM LCM	CA	Evolution Racing Club	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
90	2:09.01	Felipe Baffico	Yes	18	200 IM LCM	FL	Sarasota Sharks	2023 FL Sarasota Shark Open	2023 Winter Juniors (SCY)
91	2:09.06	Sean Wehner		18	200 IM LCM	IL	Academy Bullets Swim Club	2023 IN NCSA Summer Swimming Championships	2023 Winter Juniors (SCY)
92	2:09.10	Charlie Egeland		18	200 IM LCM	MN	Aquajets Swim Team	2023 IA Speedo Section Summer Champs CZ North	2023 Winter Juniors (SCY)
93	2:09.16	Asher Good		18	200 IM LCM	AZ	Scottsdale Aquatic Club	2023 OR THSC SUMMER CLASSIC	2023 Winter Juniors (SCY)
94	2:09.17	Jake Regenwetter		18	200 IM LCM	NE	Unattached	2023 NE BGSC Spring Fling	2023 Winter Juniors (SCY)
95	2:09.25	Dillon Edge		18	200 IM LCM	IN	University Of Notre Dame	2022 Toyota US Open	2023 Winter Juniors (SCY)
96	2:09.39	Caleb Kubiak		18	200 IM LCM	WI	Ozaukee Aquatics	2023 WI 13 & OVER LONG COURSE STATE CHAMPIONSHIPS	2023 Winter Juniors (SCY)
97	2:09.42	Christopher Leung		18	200 IM LCM	CA	Irvine Novaquatics	2023 CA SCS/NOVA June Age Group Invite	2023 Winter Juniors (SCY)
97	2:09.42	Carson Ricker		18	200 IM LCM	MI	Utica Shelby Swim Club	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
97	2:09.42	Darden Tate		18	200 IM LCM	MV	U. of Missouri	2023 MV CSC Region VIII Sectional Championships	2023 Winter Juniors (SCY)
100	2:09.44	Andy Lu		18	200 IM LCM	OHO	Dublin Community Swim Team	2023 Futures Championships - San Antonio, TX - Cap Reached	2023 Winter Juniors (SCY)
101	2:09.49	Joshua Corn		18	200 IM LCM	CO	Foothills Swim Team	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
102	2:09.58	Keanu Lee		18	200 IM LCM	CA	Team Rebel Aquatics	2023 Futures - Sacramento, CA	2023 Winter Juniors (SCY)
102	2:09.58	Spencer Merodio		18	200 IM LCM	SN	DART Swimming	2023 Futures - Sacramento, CA	2023 Winter Juniors (SCY)
