Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	1:58.65	Maximus Williamson		16	200 IM LCM	NT	Lakeside Aquatic Club	2023 Phillips 66 National Championships	2024 Olympic Trials
2	2:02.84	Thomas Heilman		16	200 IM LCM	VA	Cavalier Aquatics/Piedmont Family YMCA	2023 Phillips 66 National Championships	2024 Olympic Trials
3	2:03.27	Ryan Erisman		16	200 IM LCM	FL	Laker Swim	2023 Futures - Ocala	2024 Olympic Trials
4	2:03.46	Carter Lancaster		16	200 IM LCM	FL	Bolles School Sharks	2023 FL BSS TYR June Classic	2024 Olympic Trials
5	2:03.89	Luke Ellis		16	200 IM LCM	CA	Sandpipers Of Nevada	2023 Futures - Sacramento, CA	2024 Summer Nationals (LCM)
6	2:04.38	Gregg Enoch		16	200 IM LCM	IN	Carmel Swim Club	2023 IN CZ East Spring Speedo Sectional	2023 Winter US Open (LCM)
7	2:04.44	Campbell McKean		16	200 IM LCM	OR	Bend Swim Club	2023 Speedo Junior National Championships	2024 Summer Nationals (LCM)
8	2:04.73	Richard Poplawski		16	200 IM LCM	NJ	Scarlet Aquatics	2022 Toyota US Open	2023 Winter US Open (LCM)
9	2:04.75	Thomas Mercer		16	200 IM LCM	KY	Lakeside Swim Team	2023 IN CZ East Spring Speedo Sectional	2023 Winter US Open (LCM)
10	2:04.96	ERIC Lee		16	200 IM LCM	NJ	Scarlet Aquatics	2022 Toyota US Open	2023 Winter US Open (LCM)
11	2:05.00	Tony Laurito		16	200 IM LCM	GU	South Shore Sails	2023 Phillips 66 National Championships	2023 Winter US Open (LCM)
12	2:05.11	Noah Cakir		16	200 IM LCM	MR	Team Suffolk	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
13	2:05.33	Strahinja Maslo	Yes	16	200 IM LCM	MR	Long Island Aquatic Club	2023 NC SwimMAC Martha McKee Open	2023 Winter US Open (LCM)
14	2:05.57	Ian Stutts		16	200 IM LCM	NC	Marlins Of Raleigh	2023 Futures - Ocala	2023 Winter US Open (LCM)
15	2:05.94	Sean Green		16	200 IM LCM	MR	Long Island Aquatic Club	2023 MR TYR Senior Mets LCM Championship	2024 Summer Juniors (LCM)
16	2:06.01	Abe Astle		16	200 IM LCM	UT	Olympus Aquatics	2023 UT Utah LC Senior Championships	2023 Summer Juniors (LCM)
17	2:06.25	Jack Armour		16	200 IM LCM	NT	Texas Ford Aquatics	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
18	2:06.60	Norvin Clontz		16	200 IM LCM	NC	SwimMAC Carolina	2023 IN CZ East Spring Speedo Sectional	2023 Summer Juniors (LCM)
19	2:06.69	Keian Lam		16	200 IM LCM	IL	Fox Valley Swim Team	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
20	2:06.79	Erik Nadecki		16	200 IM LCM	MR	BGC-N. Westchester Marlins	2023 MR TYR Senior Mets LCM Championship	2024 Summer Juniors (LCM)
21	2:07.09	Kenneth Barnicle		16	200 IM LCM	NJ	Greater Somerset County YMCA Storm	2023 NC YMCA Long Course Nationals	2024 Summer Juniors (LCM)
22	2:07.17	Cooper McDonald		16	200 IM LCM	GA	Dynamo Swim Club	2023 GA Bulldog Summer Invite	2024 Summer Juniors (LCM)
23	2:07.39	Tyler Bardak		16	200 IM LCM	IL	Fox Valley Swim Team	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
24	2:07.53	Grant Murphy		16	200 IM LCM	MD	Annapolis Swim Club	2023 NI STAR Speedo Sectional Championships EZ North Long Course	2023 Summer Juniors (LCM)
25	2:07.54	Elliot Lee		16	200 IM LCM	CT	Bulldog Swimming	2023 FL ISCA International Senior Cup	2023 Summer Juniors (LCM)
26	2:07.56	Ray Liu		16	200 IM LCM	CA	Rose Bowl Aquatics	2023 Futures - Sacramento, CA	2024 Summer Juniors (LCM)
27	2:07.61	Charlie Greenwood		16	200 IM LCM	PV	Nation's Capital Swim Club	2023 PV LC Open Championships	2023 Summer Juniors (LCM)
28	2:07.71	Kaii Winkler	Yes	16	200 IM LCM	FG	Eagle Aquatics	2022 Toyota US Open	2023 Summer Juniors (LCM)
29	2:07.75	Jason Zhao		16	200 IM LCM	OHO	Mason Manta Rays	2023 IN CZ East Spring Speedo Sectional	2023 Summer Juniors (LCM)
30	2:07.87	Jiarui Xue		16	200 IM LCM	MN	Aquajets Swim Team	2023 MN NSAC Minnesota Senior LC State Championship	2024 Summer Juniors (LCM)
31	2:07.93	Salvatore Lanzafame	Yes	16	200 IM LCM	FG	Azura Florida Aquatics	2023 TYR Pro Swim Series Ft. Lauderdale	2023 Summer Juniors (LCM)
32	2:08.01	Will Chen		16	200 IM LCM	CA	Irvine Novaquatics	2023 CA Los Angeles Invite	2023 Summer Juniors (LCM)
33	2:08.11	Will Browne		16	200 IM LCM	VA	Cavalier Aquatics/Piedmont Family YMCA	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
34	2:08.12	David Kovacs		16	200 IM LCM	IN	Indiana Swim Club	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
35	2:08.23	Giulian Martin		16	200 IM LCM	FG	Hurricane Aquatics	2023 Futures - Ocala	2023 Winter Juniors (SCY)
35	2:08.23	Jeffrey Hou		16	200 IM LCM	IL	FMC Aquatic	2023 TYR Pro Swim Series Westmont	2023 Summer Juniors (LCM)
37	2:08.40	Andy Roose		16	200 IM LCM	VA	Williamsburg Aquatic Club	2023 VA LC Senior Champs	2023 Winter Juniors (SCY)
38	2:08.49	TJ Frost		16	200 IM LCM	FL	Loggerhead Aquatics	2023 FL FAST Independence Invitational	2023 Winter Juniors (SCY)
39	2:08.53	Mason Wendler		16	200 IM LCM	PC	Terrapins Swim Team	2023 Speedo Junior National Championships Time Trials	2023 Winter Juniors (SCY)
40	2:08.54	Henry Guo		16	200 IM LCM	IL	Hinsdale Swim Club	2023 IA Speedo Section Summer Champs CZ North	2023 Winter Juniors (SCY)
41	2:08.59	Raphael Wang		16	200 IM LCM	ST	Waterloo Swimming	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
42	2:08.63	Duncan Henderson		16	200 IM LCM	NM	BEAST	2023 CA Los Angeles Invite	2023 Winter Juniors (SCY)
