Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	2:06.66	Leah Shackley		18	200 BK LCM	NC	Wolfpack Elite	2025 Toyota National Championships	2025 Winter US Open (LCM)
2	2:06.82	Summer McIntosh	Yes	18	200 BK LCM	FL	Sarasota Sharks	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Summer Nationals (LCM)
3	2:08.57	Teagan O'Dell		18	200 BK LCM	PC	Pleasanton Seahawks	2025 Toyota National Championships	2025 Winter US Open (LCM)
4	2:10.10	Delia Lloyd	Yes	18	200 BK LCM	OHO	Ohio State University	2025 World University Games	2025 Winter US Open (LCM)
5	2:11.13	Erika Pelaez		18	200 BK LCM	FG	Eagle Aquatics	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Summer Nationals (LCM)
6	2:11.59	Sarah Rodrigues		18	200 BK LCM	NJ	Jersey Aquatic Club	2025 Futures Championships - Greensboro	2025 Winter US Open (LCM)
7	2:12.17	Haley McDonald		18	200 BK LCM	KY	Lakeside Swim Team	2025 Toyota National Championships	2025 Winter US Open (LCM)
8	2:12.25	Lillian Nesty		18	200 BK LCM	ST	Longhorn Aquatics	2025 Toyota National Championships	2025 Winter US Open (LCM)
9	2:12.58	Charlotte Wilson		18	200 BK LCM	VA	Cavalier Aquatics/Piedmont Family YMCA	2025 Toyota National Championships	2025 Winter US Open (LCM)
10	2:12.76	Kennedi Dobson		18	200 BK LCM	NJ	Eastern Express Swim Team	2025 NJ 2025 LC Gold Championships	2025 Winter US Open (LCM)
11	2:13.29	Emily Hamill		18	200 BK LCM	MA	Germantown Academy Aquatic Club	2025 SE NCSA Summer Swimming Championships	2025 Winter US Open (LCM)
12	2:13.52	Emily Brown		18	200 BK LCM	SE	Tennessee Aquatics	2025 Toyota National Championships	2025 Winter US Open (LCM)
13	2:13.63	Zuri Ferguson	Yes	18	200 BK LCM	NE	Bluefish Swim Club	2025 NE CS Senior Championships	2025 Winter US Open (LCM)
14	2:14.20	Ella Cosgrove	Yes	18	200 BK LCM	AZ	Flying Fish Arizona Swim Team	2025 World Junior Champs	2025 Winter US Open (LCM)
15	2:14.62	Gwyn Frick		18	200 BK LCM	PV	Nation's Capital Swim Club	2025 GBR AP Race London International	2025 Winter US Open (LCM)
