Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	15:27.36	Josh Parent		17	1500 FR LCM	NE	Bluefish Swim Club	2022 Jr Pan Pacific Swimming Championships	2023 Summer Nationals (LCM)
2	15:30.94	Bobby DiNunzio		17	1500 FR LCM	VA	Tide Swimming	2022 VA Speedo Premier Racing	2023 Summer Nationals (LCM)
3	15:37.21	Alec Enyeart		17	1500 FR LCM	MV	Tsunami Swim Team of K.C.	2022 SE Tennessee LC Invitational	2023 Summer Nationals (LCM)
4	15:38.23	Levi Sandidge		17	1500 FR LCM	NT	COR Swimming	2022 Phillips 66 International Team Trials	2023 Summer Nationals (LCM)
5	15:39.00	Andrew Taylor		17	1500 FR LCM	FL	Tampa Bay Aquatic Club	2022 Speedo Junior National Ch	2023 Summer Nationals (LCM)
6	15:47.60	Saadeddin Saadeddin		17	1500 FR LCM	NJ	Scarlet Aquatics	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
7	15:50.09	Ilya Kharun	Yes	17	1500 FR LCM	CA	Sandpipers Of Nevada	2022 CA SAND Cinco de Mayo Invite	2022 Winter US Open (LCM)
8	15:51.17	Jack Hendrick		17	1500 FR LCM	PC	Livermore Aqua Cowboys	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
9	15:54.30	Alex Ayers		17	1500 FR LCM	NC	SwimMAC Carolina	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
10	15:54.72	Connor Fry		17	1500 FR LCM	GU	South Texas Aquatics	2022 Futures Championships - C	2022 Winter US Open (LCM)
11	15:55.34	Steven Bendoraitis		17	1500 FR LCM	NJ	Scarlet Aquatics	2022 NI EZ Speedo Sectional (LCM) Buffalo	2022 Winter US Open (LCM)
12	15:59.99	Maor Goralnik	Yes	17	1500 FR LCM	NC	Unattached	European Junior Swimming Championships	2023 Summer Juniors (LCM)
13	16:01.28	Craig Bohlman		17	1500 FR LCM	VA	NOVA of Virginia Aquatics, Inc	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
