Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	4:16.18	Luka Mijatovic		16	400 IM LCM	PC	Pleasanton Seahawks	2025 Toyota National Championships	2025 Winter US Open (LCM)
2	4:17.20	Yi Zheng		16	400 IM LCM	IN	Carmel Swim Club	2025 World Junior Champs	2025 Winter US Open (LCM)
3	4:21.21	Brayden Capen		16	400 IM LCM	IL	Academy Bullets Swim Club	2025 SE NCSA Summer Swimming Championships	2025 Winter US Open (LCM)
4	4:22.26	David Sammons		16	400 IM LCM	NC	SwimMAC Carolina	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
5	4:23.06	Anthony Dornoff		16	400 IM LCM	CA	La Mirada Armada	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
6	4:24.34	Ellis Crisci		16	400 IM LCM	MV	Tsunami Swim Team of K.C.	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
6	4:24.34	Trent Allen		16	400 IM LCM	IN	Carmel Swim Club	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
8	4:25.61	Gerhardt Hoover		16	400 IM LCM	NE	Commonwealth Swimming	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Winter US Open (LCM)
9	4:25.71	Jackson Irwin		16	400 IM LCM	FL	Sarasota Tsunami Swim Team	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
10	4:26.24	Jackson Hartzler		16	400 IM LCM	GU	Cypress Fairbanks Swim Club	2025 Futures Championships - Madison	2025 Winter US Open (LCM)
11	4:28.22	Davis Jackson		16	400 IM LCM	NC	TAC Titans	2025 NC TAC Spring Fling Meet	2025 Winter US Open (LCM)
12	4:28.27	Griffin Oehler		16	400 IM LCM	PV	Rockville Montgomery Swim Club	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
13	4:28.54	Kohlston Katz		16	400 IM LCM	GA	SwimAtlanta	2025 Futures Championships - Ocala	2025 Winter US Open (LCM)
14	4:28.75	Nash King		16	400 IM LCM	OHO	Cincinnati Marlins	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
15	4:28.88	Luca Ignatescu		16	400 IM LCM	OR	Tualatin Hills Swim Club	2025 OR SPEEDO SECTIONALS - MT HOOD	2025 Winter US Open (LCM)
16	4:29.09	Quinn Caputo		16	400 IM LCM	PV	Nation's Capital Swim Club	2025 Futures Championships - Greensboro	2025 Summer Juniors (LCM)
17	4:29.19	Allen Gyang		16	400 IM LCM	CA	Sandpipers Of Nevada	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
18	4:29.34	Fin McLane		16	400 IM LCM	NE	Commonwealth Swimming	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
19	4:29.77	Dan Bellach		16	400 IM LCM	MR	Badger Swim Club,Inc.	2025 Futures Championships - Ocala	2025 Summer Juniors (LCM)
20	4:29.88	Shareef Elaydi		16	400 IM LCM	PC	Santa Clara Swim Club	2025 CC TYR GO Challenge	2025 Summer Juniors (LCM)
20	4:29.88	Santi Alzate		16	400 IM LCM	NC	SwimMAC Carolina	2025 NC SwimMAC Novant Invitational	2025 Summer Juniors (LCM)
22	4:30.85	Luc Dionne		16	400 IM LCM	PV	Nation's Capital Swim Club	2025 Futures Championships - Greensboro	2025 Summer Juniors (LCM)
23	4:31.02	Brandon Anand		16	400 IM LCM	NJ	Scarlet Aquatics	2025 IN Central Zone Speedo Sectional 2025	2025 Summer Juniors (LCM)
24	4:31.06	Daniel Branon		16	400 IM LCM	MD	North Baltimore Aquatic Club	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Summer Juniors (LCM)
25	4:31.28	Hampton Stuecker		16	400 IM LCM	KY	Lakeside Swim Team	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
26	4:31.30	Issac Adanin		16	400 IM LCM	MI	Club Wolverine	2025 Futures Championships - Ocala	2025 Summer Juniors (LCM)
27	4:31.40	Jacob Bougaieff		16	400 IM LCM	GU	Dads Club Swim Team	2025 ST TXLA Speedo Southern Zone LC Sectionals	2025 Summer Juniors (LCM)
28	4:31.45	Colin Jacobs		16	400 IM LCM	FL	Unattached	2025 Futures Championships - Ocala	2025 Summer Juniors (LCM)
29	4:31.75	Tim Wu		16	400 IM LCM	PC	Unattached	2025 PC PLS Long Course Senior Open	2025 Summer Juniors (LCM)
30	4:31.84	Joseph Campagnola		16	400 IM LCM	FL	West Florida Lightning Aquatic	2025 Futures Championships - Ocala	2025 Summer Juniors (LCM)
31	4:31.91	Brendan Hunt		16	400 IM LCM	NT	Texas Ford Aquatics	2025 Futures Championships - Justin	2025 Summer Juniors (LCM)
