Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	4:43.46	Bella Sims		17	400 IM LCM	CA	Sandpipers Of Nevada	2022 TYR Pro Swim Series - Mis	2022 Summer Nationals (LCM)
2	4:43.57	Julia Podkoscielny		17	400 IM LCM	FG	Pine Crest Swimming	2021 Toyota US Open Championship	2022 Summer Nationals (LCM)
3	4:44.54	Lucy Bell		17	400 IM LCM	CO	Fort Collins Area Swim Team	2022 Futures Championships - C	2023 Summer Nationals (LCM)
4	4:45.01	Kathryn Hazle	Yes	17	400 IM LCM	SI	North Coast Aquatics	2022 Speedo Junior National Ch	2023 Summer Nationals (LCM)
5	4:45.78	Michaela Mattes		17	400 IM LCM	FL	Sarasota Sharks	2022 Jr Pan Pacific Swimming Championships	2023 Summer Nationals (LCM)
6	4:45.89	Zoe Dixon		17	400 IM LCM	VA	NOVA of Virginia Aquatics, Inc	2022 VA NOVA LC Winter Invitational	2022 Summer Nationals (LCM)
7	4:47.61	Eleanor Sun		17	400 IM LCM	PV	Nation's Capital Swim Club	2022 IN NCSA Summer Swimming Championship	2023 Summer Nationals (LCM)
8	4:47.67	Hannah Bellard		17	400 IM LCM	MI	Club Wolverine	2022 NC Futures Championships Cary	2023 Summer Nationals (LCM)
9	4:48.21	Reese Tiltmann		17	400 IM LCM	WI	Elmbrook Swim Club	2022 Speedo Junior National Ch	2023 Summer Nationals (LCM)
10	4:49.10	Abby O'Sullivan		17	400 IM LCM	CA	Mission Viejo Nadadores	2022 Speedo Junior National Ch	2023 Summer Nationals (LCM)
11	4:50.06	Erin Gemmell		17	400 IM LCM	PV	Nation's Capital Swim Club	2022 PV LC Open Championships	2022 Summer Nationals (LCM)
12	4:50.20	Katherine Adams		17	400 IM LCM	OR	Tualatin Hills Swim Club	2022 OR Speedo Sectionals - Mt Hood	2022 Summer Nationals (LCM)
13	4:50.44	Hana Shimizu-Bowers		17	400 IM LCM	MR	Badger Swim Club,Inc.	2022 Phillips 66 International Team Trials	2023 Summer Nationals (LCM)
14	4:50.66	Katie McCarthy		17	400 IM LCM	MN	Edina Swim Club	2022 Speedo Junior National Ch	2023 Summer Nationals (LCM)
15	4:50.86	Paige Kuwata		17	400 IM LCM	CA	Sandpipers Of Nevada	2022 PC SCSC Futures West	2022 Winter US Open (LCM)
16	4:51.43	Summer Cardwell		17	400 IM LCM	FL	Tampa Bay Aquatic Club	2022 Futures - Cary	2022 Winter US Open (LCM)
17	4:51.95	Aislin Farris		17	400 IM LCM	NE	Bluefish Swim Club	2022 NC SwimMAC Martha McKee Meet	2022 Summer Nationals (LCM)
18	4:52.05	Alex Mitchell		17	400 IM LCM	GA	Dynamo Swim Club	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
19	4:52.33	Maddie Waggoner		17	400 IM LCM	MA	Jersey Wahoos	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
20	4:52.73	Jordan Durocher		17	400 IM LCM	PV	Nation's Capital Swim Club	2021 Toyota US Open Championship	2022 Summer Nationals (LCM)
21	4:53.56	Sophie Duncan		17	400 IM LCM	PV	Nation's Capital Swim Club	2021 Toyota US Open Championship	2022 Winter US Open (LCM)
22	4:53.80	Libby Michel		17	400 IM LCM	WI	Ozaukee Aquatics	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
23	4:54.16	Cavan Gormsen		17	400 IM LCM	MR	Long Island Aquatic Club	2022 MR TYR Senior LC Championships	2022 Winter US Open (LCM)
24	4:54.65	Stephanie Iannaccone	Yes	17	400 IM LCM	PC	Walnut Creek Aquabears	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
25	4:55.11	Sumner Chmielewski		17	400 IM LCM	FL	Sarasota Tsunami Swim Team	2022 FL SZ South Sectionals Championships	2022 Winter US Open (LCM)
26	4:55.49	Rye Ulett		17	400 IM LCM	KY	Cardinal Aquatics	2022 Phillips 66 Summer Nationals	2022 Winter US Open (LCM)
27	4:55.57	Sabrina Rachjaibun		17	400 IM LCM	CO	Front Range Barracudas	2022 IA DSMY TRUDY HANCOCK MEMORIAL	2022 Winter US Open (LCM)
28	4:55.74	Sanna Peterson		17	400 IM LCM	VA	NOVA of Virginia Aquatics, Inc	2021 Toyota US Open Championship	2022 Winter US Open (LCM)
29	4:55.89	Caroline Bricker		17	400 IM LCM	CO	Colorado Springs Area Swimming	2022 Phillips 66 International Team Trials	2022 Winter US Open (LCM)
30	4:55.99	Mattea Sokolow		17	400 IM LCM	CA	Team Santa Monica	2022 PC SCSC Futures West	2022 Winter US Open (LCM)
31	4:56.16	Audrey Portello		17	400 IM LCM	SN	DART Swimming	2022 CC Arena Grand Challenge	2022 Winter US Open (LCM)
32	4:56.60	Eva Boehlke		17	400 IM LCM	NC	North Carolina Aquatic Club	2022 NC ESSZ Summer Sectionals	2023 Summer Juniors (LCM)
33	4:56.66	Krista Marlin		17	400 IM LCM	MA	Suburban Seahawks Club	2022 Phillips 66 International Team Trials	2022 Summer Juniors (LCM)
34	4:56.68	Campbell Stoll		17	400 IM LCM	WI	Elmbrook Swim Club	2022 MN USAS Speedo Meet	2022 Summer Juniors (LCM)
35	4:56.69	Gracie Walker		17	400 IM LCM	NT	Mansfield Aquatic Club	2022 Futures Championships - C	2023 Summer Juniors (LCM)
36	4:56.80	Sydney Sanders		17	400 IM LCM	NC	SwimMAC Carolina	2022 NC ESSZ Summer Sectionals	2023 Summer Juniors (LCM)
37	4:57.36	Sonia Vaishnani		17	400 IM LCM	ST	Alamo Area Aquatic Association	2022 KY LAK 94th Ohio Valley Championships	2022 Winter Juniors (SCY)
38	4:57.51	Keelan Cotter		17	400 IM LCM	NC	TAC Titans	2022 Futures - Cary	2022 Winter Juniors (SCY)
39	4:58.23	Lily Cramer		17	400 IM LCM	MI	Club Wolverine	2022 NC Futures Championships Cary	2022 Winter Juniors (SCY)
40	4:58.56	Peri Gaguzis		17	400 IM LCM	AM	Fox Chapel Killer Whales	2022 AM LC Eastern Zone SR Championship	2022 Winter Juniors (SCY)
41	4:58.58	Megan Hutchins		17	400 IM LCM	MN	Riptide	2022 MN USAS Speedo Meet	2022 Winter Juniors (SCY)
42	4:58.83	Laurel Blase		17	400 IM LCM	GA	Chattahoochee Gold Swim Club	2022 NC Futures Championships Cary	2022 Winter Juniors (SCY)
43	4:59.03	Alexandra Bastone		17	400 IM LCM	CT	Chelsea Piers Aquatic Club	2022 IN NCSA Summer Swimming Championships	2022 Winter Juniors (SCY)
44	4:59.12	Claire Dafoe		17	400 IM LCM	VA	NOVA of Virginia Aquatics, Inc	2021 Toyota US Open Championship	2022 Winter Juniors (SCY)
45	4:59.13	Olivia Swalley		17	400 IM LCM	IA	Central Iowa Aquatics	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
46	4:59.14	Karina Kanary		17	400 IM LCM	ST	Longhorn Aquatics	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
47	4:59.48	Katie Russell		17	400 IM LCM	VA	NOVA of Virginia Aquatics, Inc	2022 TT Speedo Junior National Ch	2022 Winter Juniors (SCY)
48	4:59.50	Lilly Derivaux		17	400 IM LCM	MA	Jersey Wahoos	2022 MA Swimming Meet	2022 Winter Juniors (SCY)
49	4:59.69	Grace Black		17	400 IM LCM	MD	North Baltimore Aquatic Club	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
50	4:59.80	Katie Yee		17	400 IM LCM	MR	Long Island Aquatic Club	2022 MR TYR Senior LC Championships	2022 Winter Juniors (SCY)
51	4:59.83	Grace Lindberg		17	400 IM LCM	PN	Cascade Swim Club	2022 PN Senior Long Course Champs	2022 Winter Juniors (SCY)
52	5:00.11	Sienna Karp		17	400 IM LCM	PV	All Star Aquatics	2022 PV LC Open Championships	2022 Winter Juniors (SCY)
53	5:00.15	Caroline Riggs		17	400 IM LCM	WV	Club Mountaineer Aquatics	2022 WV Long Course Championship	2022 Winter Juniors (SCY)
54	5:00.19	Riley Botting		17	400 IM LCM	FG	Pine Crest Swimming	2022 NC Futures Championships Cary	2022 Winter Juniors (SCY)
55	5:00.36	Sophie Brison		17	400 IM LCM	GA	Dynamo Swim Club	2022 GA Speedo Atlanta Classic	2022 Futures (LCM)
56	5:00.53	Lizzy Washburn		17	400 IM LCM	NJ	Summit Area YMCA	2022 Speedo Junior National Ch	2023 Futures (LCM)
57	5:00.58	Meghan Tiernan		17	400 IM LCM	CT	Cheshire Y Sea Dog Swim Club	2022 FL ISCA Summer Senior Blast	2023 Futures (LCM)
58	5:00.66	Riley Crespo		17	400 IM LCM	LA	Nu Wave Swim Club	2022 IN NCSA Summer Swimming Championships2	2023 Futures (LCM)
59	5:00.68	Sabrina Bennani		17	400 IM LCM	CA	Unattached	2022 CA SCS/RMDA LC Sr Meet	2022 Futures (LCM)
60	5:01.15	Molly Warner		17	400 IM LCM	MI	Utica Shelby Swim Club	2022 NC Futures Championships Cary	2023 Futures (LCM)
60	5:01.15	Grace Rainey		17	400 IM LCM	NC	SwimMAC Carolina	2022 NC SwimMAC Martha McKee Meet	2022 Futures (LCM)
62	5:01.22	Sophia Knapp		17	400 IM LCM	VA	Tide Swimming	2022 VA LC Senior Champs	2023 Futures (LCM)
63	5:01.24	Kate Mouser		17	400 IM LCM	IN	Fishers Area Swimming Tigers	2022 IN Spring Speedo Sectionals	2022 Futures (LCM)
64	5:01.40	Katherine Yao		17	400 IM LCM	NT	Dallas Mustangs	2022 Futures Championships - C	2023 Futures (LCM)
65	5:01.41	Paige Housman		17	400 IM LCM	AZ	Flying Fish Arizona Swim Team	2022 OR Speedo Sectionals - Mt Hood	2023 Futures (LCM)
66	5:01.52	Dana Li		17	400 IM LCM	NE	Commonwealth Swimming	2022 NE BGSC LCM Seniors	2023 Futures (LCM)
67	5:01.89	Neely Burns		17	400 IM LCM	AZ	Swim Neptune	2022 AZ LC Senior State Championship	2022 Futures (LCM)
68	5:01.96	Olivia Herbert		17	400 IM LCM	CT	Regional YMCA of Western Connecticut Makos	2022 NC AP LC YMCA Nationals	2023 Futures (LCM)
69	5:02.00	Ella Smith		17	400 IM LCM	NE	Bluefish Swim Club	2021 Toyota US Open Championship	2022 Futures (LCM)
70	5:02.04	Anne Deedy		17	400 IM LCM	MV	Empire KC Swim Club	2022 TYR Pro Swim Series - West	2022 Futures (LCM)
71	5:02.08	Hayden Miller		17	400 IM LCM	GU	Cypress Fairbanks Swim Club	2022 ST TXLA Speedo Southern Sectionals	2022 Futures (LCM)
72	5:02.22	Maddie Phillips		17	400 IM LCM	CA	Mission Viejo Nadadores	2022 CA SCS/TST Feb Senior	2022 Futures (LCM)
73	5:02.44	Bennett Jones		17	400 IM LCM	CO	Team Sopris Swimming	2022 SN Finals - Western Zone Senior Ch	2023 Futures (LCM)
74	5:02.55	Virginia Hastings		17	400 IM LCM	CT	Wilton Y Wahoos Swim Club	2022 NC AP LC YMCA Nationals	2023 Futures (LCM)
75	5:02.56	Andrea Zeebe		17	400 IM LCM	HI	Kamehameha Swim Club	2022 HI Age Group LCM Championship	2022 Futures (LCM)
