Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	1:07.87	Kaelyn Gridley		18	100 BR LCM	NC	Duke University	2023 Phillips 66 National Championships	2024 Olympic Trials
2	1:09.11	Grace Rainey		18	100 BR LCM	NC	SwimMAC Carolina	2022 Toyota US Open	2024 Olympic Trials
3	1:09.14	McKenzie Siroky		18	100 BR LCM	US	Unattached	2023 MI Michigan Swimming Ultra LCM Championship Meet	2024 Olympic Trials
4	1:09.25	Zoe Skirboll		18	100 BR LCM	AM	Racer X Aquatics	2023 Phillips 66 National Championships	2024 Olympic Trials
5	1:09.44	Sarah Bennetts		18	100 BR LCM	SN	DART Swimming	2023 Speedo Junior National Championships	2024 Olympic Trials
6	1:09.72	Caroline Bricker		18	100 BR LCM	CO	Pikes Peak Athletics	2023 Speedo Junior National Championships	2024 Olympic Trials
7	1:10.18	Mia Cheatwood		18	100 BR LCM	WV	West Virginia University	2022 Toyota US Open	2024 Olympic Trials
8	1:10.26	Denise Phelan		18	100 BR LCM	KY	Kentucky Aquatics	2023 IN IU Closed Invitational	2024 Olympic Trials
9	1:10.65	Jessey Li		18	100 BR LCM	OHO	Mason Manta Rays	2023 Phillips 66 National Championships	2024 Summer Nationals (LCM)
10	1:10.78	Evelyn Entrekin		18	100 BR LCM	GA	Dynamo Swim Club	2023 Futures - Ocala	2024 Summer Nationals (LCM)
11	1:11.20	Samantha Armand		18	100 BR LCM	NC	TAC Titans	2023 Futures - Ocala	2023 Winter US Open (LCM)
12	1:11.28	Delaney Franklin		18	100 BR LCM	SC	Y-Spartaquatics Swim Club	2023 NC YMCA Long Course Nationals	2023 Winter US Open (LCM)
13	1:11.49	Kelsey Wasikowski		18	100 BR LCM	OR	Team Eugene Aquatics-YMCA	2023 Futures - Sacramento, CA	2023 Winter US Open (LCM)
14	1:11.55	Caroline Foltz		18	100 BR LCM	OZ	CSP Tideriders	2023 IN NCSA Summer Swimming Championships	2023 Winter US Open (LCM)
15	1:11.57	Chloe Braun	Yes	18	100 BR LCM	SI	Tritons Aquatic Club	2022 Toyota US Open	2023 Winter US Open (LCM)
15	1:11.57	Sabyne Brisson		18	100 BR LCM	FL	T2 Aquatics	2023 FG Southern Zone South Sectional Championships	2023 Winter US Open (LCM)
17	1:11.61	Allie Byrne		18	100 BR LCM	SI	Pacific Swim	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
18	1:11.62	Zoe Summar		18	100 BR LCM	SE	Excel Aquatics	2023 TYR Pro Swim Series Mission Viejo	2023 Winter US Open (LCM)
19	1:11.64	Stephanie Iannaccone	Yes	18	100 BR LCM	PC	Walnut Creek Aquabears	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
19	1:11.64	Maddie Phillips		18	100 BR LCM	CA	Mission Viejo Nadadores	2023 CA Los Angeles Invite	2023 Winter US Open (LCM)
21	1:11.71	Sarah Bernard		18	100 BR LCM	NE	Commonwealth Swimming	2023 Futures Championships - San Antonio, TX - Cap Reached	2023 Winter US Open (LCM)
22	1:11.84	Nina Larosa		18	100 BR LCM	LE	Lakeshore Swim Club	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
22	1:11.84	Viola Teglassy		18	100 BR LCM	OR	Corvallis Aquatic Team	2023 Speedo Junior National Championships Time Trials	2023 Winter US Open (LCM)
24	1:11.86	Tori Brostowitz		18	100 BR LCM	WI	Schroeder YMCA Swim Team	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
25	1:12.05	Gillian Tu		18	100 BR LCM	PN	Bellevue Club Swim Team	2023 TYR Pro Swim Series Mission Viejo	2023 Winter US Open (LCM)
26	1:12.08	Kinley Wigle		18	100 BR LCM	OR	Bend Swim Club	2023 Futures - Sacramento, CA	2023 Winter US Open (LCM)
26	1:12.08	Campbell Stoll		18	100 BR LCM	WI	Elmbrook Swim Club	2023 Phillips 66 National Championships	2023 Winter US Open (LCM)
28	1:12.15	Izzy Krantzcke		18	100 BR LCM	GU	Houston Bridge Bats	ASU vs WSU	2023 Winter US Open (LCM)
29	1:12.20	Olivia Dinehart		18	100 BR LCM	FG	South Florida Aquatic Club	2023 Futures - Ocala	2024 Summer Juniors (LCM)
30	1:12.27	Audrey J-Cheng		18	100 BR LCM	PC	Palo Alto Stanford Aquatics	2023 PC SCSC Superleague Summer LC Finals	2024 Summer Juniors (LCM)
31	1:12.38	Katherine Adams		18	100 BR LCM	OR	Tualatin Hills Swim Club	2023 Phillips 66 National Championships	2024 Summer Juniors (LCM)
32	1:12.40	Olivia Roumph		18	100 BR LCM	CO	Univ of Denver Hilltoppers	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
33	1:12.48	Ginger McMahon		18	100 BR LCM	US	Unattached	ASU vs WSU	2023 Summer Juniors (LCM)
34	1:12.50	Casadie Dibetta		18	100 BR LCM	AM	Steel City Aquatics	2022 Toyota US Open	2023 Summer Juniors (LCM)
35	1:12.60	Maggie Papanicholas		18	100 BR LCM	IL	NASA Wildcat Aquatics	2023 IL Illinois Swimming Summer Senior Championships	2024 Summer Juniors (LCM)
36	1:12.61	Zara Zallen		18	100 BR LCM	CO	Foothills Swim Team	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
37	1:12.64	Jessica Strong	Yes	18	100 BR LCM	FL	Unattached	2023 FL Southern Zone South Sectional Championships	2023 Summer Juniors (LCM)
38	1:12.66	Emily Lundgren		18	100 BR LCM	IE	Cougar Aquatics	2022 Toyota US Open	2023 Summer Juniors (LCM)
39	1:12.70	Lucy Bell		18	100 BR LCM	PC	Unattached	2023 TYR Pro Swim Series Mission Viejo	2023 Summer Juniors (LCM)
40	1:12.81	Antonia Leese		18	100 BR LCM	ST	Nitro Swimming	2023 ST AAAA Long Course STAGS	2024 Summer Juniors (LCM)
41	1:12.85	Vivian Wilson		18	100 BR LCM	IN	Carmel Swim Club	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
