Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	2:08.09	Teagan O'Dell		16	200 BK LCM	CA	Mission Viejo Nadadores	2023 Junior World Champs	2024 Olympic Trials
2	2:10.29	Charlotte Crush		16	200 BK LCM	KY	Lakeside Swim Team	2024 IN NCSA Summer Swimming Championships	2025 Summer Nationals (LCM)
3	2:12.09	Vera Conic		16	200 BK LCM	IL	Palatine Park Dist Swim Team	2024 Olympic Trials	2025 Summer Nationals (LCM)
4	2:12.57	Quinn White		16	200 BK LCM	NE	Shawmut Aquatic Club	2024 NE BGSC TT Summer Fiesta	2024 Summer Nationals (LCM)
5	2:12.91	Roos Rottink		16	200 BK LCM	SE	Memphis Thunder Aquatic Club	2024 TYR Pro Swim Series - San Antonio	2024 Olympic Trials
6	2:13.11	Alyssa Sagle		16	200 BK LCM	PV	Nation's Capital Swim Club	2024 Futures Championships - Richmond	2025 Summer Nationals (LCM)
7	2:13.14	Virginia Hinds		16	200 BK LCM	PV	All Star Aquatics	2024 PV NCAP Elite Qualifier	2024 Olympic Trials
8	2:13.19	Lilla Bognar		16	200 BK LCM	SC	Team Greenville	2023 Toyota US Open Championships	2024 Olympic Trials
9	2:13.28	Sydney Schoeck		16	200 BK LCM	OZ	CSP Tideriders	2024 IN NCSA Summer Swimming Championships	2025 Summer Nationals (LCM)
9	2:13.28	Hayden Gibson		16	200 BK LCM	AR	Razorback Aquatic Club Aquahawgs	2024 MV CSC SPEEDO SPRING SECTIONALS AT COLUMBIA	2024 Olympic Trials
11	2:13.46	Maya Schweikert		16	200 BK LCM	OHO	Mason Manta Rays	2024 IN NCSA Summer Swimming Championships	2025 Summer Nationals (LCM)
12	2:13.76	Haley McDonald		16	200 BK LCM	KY	Lakeside Swim Team	2024 TYR Pro Swim Series - Knoxville	2024 Summer Nationals (LCM)
13	2:14.30	Ava Pape		16	200 BK LCM	NT	Texas Ford Aquatics	2024 IA Central Zone North Section Spring Championships	2024 Summer Nationals (LCM)
14	2:14.44	Shaelyn Shields		16	200 BK LCM	NC	SwimMAC Carolina	2024 Futures Championships - Minneapolis	2025 Summer Nationals (LCM)
15	2:14.48	Sylvia Roy		16	200 BK LCM	AM	Mount Lebanon Aqua Club	2023 VA ISCA LC ISCA Open	2024 Summer Nationals (LCM)
16	2:14.60	Sarah Rodrigues		16	200 BK LCM	NJ	Jersey Aquatic Club	2023 Toyota US Open Championships	2024 Summer Nationals (LCM)
17	2:14.76	Emily Hamill		16	200 BK LCM	MA	Germantown Academy Aquatic Club	2024 NJ SCAR April Long Course Invitational	2024 Summer Nationals (LCM)
18	2:14.92	KC Braeger		16	200 BK LCM	KY	Lakeside Swim Team	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
19	2:14.99	Eva Rottink		16	200 BK LCM	SE	Memphis Thunder Aquatic Club	2024 SE NAC Summer Sizzler	2024 Summer Nationals (LCM)
20	2:15.49	Tierney Lenahan		16	200 BK LCM	IL	NASA Wildcat Aquatics	2024 FL NCSA Swimming Championships	2024 Summer Nationals (LCM)
21	2:15.68	Taylor Klein		16	200 BK LCM	NC	SwimMAC Carolina	2024 NC STAR ESSZ Spg SR Sectionals	2024 Winter US Open (SCY)
22	2:15.76	Ava Grazziani		16	200 BK LCM	KY	Lakeside Swim Team	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
23	2:16.31	Lexi Cook		16	200 BK LCM	OZ	CSP Tideriders	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
24	2:16.39	Olivia Sina		16	200 BK LCM	WI	Verona Area Swim Team	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
25	2:16.42	Ella Cosgrove	Yes	16	200 BK LCM	AZ	Scottsdale Aquatic Club	2024 FL NCSA Swimming Championships	2024 Winter US Open (SCY)
26	2:16.51	Alyssa Albertyn	Yes	16	200 BK LCM	OZ	Seahawks Swim club	2024 OZ Long Course Championships	2024 Winter US Open (SCY)
