Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	24.74	Claire Curzan		18	50 FR LCM	NC	TAC Titans	2022 Phillips 66 Summer Nationals	2023 Summer Nationals (LCM)
2	25.44	Kristina Paegle		18	50 FR LCM	IN	Indiana Swim Club	2022 Speedo Junior National Ch	2023 Summer Nationals (LCM)
3	25.58	Kailyn Winter		18	50 FR LCM	SE	University Of Alabama Swim Club	2022 Phillips 66 International Team Trials	2023 Summer Nationals (LCM)
4	25.72	Carly Novelline		18	50 FR LCM	IL	NASA Wildcat Aquatics	2022 Futures - Minneapolis	2023 Summer Nationals (LCM)
5	25.74	Julia Dennis		18	50 FR LCM	MS	Shock Wave	2022 Futures - Cary	2023 Summer Nationals (LCM)
6	25.75r	Halle Kuck		18	50 FR LCM	SD	Aberdeen Swim Club	2022 SD Aberdeen Summer High Point	2022 Summer Nationals (LCM)
7	25.79r	Kirsti McEnroe		18	50 FR LCM	SC	Y-Spartaquatics Swim Club	2022 NC AP LC YMCA Nationals	2023 Summer Nationals (LCM)
8	25.82	Elizabeth Tilt		18	50 FR LCM	GA	Chattahoochee Gold Swim Club	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
9	25.84	Ella Welch		18	50 FR LCM	KY	Cardinal Aquatics	2022 Phillips 66 Summer Nationals	2022 Winter US Open (LCM)
10	25.89	Ella Mazurek		18	50 FR LCM	PC	Unattached	2022 Phillips 66 International Team Trials	2022 Summer Nationals (LCM)
11	25.92	Grace Hanson		18	50 FR LCM	MV	U. of Missouri	2022 Futures - Minneapolis	2022 Winter US Open (LCM)
12	25.94	Kayla Wilson		18	50 FR LCM	VA	Tide Swimming	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
13	25.96	Alyssa Schwengel		18	50 FR LCM	AZ	Jim Click Team Elite, Inc	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
14	26.01	Ella Jo Piersma		18	50 FR LCM	OHO	Mason Manta Rays	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
15	26.05	Lindsay Ervin		18	50 FR LCM	CA	Irvine Novaquatics	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
16	26.07	Julia Wozniak		18	50 FR LCM	NT	Lakeside Aquatic Club	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
17	26.08	Teresa Ivan	Yes	18	50 FR LCM	OHO	Ohio State University	2022 VA EZ LC Speedo Super Sectional	2022 Winter US Open (LCM)
18	26.09	Anya Mostek		18	50 FR LCM	MA	Phoenixville YMCA	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
19	26.15	Katie Crom		18	50 FR LCM	CA	Mission Viejo Nadadores	2022 Phillips 66 Summer Nationals	2022 Winter US Open (LCM)
19	26.15	Julia Bartell		18	50 FR LCM	MN	Aquajets Swim Team	2022 MN AQJT Aquajets Summer Invite	2022 Winter US Open (LCM)
21	26.17r	Aris Runnels		18	50 FR LCM	PV	Nation's Capital Swim Club	2022 IN NCSA Summer Swimming Championships2	2022 Winter US Open (LCM)
22	26.18	Sabrina Johnston		18	50 FR LCM	MR	BGC-N. Westchester Marlins	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
23	26.20	Ali Tyler		18	50 FR LCM	PV	George Mason University	2021 Toyota US Open Championship	2022 Winter US Open (LCM)
23	26.20	Cory Shanks		18	50 FR LCM	SC	Gamecock Aquatics	2022 NC ESSZ Summer Sectionals	2022 Winter US Open (LCM)
25	26.21	Justina Kozan	Yes	18	50 FR LCM	CA	Unattached	2022 CA RMDA Road to 2022 LCM Finals	2022 Winter US Open (LCM)
