Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	4:43.80	Justina Kozan	Yes	18	400 IM LCM	CA	Unattached	2022 Phillips 66 Summer Nationals	2023 Summer Nationals (LCM)
2	4:44.24	Summer Smith		18	400 IM LCM	SE	University Of Tennessee	2022 SE Tennessee LC Invitational	2023 Summer Nationals (LCM)
3	4:49.76	Ashley Kolessar		18	400 IM LCM	MA	Suburban Seahawks Club	2022 MA Swimming Meet	2023 Summer Nationals (LCM)
4	4:49.99	Charlotte Hook		18	400 IM LCM	NC	TAC Titans	2022 NC Futures Championships Cary	2023 Summer Nationals (LCM)
5	4:50.22	Elizabeth Tilt		18	400 IM LCM	GA	Chattahoochee Gold Swim Club	2022 Futures - Cary	2023 Summer Nationals (LCM)
6	4:50.70	Nina Mollin		18	400 IM LCM	IL	Academy Bullets Swim Club	Mel Zajac Jr. International 20	2022 Summer Nationals (LCM)
7	4:51.11	Eliza Brown		18	400 IM LCM	NE	Commonwealth Swimming	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
8	4:51.43	Grace Drabot		18	400 IM LCM	WI	Ozaukee Aquatics	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
9	4:51.76	Sophie Duncan		18	400 IM LCM	PV	Nation's Capital Swim Club	2022 IN Spring Speedo Sectionals	2022 Summer Nationals (LCM)
10	4:51.83	Jordan Durocher		18	400 IM LCM	PV	Nation's Capital Swim Club	2022 IN NCSA Summer Swimming Championships	2022 Winter US Open (LCM)
11	4:51.84	Sumner Chmielewski		18	400 IM LCM	FL	Sarasota Tsunami Swim Team	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
12	4:52.58	Zoe Dixon		18	400 IM LCM	VA	NOVA of Virginia Aquatics, Inc	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
13	4:52.85	Ella Flowers		18	400 IM LCM	GU	Rice Aquatics	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
14	4:52.90	Audrey Portello		18	400 IM LCM	SN	DART Swimming	2022 Futures - Santa Clara	2022 Winter US Open (LCM)
15	4:53.08	Mia Rankin		18	400 IM LCM	OHO	Ohio State University	2022 Phillips 66 International Team Trials	2022 Summer Nationals (LCM)
16	4:53.22	Ching Gan	Yes	18	400 IM LCM	IN	Indiana University	2022 TYR Pro Swim Series - San	2022 Winter US Open (LCM)
17	4:53.66	Caroline Benda		18	400 IM LCM	KY	Kentucky Aquatics	2022 NC ESSZ Summer Sectionals	2022 Winter US Open (LCM)
