Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	1:59.49	Brayden Capen		15	200 BK LCM	IL	Academy Bullets Swim Club	2024 IN NCSA Summer Swimming Championships	2025 Summer Nationals (LCM)
2	2:03.83	David Sammons		15	200 BK LCM	NC	SwimMAC Carolina	2024 NC SwimMAC LC Senior Qualifier Dual	2024 Winter US Open (SCY)
3	2:04.47	Ethan Bathala		15	200 BK LCM	FL	Bolles School Sharks	2024 FL BSS TYR June Classic	2024 Winter US Open (SCY)
4	2:04.81	Davis Jackson		15	200 BK LCM	NC	TAC Titans	2024 Futures Championships - Austin	2024 Winter US Open (SCY)
5	2:04.91	Nico Lee		15	200 BK LCM	OR	Hillsboro Swim Team	2024 Futures Championships - Sacramento	2024 Winter US Open (SCY)
6	2:04.93	Trae Lewis		15	200 BK LCM	MI	Spartan Aquatic Club	2024 Futures Championships - Richmond	2024 Winter US Open (SCY)
7	2:05.45	Griffin Oehler		15	200 BK LCM	PV	Rockville Montgomery Swim Club	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
8	2:05.80	Vito Sgroi		15	200 BK LCM	FL	Sarasota Sharks	2024 FL Southern Zone South Sectional Championship	2024 Winter US Open (SCY)
9	2:05.83	Colin Jacobs		15	200 BK LCM	FL	Sarasota Sharks	2024 FL Southern Zone South Sectional Championship	2024 Winter US Open (SCY)
10	2:06.14	Jonny Palamar		15	200 BK LCM	NC	TAC Titans	2024 Futures Championships - Austin	2024 Winter US Open (SCY)
11	2:06.21	Reid Oconnell		15	200 BK LCM	MR	Long Island Aquatic Club	2024 NC SwimMAC Martha McKee Charlotte Open	2024 Winter US Open (SCY)
11	2:06.21	Luke McIntosh		15	200 BK LCM	FL	Tampa Bay Aquatics	2024 FL ISCA Summer Senior Blast	2024 Winter US Open (SCY)
13	2:06.22	Anthony Pineiro	Yes	15	200 BK LCM	FG	Eagle Aquatics	2023 Junior World Champs	2024 Summer Juniors (LCM)
14	2:06.26	Paul Moody		15	200 BK LCM	LE	Great Waves Aquatics	2024 TYR Pro Swim Series - Westmont	2024 Winter US Open (SCY)
15	2:06.45	Kyle Burk		15	200 BK LCM	MA	Kennett & Jennersville Area YMCA	2024 FL YMCA National Long Course Swimming Championships	2024 Winter US Open (SCY)
16	2:07.03	Trevor Green		15	200 BK LCM	MR	Three Village Swim Club	2024 MR LIAC Spring Kickoff Invitational	2024 Winter Juniors (SCY)
17	2:07.07	Boone Wilcox		15	200 BK LCM	KY	Lakeside Swim Team	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Winter Juniors (SCY)
18	2:07.10	Luka Mijatovic		15	200 BK LCM	PC	Pleasanton Seahawks	2024 PC Superleague Summer LC Finals hosted by SRN	2024 Winter Juniors (SCY)
19	2:07.13	Mikko Kuittinen		15	200 BK LCM	CT	Ridgefield Aquatic Club	2024 NJ EEX JSM Summer Sizzle XXXII	2024 Winter Juniors (SCY)
20	2:07.14	Jonathan Packles		15	200 BK LCM	MR	Asphalt Green Unified Aquatics	2024 Futures Championships - Austin	2024 Winter Juniors (SCY)
21	2:07.32	Luke Vatev		15	200 BK LCM	IL	Hornet Age Group Swim Club	2024 IL CZ North Section Summer Championships	2024 Winter Juniors (SCY)
22	2:07.44	Charlie Begin		15	200 BK LCM	PV	Rockville Montgomery Swim Club	2024 FL NCSA Swimming Championships	2024 Winter Juniors (SCY)
23	2:07.50	Ben Liang		15	200 BK LCM	ST	Nitro Swimming	2024 ST TXLA 11 & Over Long Course Kick Off	2024 Winter Juniors (SCY)
24	2:07.68	Evan VanVelzor		15	200 BK LCM	CT	Wilton Y Wahoos Swim Club	2024 FL YMCA National Long Course Swimming Championships	2024 Winter Juniors (SCY)
25	2:07.79	Ewan Dalrymple		15	200 BK LCM	SC	Columbia Swimming	2024 Futures Championships - Richmond	2024 Winter Juniors (SCY)
26	2:07.83	Brody Reber		15	200 BK LCM	MA	Lancaster Aquatic Club	2024 MA KA Middle Atlantic Swimming Senior Long Course Championships	2024 Winter Juniors (SCY)
27	2:07.87	Jack Murphy		15	200 BK LCM	IL	Academy Bullets Swim Club	2024 IN NCSA Summer Swimming Championships	2024 Winter Juniors (SCY)
28	2:08.04	Grady Bell		15	200 BK LCM	ST	Nitro Swimming	2024 ST TXLA SZ LC Sectional Champs	2024 Winter Juniors (SCY)
29	2:08.07	Maksim Nazarov		15	200 BK LCM	CA	Sandpipers Of Nevada	2024 CA SCS/BREA Summer A/G Championships	2024 Winter Juniors (SCY)
30	2:08.09	Joseph Campagnola		15	200 BK LCM	FL	West Florida Lightning Aquatic	2024 FL SZSS Summer Championships	2024 Winter Juniors (SCY)
31	2:08.10	Ian Foulk		15	200 BK LCM	FL	Bolles School Sharks	2024 FL Summer Senior Championships	2024 Winter Juniors (SCY)
32	2:08.14	Trent Allen		15	200 BK LCM	IN	Carmel Swim Club	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Winter Juniors (SCY)
33	2:08.15	Gerhardt Hoover		15	200 BK LCM	NE	Commonwealth Swimming	2024 AZ Speedo Sectionals	2024 Winter Juniors (SCY)
33	2:08.15	Tim Wu		15	200 BK LCM	PC	Pleasanton Seahawks	2024 PC Superleague Summer LC Finals hosted by SRN	2024 Winter Juniors (SCY)
35	2:08.19	Brady Holubar		15	200 BK LCM	AZ	Desert Foothills Aquatics	2024 AZ AZSI LC Senior State Championship @NEP	2024 Winter Juniors (SCY)
36	2:08.38	Liam Smith		15	200 BK LCM	MI	Greater Kalamazoo Crocs	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Futures (LCM)
37	2:08.41	Jackson Pyle		15	200 BK LCM	IN	Summit City Aquatics	2024 18 & Under Spring Cup - Elkhart	2024 Futures (LCM)
38	2:08.46	Parker Knapp		15	200 BK LCM	VA	Tide Swimming	2024 Futures Championships - Richmond	2025 Futures (LCM)
39	2:08.48	Sam Campbell		15	200 BK LCM	MI	Club Wolverine	2024 MI OLY Swimming Michigan Open	2024 Futures (LCM)
40	2:08.59	Ethan Meeker		15	200 BK LCM	GA	SwimAtlanta	2024 GA Atlanta Classic	2024 Futures (LCM)
41	2:08.67	Drew Sito		15	200 BK LCM	NC	New Wave Swim Team	2024 FL Last Splash Invitational	2025 Futures (LCM)
42	2:08.76	Breck Boyd		15	200 BK LCM	CO	Avon Swim Club	2024 WRS Speedo Sectionals -- Federal Way	2024 Futures (LCM)
43	2:08.85	Owen Stauffer		15	200 BK LCM	PN	Issaquah Swim Team	2024 CAN Mel Zajac Jr International	2025 Futures (LCM)
44	2:08.94	Colt Chaires		15	200 BK LCM	NC	North Carolina Aquatic Club	2024 NC STAR ESSZ Spg SR Sectionals	2024 Futures (LCM)
45	2:09.01	Jude Hill		15	200 BK LCM	WI	Schroeder YMCA Swim Team	2024 WI 13 &O LC STATE CHAMPIONSHIPS	2025 Futures (LCM)
46	2:09.04	Velizar Filipov		15	200 BK LCM	IL	FMC Aquatic	2024 Indy May Cup	2024 Futures (LCM)
47	2:09.12	Max Stewart		15	200 BK LCM	CA	Irvine Novaquatics	2024 CA Speedo Grand Challenge hosted by NOVA	2024 Futures (LCM)
48	2:09.19	Jackson Kroh		15	200 BK LCM	NC	SwimMAC Carolina	2024 NC SGSA 68th Annual Eastern Invitational	2025 Futures (LCM)
48	2:09.19	Liam Carrington	Yes	15	200 BK LCM	FL	Bolles School Sharks	2023 OH Speedo Winter Jr East Long Course Time Trial	2024 Futures (LCM)
50	2:09.25	Christian Shenk		15	200 BK LCM	MA	South Jersey Aquatic Club	2024 Futures Championships - Richmond	2025 Futures (LCM)
51	2:09.27	Carson Phifer		15	200 BK LCM	CA	Sandpipers Of Nevada	2024 CA SCS/BREA Summer A/G Championships	2025 Futures (LCM)
52	2:09.50	Kealan Tupper		15	200 BK LCM	PC	Pleasanton Seahawks	2024 PC Summer Far Western Championships	2025 Futures (LCM)
53	2:09.78	Dillon Albertyn	Yes	15	200 BK LCM	OZ	Seahawks Swim club	2024 MV CSC SPEEDO SPRING SECTIONALS AT COLUMBIA	2024 Futures (LCM)
54	2:10.08	Quinn Caputo		15	200 BK LCM	PV	Nation's Capital Swim Club	2024 Futures Championships - Richmond	2025 Futures (LCM)
54	2:10.08	Jonah Ruhl		15	200 BK LCM	NT	Academy of Texas Aquatic Champions	2024 NT MTRO American Long Course	2025 Futures (LCM)
56	2:10.09	Joey Sudermann		15	200 BK LCM	CO	Univ of Denver Hilltoppers	2024 WRS Speedo Sectionals -- Federal Way	2024 Futures (LCM)
57	2:10.10	Jacob Clark		15	200 BK LCM	NC	North Carolina Aquatic Club	2024 IN NCSA Summer Swimming Championships	2025 Futures (LCM)
58	2:10.21	Cullen McGraw		15	200 BK LCM	MA	Chambersburg Chargers	2024 FL YMCA National Long Course Swimming Championships	2025 Futures (LCM)
58	2:10.21	Derek Ho		15	200 BK LCM	SI	Rancho San Dieguito	2024 Futures Championships - Sacramento	2025 Futures (LCM)
60	2:10.24	Jaime Hong		15	200 BK LCM	LE	Lakeshore Swim Club	2024 LE Sr Champs 24	2024 Futures (LCM)
61	2:10.25	Jaden Lee		15	200 BK LCM	NJ	StreamLine Aquatics Club	2024 NJ SCAR TYR LC Winter Invitational	2024 Futures (LCM)
62	2:10.28	Kyle Tsuei		15	200 BK LCM	CA	Trident Swim Club	2024 CA SCS/BREA Summer A/G Championships	2025 Futures (LCM)
63	2:10.30	Jonathon Packard		15	200 BK LCM	CT	Greenwich YWCA Dolphins Swm Tm	2024 IN NCSA Summer Swimming Championships	2025 Futures (LCM)
