Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	2:08.91	Leah Hayes		16	200 IM LCM	IL	Fox Valley Park District Riptides	2022 World Champs	2023 Summer Nationals (LCM)
2	2:14.12	Campbell Chase		16	200 IM LCM	NT	COR Swimming	2022 IN NCSA Summer Swimming Championships2	2023 Summer Nationals (LCM)
3	2:14.36	Gracie Weyant		16	200 IM LCM	FL	Sarasota Sharks	2022 Jr Pan Pacific Swimming Championships	2023 Summer Nationals (LCM)
4	2:14.93	Emily Brown		16	200 IM LCM	OHO	Dublin Community Swim Team	2022 Speedo Junior National Ch	2023 Summer Nationals (LCM)
5	2:15.63	Emily Thompson		16	200 IM LCM	NJ	Greater Somerset County YMCA Storm	2022 Phillips 66 International Team Trials	2023 Summer Nationals (LCM)
6	2:15.76	Katie Christopherson		16	200 IM LCM	GA	SwimAtlanta	2022 Phillips 66 International Team Trials	2023 Summer Nationals (LCM)
7	2:16.57	Payton Foster		16	200 IM LCM	CT	Chelsea Piers Aquatic Club	2022 IN NCSA Summer Swimming Championship	2023 Summer Nationals (LCM)
8	2:16.93	Bella Sims		16	200 IM LCM	CA	Sandpipers Of Nevada	2022 Phillips 66 International Team Trials	2022 Summer Nationals (LCM)
8	2:16.93	Lily Christianson		16	200 IM LCM	IN	Irish Aquatics	2022 IN Senior LCM Championships	2022 Summer Nationals (LCM)
10	2:16.98	Keelan Cotter		16	200 IM LCM	NC	TAC Titans	2022 NC ESSZ Summer Sectionals	2022 Summer Nationals (LCM)
11	2:17.38	Anna Moesch		16	200 IM LCM	NJ	Greater Somerset County YMCA Storm	2022 NC AP LC YMCA Nationals	2022 Winter US Open (LCM)
12	2:17.45	Piper Enge		16	200 IM LCM	PN	Bellevue Club Swim Team	2022 PC SCSC Futures West	2022 Winter US Open (LCM)
13	2:17.47	Katie Grimes		16	200 IM LCM	CA	Sandpipers Of Nevada	2022 CA TRA LCM Opener	2022 Summer Nationals (LCM)
14	2:17.56	Camden Doane		16	200 IM LCM	PN	King Aquatic Club	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
15	2:17.63	Lucy Thomas		16	200 IM LCM	WI	Elmbrook Swim Club	2022 MN USAS Speedo Meet	2022 Summer Nationals (LCM)
16	2:18.22	Eleanor Sun		16	200 IM LCM	PV	Nation's Capital Swim Club	2021 Toyota US Open Championship	2022 Winter US Open (LCM)
17	2:18.24	Maggie Wanezek		16	200 IM LCM	WI	Elmbrook Swim Club	2022 MN USAS Speedo Meet	2022 Winter US Open (LCM)
18	2:18.26	Sofia Plaza		16	200 IM LCM	NC	SwimMAC Carolina	2022 NC ESSZ Summer Sectionals	2022 Winter US Open (LCM)
19	2:18.41	Elle Noecker		16	200 IM LCM	NI	Town Wreckers Swim Team	2022 NI LSC Long Course Championships	2022 Winter US Open (LCM)
20	2:18.64	Addison Sauickie		16	200 IM LCM	FL	Sarasota Sharks	2022 FL Shark Open	2022 Winter US Open (LCM)
21	2:18.65	Lainey Mullins		16	200 IM LCM	MA	Suburban Seahawks Club	2022 MA JW Summer Solstice	2022 Winter US Open (LCM)
22	2:18.93	Levenia Sim	Yes	16	200 IM LCM	SE	TNT Swimming	2022 IN NCSA Summer Swimming Championships2	2022 Winter US Open (LCM)
23	2:19.28	Vivian Wilson		16	200 IM LCM	IN	Carmel Swim Club	2022 IN NAT Indy Spring Cup	2022 Winter US Open (LCM)
24	2:19.42	Stella Chapman		16	200 IM LCM	MI	Club Wolverine	2022 Futures - Cary	2022 Winter US Open (LCM)
25	2:19.58	Asia Kozan		16	200 IM LCM	CA	Unattached	2022 TYR Pro Swim Series - Mis	2022 Winter US Open (LCM)
26	2:19.67	Olivia Swalley		16	200 IM LCM	IA	Central Iowa Aquatics	2022 IN NAT Indy Spring Cup	2022 Winter US Open (LCM)
27	2:19.71	Hayden Penny		16	200 IM LCM	SC	Y-Spartaquatics Swim Club	2022 NC AP LC YMCA Nationals	2022 Winter US Open (LCM)
28	2:19.87	Erin Gemmell		16	200 IM LCM	PV	Nation's Capital Swim Club	2021 Toyota US Open Championship	2022 Winter US Open (LCM)
29	2:20.17	Addison Reese		16	200 IM LCM	FL	Laker Swim	2022 FL SZ South Sectionals Championships	2022 Winter US Open (LCM)
30	2:20.25	Grey Davis		16	200 IM LCM	VA	Cavalier Aquatics/Piedmont Family YMCA	2022 VA LC Senior Champs	2022 Winter US Open (LCM)
31	2:20.45	Emily Kitayama		16	200 IM LCM	ST	Alamo Area Aquatic Association	2022 ST TXLA Speedo Southern Sectionals	2023 Summer Juniors (LCM)
31	2:20.45	Julia Huffmaster		16	200 IM LCM	MT	Bozeman Barracudas Swim Team	2022 OR Speedo Sectionals - Mt Hood	2023 Summer Juniors (LCM)
33	2:20.58	Lexi Stephens		16	200 IM LCM	VA	Poseidon Swimming Inc	2022 VA LC Senior Champs	2023 Summer Juniors (LCM)
34	2:20.59	Carli Cronk		16	200 IM LCM	ST	Alamo Area Aquatic Association	2022 ST TXLA Speedo Southern Sectionals	2023 Summer Juniors (LCM)
34	2:20.59	Kayman Neal		16	200 IM LCM	NC	SwimMAC Carolina	2022 NC ESSZ Summer Sectionals	2022 Summer Juniors (LCM)
36	2:20.67	Ivy Monk		16	200 IM LCM	NC	SwimMAC Carolina	2022 NC ESSZ Summer Sectionals	2023 Summer Juniors (LCM)
37	2:20.70	Caroline Larsen		16	200 IM LCM	MN	Foxjets Swim Team	2022 TT Speedo Junior National Ch	2023 Summer Juniors (LCM)
38	2:20.71	Hojung Yoon	Yes	16	200 IM LCM	CA	Rose Bowl Aquatics	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
39	2:20.77	Chloe Diner		16	200 IM LCM	IL	Academy Bullets Swim Club	2022 IN NCSA Summer Swimming Championship	2023 Summer Juniors (LCM)
40	2:20.79	Marie Landreneau		16	200 IM LCM	LA	City Of Lafayette Aquatics	2022 IN NCSA Summer Swimming Championship	2023 Summer Juniors (LCM)
41	2:20.83	Lauren Bernardo		16	200 IM LCM	NC	SwimMAC Carolina	2022 Futures - Cary	2023 Summer Juniors (LCM)
42	2:21.01	Avery Stein		16	200 IM LCM	IN	Fishers Area Swimming Tigers	2022 IN Senior LCM Championships	2022 Winter Juniors (SCY)
43	2:21.05	Ella Smoker		16	200 IM LCM	GU	Cypress Fairbanks Swim Club	2022 ST TXLA Speedo Southern Sectionals	2022 Winter Juniors (SCY)
44	2:21.06	Emma Sayers		16	200 IM LCM	AZ	Unattached	2022 Futures Championships - C	2022 Winter Juniors (SCY)
45	2:21.17	Karina Kanary		16	200 IM LCM	ST	Longhorn Aquatics	2022 GU Texas Senior Circuit 3	2022 Winter Juniors (SCY)
