Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	57.59	Alex Shackell		16	100 FL LCM	IN	Carmel Swim Club	2023 Phillips 66 National Championships	2024 Olympic Trials
2	57.86	Summer McIntosh	Yes	16	100 FL LCM	FL	Sarasota Sharks	2023 GA Speedo Atlanta Classic	2024 Olympic Trials
3	58.07	Leah Shackley		16	100 FL LCM	AM	Blair Regional YMCA	2023 WV CM Renee McCutchan Long Course Invite	2024 Olympic Trials
4	59.20	Annie Jia		16	100 FL LCM	MA	Upper Dublin Aquatic Club	2023 Speedo Junior National Championships	2024 Olympic Trials
5	59.51	Erika Pelaez		16	100 FL LCM	FG	Eagle Aquatics	2022 Toyota US Open	2024 Olympic Trials
6	1:00.53	Ella Jablonski		16	100 FL LCM	PN	Seattle Metropolitan Aquatic Club	2023 TYR Pro Swim Series Westmont	2023 Winter US Open (LCM)
7	1:00.56	Millie Evans		16	100 FL LCM	OHO	Central Ohio Aquatics	2023 FL ISCA Summer Senior Blast	2024 Summer Nationals (LCM)
8	1:00.66	Chloe Stinson		16	100 FL LCM	CA	Mission Viejo Nadadores	2023 Speedo Junior National Championships	2024 Summer Nationals (LCM)
9	1:00.67	Charlotte Wilson		16	100 FL LCM	CO	Univ of Denver Hilltoppers	2023 TYR PSS Knoxville	2023 Winter US Open (LCM)
10	1:00.79	Levenia Sim	Yes	16	100 FL LCM	SE	TNT Swimming	2023 TYR PSS Knoxville	2023 Winter US Open (LCM)
11	1:00.82	Elle Scott		16	100 FL LCM	VA	NOVA of Virginia Aquatics, Inc	2023 Speedo Junior National Championships	2024 Summer Nationals (LCM)
11	1:00.82	Ella Detter		16	100 FL LCM	PC	Palo Alto Stanford Aquatics	2023 PC SCSC Superleague Summer LC Finals	2024 Summer Nationals (LCM)
13	1:00.86	Jada Duncan		16	100 FL LCM	SN	Wolverine Aquatics	2023 Futures - Sacramento, CA	2024 Summer Nationals (LCM)
14	1:00.97	Applejean Gwinn	Yes	16	100 FL LCM	CA	Sandpipers Of Nevada	2023 Futures - Sacramento, CA	2023 Winter US Open (LCM)
15	1:01.01	Zara Masud		16	100 FL LCM	CA	Aquazot Swim Club	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
16	1:01.09	Davina Huang		16	100 FL LCM	PC	Santa Clara Swim Club	2023 Futures - Sacramento, CA	2023 Winter US Open (LCM)
17	1:01.10	Becky Rentz		16	100 FL LCM	IL	Academy Bullets Swim Club	2023 IN NCSA Summer Swimming Championships	2023 Winter US Open (LCM)
18	1:01.12	Samantha Chan		16	100 FL LCM	SE	Huntsville Swim Association	2023 IN NCSA Summer Swimming Championships	2023 Winter US Open (LCM)
19	1:01.26	Montse Spielmann	Yes	16	100 FL LCM	ST	Alamo Area Aquatic Association	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
20	1:01.33	Lillian Nesty		16	100 FL LCM	FL	Gator Swim Club	2023 FL Summer Senior Championships	2023 Winter US Open (LCM)
21	1:01.36	Grace Rabb		16	100 FL LCM	MN	Aquajets Swim Team	2023 IA Speedo Section Summer Champs CZ North	2023 Winter US Open (LCM)
