Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	2:06.99	Audrey Derivaux		16	200 BK LCM	MA	Jersey Wahoos	2025 World Junior Champs	2025 Winter US Open (LCM)
2	2:10.18	Sadie Buckley		16	200 BK LCM	PV	Nation's Capital Swim Club	2025 Futures Championships - Greensboro	2025 Winter US Open (LCM)
3	2:12.83	Alyssa Sagle		16	200 BK LCM	PV	Nation's Capital Swim Club	2025 GBR AP Race London International	2025 Summer Nationals (LCM)
4	2:13.61	Ines Arnall		16	200 BK LCM	MR	Westchester Aquatic Club	2025 Futures Championships - Greensboro	2025 Winter US Open (LCM)
5	2:14.03	Sydney Schoeck		16	200 BK LCM	OZ	CSP Tideriders	2025 Toyota National Championships	2025 Winter US Open (LCM)
6	2:14.07	Rowyn Wilber		16	200 BK LCM	CC	Clovis Swim Club	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
7	2:14.75	Zara Kocak		16	200 BK LCM	SE	Excel Aquatics	2025 SE XCEL Firecracker Invitational	2025 Winter US Open (LCM)
8	2:15.56	Emma Young		16	200 BK LCM	PV	Nation's Capital Swim Club	2025 Futures Championships - Greensboro	2025 Winter US Open (LCM)
9	2:15.75	Sloane Whelehan		16	200 BK LCM	NC	TAC Titans	2025 Futures Championships - Greensboro	2025 Winter US Open (LCM)
10	2:15.86	Rachel Ritter		16	200 BK LCM	SD	Sioux Falls Swim Team	2025 Futures Championships - Madison	2025 Winter US Open (LCM)
11	2:16.09	Alba Arnall		16	200 BK LCM	MR	Westchester Aquatic Club	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Winter US Open (LCM)
12	2:16.20	Hannah Wilson		16	200 BK LCM	NJ	Madison Area YMCA Mariners	2025 Futures Championships - Ocala	2025 Winter US Open (LCM)
13	2:16.64	Nola Meekins		16	200 BK LCM	NC	TAC Titans	2025 Futures Championships - Greensboro	2025 Winter US Open (LCM)
14	2:16.90	Samantha Villacis		16	200 BK LCM	NJ	Peddie Aquatic Association	2025 NJ 2025 LC Gold Championships	2025 Winter US Open (LCM)
15	2:17.04	Charlotte Qualley		16	200 BK LCM	IA	Waukee Waves	2025 MN UOFM CZ North Speedo Sectionals	2025 Summer Juniors (LCM)
16	2:17.07	Sutton Forbis		16	200 BK LCM	PN	Bellevue Club Swim Team	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
17	2:17.23	Maddie Thornton		16	200 BK LCM	OR	Bend Swim Club	2025 OR Howard Jones Open	2025 Summer Juniors (LCM)
18	2:17.49	Julia Rommel		16	200 BK LCM	MD	North Baltimore Aquatic Club	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Summer Juniors (LCM)
18	2:17.49	Sid Johnson		16	200 BK LCM	VA	Stingrays Swim Team	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
20	2:17.61	Emily Wolf		16	200 BK LCM	IN	Fishers Area Swimming Tigers	2025 IN Central Zone Speedo Sectional 2025	2025 Summer Juniors (LCM)
21	2:17.63	Kate Fetters		16	200 BK LCM	IN	Fort Wayne Swim Team	2025 IN Indy Summer Cup	2025 Summer Juniors (LCM)
22	2:17.69	Nora McCarthy		16	200 BK LCM	PN	Seattle Metropolitan Aquatic Club	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
23	2:17.77	Grayson Brewster		16	200 BK LCM	NC	Mecklenburg Swim Association	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
24	2:18.03	Karrington Hansen		16	200 BK LCM	FL	Saint Petersburg Aquatics	2025 FL Southern Zone South Sectional Championships	2025 Summer Juniors (LCM)
25	2:18.06	Brooke Frushour		16	200 BK LCM	ST	Nitro Swimming	2025 FL FAST Independence Invitational	2025 Summer Juniors (LCM)
26	2:18.29	Madison Schmitz		16	200 BK LCM	NC	Marlins Of Raleigh	2025 NC NCS LC Senior Championships	2025 Summer Juniors (LCM)
27	2:18.30	Kate Guenther		16	200 BK LCM	NC	Aquatic Team Of Mecklenburg	2025 NC EAC Independence Invitational	2025 Summer Juniors (LCM)
27	2:18.30	Emma Cigna		16	200 BK LCM	PV	Nation's Capital Swim Club	2025 VA NOVA LC Winter Invitational	2025 Summer Juniors (LCM)
29	2:18.50	Sophia Floyd		16	200 BK LCM	IN	Carmel Swim Club	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
30	2:18.58	Annabelle Nawrocki		16	200 BK LCM	IL	Academy Bullets Swim Club	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
31	2:18.59	Jillian Wiersema		16	200 BK LCM	VA	H2okie Aquatics	2025 Futures Championships - Greensboro	2025 Summer Juniors (LCM)
32	2:18.69	Emily Connors		16	200 BK LCM	NC	SwimMAC Carolina	2025 IN Central Zone Speedo Sectional 2025	2025 Summer Juniors (LCM)
33	2:18.82	Margot Levesque		16	200 BK LCM	NE	Bluefish Swim Club	2025 Futures Championships - Madison	2025 Summer Juniors (LCM)
34	2:18.85	Amelia Gipson		16	200 BK LCM	MA	Germantown Academy Aquatic Club	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
35	2:18.97	Paige Burkey		16	200 BK LCM	OHO	Greater Toledo Aquatic Club	2025 Futures Championships - Madison	2025 Summer Juniors (LCM)
36	2:19.04	Noel Rice		16	200 BK LCM	OZ	CSP Tideriders	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
37	2:19.08	Maggie Wright		16	200 BK LCM	VA	Old Dominion Aquatic Club	2025 NC GSA Eastern Invitational	2025 Summer Juniors (LCM)
38	2:19.10	Ella Busquets		16	200 BK LCM	PC	Diablo Aquatics	2025 SN Summer Sanders LCM Meet	2025 Summer Juniors (LCM)
39	2:19.13	Farrah Klein		16	200 BK LCM	MR	Team Suffolk	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Summer Juniors (LCM)
40	2:19.35	Lila Sherman		16	200 BK LCM	PV	The Fish	2025 PV LC Open Championships	2025 Winter Juniors (SCY)
41	2:19.42	Karina Miller		16	200 BK LCM	IL	FMC Aquatic	2025 MN UOFM CZ North Speedo Sectionals	2025 Winter Juniors (SCY)
42	2:19.51	Olivia White		16	200 BK LCM	NC	Mecklenburg Swim Association	2025 Futures Championships - Greensboro	2025 Winter Juniors (SCY)
43	2:19.66	Emily Schneider		16	200 BK LCM	SC	Team Greenville	2025 SE NCSA Summer Swimming Championships	AAAA
44	2:19.67	Cam Robertson		16	200 BK LCM	NC	Enfinity Aquatic Club	2025 NC EAC Independence Invitational	2025 Futures (LCM)
45	2:19.72	Jane Johnson		16	200 BK LCM	WI	Elmbrook Swim Club	2025 MN UOFM CZ North Speedo Sectionals	2025 Futures (LCM)
46	2:19.84	Romy Kirby		16	200 BK LCM	PC	Palo Alto Stanford Aquatics	2025 Futures Championships - Sacramento	AAAA
47	2:19.96	Sydney Wasylenky		16	200 BK LCM	CO	Univ of Denver Hilltoppers	2025 Speedo Junior National Championships	AAAA
48	2:20.08	Camryn Siegers		16	200 BK LCM	MI	Michigan Lakeshore Aquatics	2025 Futures Championships - Ocala	AAAA
49	2:20.09	Paige Downey		16	200 BK LCM	AZ	Gold Medal Swim Club	2025 AZ AZSI LC Senior State Championship @NEP	2025 Futures (LCM)
50	2:20.13	Faith Gorey		16	200 BK LCM	IN	Carmel Swim Club	2025 SE NAC Summer Sizzler	2025 Futures (LCM)
51	2:20.17	Millie Reddick		16	200 BK LCM	NC	Mecklenburg Swim Association	2025 NC SwimMAC Martha McKee Charlotte Open	2025 Futures (LCM)
52	2:20.44	Rachel Johnson		16	200 BK LCM	IL	Dundee Dolphins	2025 IL Illinois Swimming Summer Senior Championships	AAA
53	2:20.50	Adalyn Laughner		16	200 BK LCM	IN	Duneland Swim Club	2025 IN ISI Senior LC Champs	2025 Futures (LCM)
54	2:20.54	Ava Sugden		16	200 BK LCM	SE	Baylor Swim Club	2025 Futures Championships - Ocala	AAA
55	2:20.81	Ella Thorsen		16	200 BK LCM	OHO	Cincinnati Marlins	2025 OH CZ Speedo Sectional East	2025 Futures (LCM)
56	2:20.82	Abby Carnes		16	200 BK LCM	KY	Northern KY Clippers Swimming	2025 SE TNAQ Senior Summer Showdown	AAA
57	2:20.84	Taylor Klein		16	200 BK LCM	NC	Mecklenburg Swim Association	2024 NC MAC LC/SC Invite	2025 Futures (LCM)
58	2:20.95	Celia Francis		16	200 BK LCM	WI	Unattached	2025 WI LAKE WESTERN GREAT LAKES OPEN INVITATIONAL	2025 Futures (LCM)
59	2:20.97	Carson Broadbent		16	200 BK LCM	NC	TAC Titans	2025 NC NCS LC Senior Championships	2025 Futures (LCM)
60	2:21.01	Mia Devlin		16	200 BK LCM	MA	Wilmington Aquatic Club	2025 MA MASI LC Senior Championships CC	2025 Futures (LCM)
61	2:21.07	Ella Butcher		16	200 BK LCM	AR	Razorback Aquatic Club Aquahawgs	2025 MV Region VIII Speedo Summer Sectionals	2025 Futures (LCM)
62	2:21.08	Lindsay Forebaugh		16	200 BK LCM	IL	FMC Aquatic	2025 NT Duel in the Pool Invite	2025 Futures (LCM)
63	2:21.11	Ava Field		16	200 BK LCM	PN	King Aquatic Club	2025 PN SMAC Summer Classic Invitational	2025 Futures (LCM)
64	2:21.16	Andi Rutledge-Jukes		16	200 BK LCM	FL	Laker Swim	2025 FL RAFC Summer Solstice Invitational	2025 Futures (LCM)
