Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	16:34.86	Alex Siegel		15	1500 FR LCM	MR	Long Island Aquatic Club	2025 Toyota National Championships	2025 Winter US Open (LCM)
2	16:35.82	Brinkleigh Hansen		15	1500 FR LCM	FL	Saint Petersburg Aquatics	2025 Toyota National Championships	2025 Winter US Open (LCM)
3	16:37.99	Zayda Miehl		15	1500 FR LCM	OR	Corvallis Aquatic Team	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
4	16:38.64	Ellie Clarke		15	1500 FR LCM	IN	Carmel Swim Club	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Summer Nationals (LCM)
5	16:50.94	Clare Herfel		15	1500 FR LCM	KY	Northern KY Clippers Swimming	2025 SE TNAQ Senior Summer Showdown	2025 Winter US Open (LCM)
6	16:52.70	Madalyn Petty		15	1500 FR LCM	NT	Tyler Rose Aquatic Club	2025 Futures Championships - Ocala	2025 Winter US Open (LCM)
7	16:54.50	Jane Chevalier		15	1500 FR LCM	MR	Badger Swim Club,Inc.	2025 Toyota National Championships	2025 Winter US Open (LCM)
8	16:58.25	Sarah Zhang		15	1500 FR LCM	NE	Revolution Aquatic Club	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
9	17:04.76	Izzy Riva		15	1500 FR LCM	FL	Saint Petersburg Aquatics	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Winter US Open (LCM)
10	17:13.56	Alexa Largent		15	1500 FR LCM	AZ	Gold Medal Swim Club	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
11	17:16.11	Kaylee Dietrich		15	1500 FR LCM	NC	TAC Titans	2025 Futures Championships - Greensboro	2025 Summer Juniors (LCM)
12	17:17.21	Catherine Dorsey		15	1500 FR LCM	LE	Blazing Barracudas	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
13	17:18.61	Mila Rabinowitz		15	1500 FR LCM	PC	Lakeridge Swim Team	2025 CC WESTERN ZONE SENIOR CHAMPIONSHIPS	2025 Summer Juniors (LCM)
14	17:18.69	Sasha Karafin		15	1500 FR LCM	MR	Long Island Aquatic Club	2025 NJ SCAR Memorial Invite	2025 Summer Juniors (LCM)
15	17:19.83	Violet Rutter		15	1500 FR LCM	PC	Santa Clara Swim Club	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
16	17:21.16	Joy Cheng		15	1500 FR LCM	IL	Chicago Wolfpack Aquatic Club	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
17	17:21.44	Broughton Webb		15	1500 FR LCM	VA	Lynchburg YMCA Swim Team	2025 FL YMCA National Long Course Swimming Championships	2025 Winter Juniors (SCY)
18	17:23.54	Charlotte Duijser		15	1500 FR LCM	LE	Blazing Barracudas	2025 OH CZ Speedo Sectional East	2025 Summer Juniors (LCM)
19	17:23.74	Mckennah Greer		15	1500 FR LCM	NT	Lakeside Aquatic Club	2025 NT IRON Senior Qualifier	2025 Summer Juniors (LCM)
20	17:24.20	Ariel Kong	Yes	15	1500 FR LCM	NC	SwimMAC Carolina	2025 IN Central Zone Speedo Sectional 2025	2025 Summer Juniors (LCM)
