Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	2:12.15	Bella Sims		18	200 IM LCM	CA	Sandpipers Of Nevada	2023 Phillips 66 National Championships	2024 Olympic Trials
2	2:13.18	Caroline Bricker		18	200 IM LCM	CO	Pikes Peak Athletics	2023 Speedo Junior National Championships	2024 Olympic Trials
3	2:13.96	Camille Spink		18	200 IM LCM	PV	Nation's Capital Swim Club	2022 Toyota US Open	2024 Olympic Trials
4	2:14.07	Lucy Bell		18	200 IM LCM	PC	Alto Swim Club	2023 Phillips 66 National Championships	2024 Olympic Trials
5	2:14.37	Zoe Dixon		18	200 IM LCM	FL	University of Florida	2022 Toyota US Open	2024 Olympic Trials
6	2:15.41	Campbell Stoll		18	200 IM LCM	WI	Elmbrook Swim Club	2023 IA Speedo Section Summer Champs CZ North	2024 Olympic Trials
7	2:15.91	Kathryn Hazle	Yes	18	200 IM LCM	SI	North Coast Aquatics	Bell Canadian Swimming Trials 2023	2024 Olympic Trials
8	2:16.07	Hannah Bellard		18	200 IM LCM	MI	Club Wolverine	2023 Speedo Junior National Championships	2024 Olympic Trials
9	2:16.80	Claire Tuggle		18	200 IM LCM	CA	Arroyo Grande Aquatic Club	2023 CA Los Angeles Invite	2024 Summer Nationals (LCM)
10	2:16.83	Eleanor Sun		18	200 IM LCM	PV	Nation's Capital Swim Club	2023 PV AP MCSL Coaches LC Invitational	2024 Summer Nationals (LCM)
10	2:16.83	Sienna Karp		18	200 IM LCM	PV	All Star Aquatics	2023 PV FISH Derby	2023 Winter US Open (LCM)
12	2:17.38	Rye Ulett		18	200 IM LCM	KY	University of Louisville	2023 Indy Spring Cup - CAP REACHED	2023 Winter US Open (LCM)
13	2:17.61	Keelan Cotter		18	200 IM LCM	NC	TAC Titans	2023 Futures - Ocala	2024 Summer Nationals (LCM)
14	2:18.04	Katie McCarthy		18	200 IM LCM	MN	Edina Swim Club	2023 MN AQJT Summer Spectacular	2023 Winter US Open (LCM)
15	2:18.11	Julieta Tracy		18	200 IM LCM	IL	Chicago Wolfpack Aquatic Club	2023 IN NCSA Summer Swimming Championships	2023 Winter US Open (LCM)
16	2:18.13	Michaela Mattes		18	200 IM LCM	FL	Sarasota Sharks	2023 TYR Pro Swim Series Ft. Lauderdale	2023 Winter US Open (LCM)
17	2:18.25	Kaylin Herbet		18	200 IM LCM	FL	Blue Dolfins	2023 FL Summer Senior Championships	2023 Winter US Open (LCM)
18	2:18.30	Erin Gemmell		18	200 IM LCM	PV	Nation's Capital Swim Club	2023 VA EZ LC Speedo Super Sectional	2023 Winter US Open (LCM)
19	2:18.36	Ava Chavez		18	200 IM LCM	SN	Sierra Marlins Swim Team	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
20	2:18.37	Mary Macaulay		18	200 IM LCM	CO	Highlands Ranch Aquatics	2023 Futures Championships - San Antonio, TX - Cap Reached	2023 Winter US Open (LCM)
21	2:18.61	Katherine Adams		18	200 IM LCM	OR	Tualatin Hills Swim Club	2023 OR THSC SUMMER CLASSIC	2023 Winter US Open (LCM)
22	2:18.69	Zoe Skirboll		18	200 IM LCM	AM	Racer X Aquatics	2023 Phillips 66 National Championships	2023 Winter US Open (LCM)
23	2:18.80	Reese Tiltmann		18	200 IM LCM	WI	Elmbrook Swim Club	2023 Phillips 66 National Championships	2023 Winter US Open (LCM)
