name,age_from,age_to,time_from,time_to,improvement_seconds,improvement_percentage,rank_from,rank_to,foreign
Mary Elizabeth Cespedes,16,17,69.83,70.53,-0.7000000000000028,-1.0024344837462449,6,13,
Ruhee Chetan,16,17,75.9,74.47,1.4300000000000068,1.8840579710145016,140,119,
Margo Hauser,16,17,77.89,75.28999999999999,2.6000000000000085,3.3380408268070463,278,159,
Nadia Blackmore,16,17,80.02,75.71000000000001,4.309999999999988,5.386153461634577,472,179,
Alyssa Quick,16,17,76.14,75.81,0.3299999999999983,0.43341213553979285,156,190,
Cameron House,16,17,72.03,73.24,-1.2099999999999937,-1.6798556157156652,16,64,
Katelyn Lickfold,16,17,76.03999999999999,76.26,-0.22000000000001307,-0.28932140978434123,149,216,
Elena Pospishil,16,17,76.32,74.08,2.239999999999995,2.935010482180287,162,96,
Maggie Holland,16,17,77.81,78.49,-0.6799999999999926,-0.8739236601979086,274,395,
Teagan O'Dell,16,17,71.06,72.61,-1.5499999999999972,-2.1812552772305054,12,45,
Kristina Fleck,16,17,76.6,76.61,-0.010000000000005116,-0.013054830287212948,181,241,
Kaia Podlin,16,17,75.28999999999999,77.26,-1.970000000000013,-2.616549342542188,113,295,
Cecilia Howard,16,17,73.09,69.98,3.1099999999999994,4.255028047612532,42,8,
Sky Jones,16,17,79.2,79.22,-0.01999999999999602,-0.02525252525252023,384,460,
Peyton Ross,16,17,79.22,78.58,0.6400000000000006,0.8078767987881855,387,406,
Reese Heidenreich,16,17,79.16,79.44,-0.28000000000000114,-0.3537139969681672,380,480,
Sasha Garzon,16,17,80.13,77.42,2.7099999999999937,3.382004243104947,481,308,
Sophie Segerson,16,17,71.8,71.95,-0.15000000000000568,-0.20891364902507753,13,33,
Addison Wicklund,16,17,78.3,74.22,4.079999999999998,5.210727969348658,315,102,
Erika Pelaez,16,17,77.03999999999999,75.21000000000001,1.829999999999984,2.375389408099668,206,156,
Victoria Mordaunt,16,17,79.7,78.77,0.9300000000000068,1.1668757841907236,433,420,
Olivia Brown,16,17,79.66,77.26,2.3999999999999915,3.0128044187798038,427,295,
Nina Newton,16,17,76.53999999999999,74.37,2.1699999999999875,2.835118892082555,177,112,
Hayley Gregory,16,17,72.27,70.36,1.9099999999999966,2.6428670264286658,19,11,
Emma Fellman,16,17,73.5,72.61,0.8900000000000006,1.2108843537414973,55,45,
Katherine Sanders,16,17,72.71000000000001,72.67,0.04000000000000625,0.05501306560308933,29,48,
Sarah Anne Shaffer,16,17,74.93,73.96000000000001,0.9699999999999989,1.2945415721339901,100,88,
Ivy Monk,16,17,78.27,78.94,-0.6700000000000017,-0.8560112431327479,310,436,
Caroline Largen,16,17,72.86,73.81,-0.9500000000000028,-1.3038704364534763,36,81,
Aila Howson,16,17,74.19,74.55,-0.35999999999999943,-0.485240598463404,72,124,
Ellen Garritson,16,17,73.1,73.05,0.04999999999999716,0.06839945280437368,44,56,
Ana Flanagan,16,17,72.85,72.99,-0.14000000000000057,-0.19217570350034396,35,55,
Aly Yokoyama,16,17,78.07,78.83,-0.7600000000000051,-0.9734853336749137,292,425,
Sienna Hawbaker,16,17,78.91,78.15,0.7599999999999909,0.9631225446711328,366,363,
Caroline Larsen,16,17,73.06,71.76,1.2999999999999972,1.7793594306049783,40,27,
Ella Ackerman,16,17,77.08,75.17,1.9099999999999966,2.477944992215875,215,154,
Anna Doherty,16,17,75.48,76.53999999999999,-1.059999999999988,-1.404345521992565,122,232,
Arianna Zelen,16,17,72.67,72.11,0.5600000000000023,0.7706068528966593,27,38,
Aliana Marakovic,16,17,72.15,72.93,-0.7800000000000011,-1.0810810810810825,17,53,
Hadley Hayes,16,17,73.72,74.37,-0.6500000000000057,-0.8817145957677776,59,112,
Kaitlyn Otte,16,17,79.69,78.87,0.8199999999999932,1.0289873258878068,431,430,
Emily Volchansky,16,17,75.13,75.83,-0.7000000000000028,-0.9317183548515944,105,191,
Audrey Deras,16,17,76.71000000000001,73.45,3.260000000000005,4.249771868074573,186,69,
Hannah Marinovich,16,17,70.05,69.17,0.8799999999999955,1.2562455389007787,8,4,
Charlotte Headland,16,17,74.43,71.67,2.760000000000005,3.708182184602989,82,26,
Mariann Catalasan,16,17,80.23,78.39,1.8400000000000034,2.2934064564377454,495,388,
Miranda Han,16,17,80.17,78.53999999999999,1.6300000000000097,2.0331794935761627,486,403,
Claire Francis,16,17,79.1,79.27,-0.1700000000000017,-0.21491782553729674,374,466,
Ursula Ott,16,17,74.32,74.61,-0.29000000000000625,-0.3902045209903206,78,127,
Quin Mahler-Moreno,16,17,75.0,74.91,0.09000000000000341,0.12000000000000455,103,138,
Celia Canata,16,17,77.28,77.03,0.25,0.3234989648033126,226,267,
Sophia Marcukaitis,16,17,79.69,78.41,1.2800000000000011,1.6062241184590302,431,389,
Avishi Sinha,16,17,76.48,75.35,1.1300000000000097,1.4775104602510585,172,164,
Taylor Bennett,16,17,78.81,79.53999999999999,-0.7299999999999898,-0.9262783910671104,355,495,
Elle Scott,16,17,69.7,68.59,1.1099999999999994,1.5925394548063119,4,2,
Kennedy Anne Deveaux,16,17,76.56,76.31,0.25,0.32654127481713685,178,221,
Anna Bream,16,17,76.84,74.44,2.4000000000000057,3.123373243102558,196,117,
Kira Etheredge,16,17,77.07,76.23,0.8399999999999892,1.0899182561307763,213,214,
Zoe Davies,16,17,78.53999999999999,78.21000000000001,0.3299999999999841,0.4201680672268705,333,365,
Shannyn Lambert,16,17,77.3,77.8,-0.5,-0.646830530401035,231,334,
Lyla Elaydi,16,17,78.45,78.31,0.14000000000000057,0.17845761631612564,327,375,
Jenna Nave,16,17,77.92,78.45,-0.5300000000000011,-0.6801848049281328,282,391,
Julia Gregory,16,17,75.86,75.5,0.35999999999999943,0.4745583970471915,138,171,
Amber Chien,16,17,77.96000000000001,79.5,-1.539999999999992,-1.975371985633648,286,489,
Ella Jablonski,16,17,76.03999999999999,74.64,1.3999999999999915,1.841136244082051,149,131,
McKenna Smith,16,17,76.86,77.24,-0.37999999999999545,-0.4944054124381934,198,292,
Maya Voss,16,17,76.83,77.16,-0.3299999999999983,-0.4295197188598182,194,282,
Ruby Broadfoot,16,17,74.44,78.47,-4.030000000000001,-5.413756045137025,84,393,Yes
Savannah McVey,16,17,76.21000000000001,75.69,0.5200000000000102,0.6823251541792549,158,177,
Willa Hage,16,17,73.8,74.63,-0.8299999999999983,-1.124661246612464,62,129,
Chloe Chen,16,17,78.51,78.53,-0.01999999999999602,-0.025474461851988303,330,402,
Parker Mandacina,16,17,76.08,74.27,1.8100000000000023,2.379074658254472,153,106,
Rebekah Gurley,16,17,74.93,75.16,-0.22999999999998977,-0.30695315627918024,100,153,
Marissa Recio,16,17,77.03999999999999,79.49,-2.450000000000003,-3.1801661474558713,206,488,
Claire Mewbourne,16,17,78.9,77.75,1.1500000000000057,1.4575411913815026,364,330,
Nicole Byrnes Cortinas,16,17,73.09,73.05,0.04000000000000625,0.054727048843899645,42,56,
Elyse Wood,16,17,77.36,75.86,1.5,1.938986556359876,236,193,
Alyssa Osborn,16,17,77.62,75.74,1.8800000000000097,2.4220561710899378,256,182,
Shreya Kashyap,16,17,80.16,78.52,1.6400000000000006,2.045908183632735,484,399,
