name,age_from,age_to,time_from,time_to,improvement_seconds,improvement_percentage,rank_from,rank_to,foreign
Ariel Beltran,17,18,66.87,66.3,0.5700000000000074,0.8524001794526803,243,136,
Kaitlyn Estes,17,18,67.85,67.62,0.22999999999998977,0.33898305084744257,345,209,
Mychal Morabito,17,18,65.2,66.2,-1.0,-1.5337423312883436,104,128,
Haylee Hite,17,18,65.37,64.2,1.1700000000000017,1.7898118402937153,117,44,
Emma Welch,17,18,67.47,68.09,-0.6200000000000045,-0.9189269304876309,308,243,
Kate Reichner,17,18,68.61,69.26,-0.6500000000000057,-0.9473837632998188,444,333,
Elsie Bredbenner,17,18,67.1,67.19,-0.09000000000000341,-0.13412816691505725,267,178,
Isabella Pribonic,17,18,68.21000000000001,69.4,-1.1899999999999977,-1.744612226946192,392,340,
Sydney Holfelder,17,18,67.13,66.36,0.769999999999996,1.1470281543274186,272,140,
Maria Grishaeva,17,18,66.12,65.32,0.8000000000000114,1.209921355111935,174,82,
Leah Shackley,17,18,59.25,58.53,0.7199999999999989,1.2151898734177196,1,1,
Aubrey Simmons,17,18,63.87,65.33,-1.4600000000000009,-2.285893220604354,51,83,
Abby Uhl,17,18,67.08,66.41,0.6700000000000017,0.9988073941562339,261,143,
Melanie Quinto,17,18,67.08,64.78,2.299999999999997,3.42874180083482,261,62,
Kindsey Joyce,17,18,65.23,65.34,-0.10999999999999943,-0.16863406408094347,108,86,
Amelia Amadio,17,18,67.09,67.59,-0.5,-0.7452675510508272,264,206,
Addison Pavek,17,18,67.63,67.01,0.6199999999999903,0.9167529203016271,323,167,
Ava Easley,17,18,66.19,67.19,-1.0,-1.5108022359873094,181,178,
Sophia LaBarre,17,18,68.28999999999999,68.62,-0.3300000000000125,-0.4832332698784779,403,279,
Julia Ogren,17,18,67.74,66.28,1.4599999999999937,2.155299675228807,338,134,
Isabella Chow,17,18,65.3,66.85,-1.5499999999999972,-2.3736600306278675,112,159,
Ashley Kara,17,18,66.3,66.22,0.0799999999999983,0.1206636500754122,188,131,
Audrey Falkner Worgull,17,18,64.38,64.69,-0.3100000000000023,-0.48151599875738166,69,59,
Laura Stockinger,17,18,68.03,67.55,0.480000000000004,0.7055710715860708,370,201,
Ella Sears,17,18,67.27,66.21,1.0600000000000023,1.5757395570090715,291,130,
Maeve Eckerman,17,18,65.57,65.63,-0.060000000000002274,-0.09150526155254275,130,99,
Emily Hamill,17,18,62.34,62.35,-0.00999999999999801,-0.01604106512672122,20,12,
Charlotte Wilson,17,18,61.79,60.99,0.7999999999999972,1.2947078815342243,12,6,
Natalie Sierzanowski,17,18,68.18,69.23,-1.0499999999999972,-1.5400410677618028,387,330,
Lyla Roper,17,18,67.53,66.72,0.8100000000000023,1.199466903598404,314,155,
Hannah Green,17,18,67.05,67.93,-0.8800000000000097,-1.3124533929903202,258,232,
Sophia Pfannstiel,17,18,66.32,67.98,-1.6600000000000108,-2.5030156815440456,192,237,
Dani Carter,17,18,65.7,65.13,0.5700000000000074,0.8675799086758103,146,74,
Kamryn Meskill,17,18,63.49,64.15,-0.6600000000000037,-1.0395337848480133,38,42,
Addison Everage,17,18,66.34,64.85,1.490000000000009,2.246005426590306,198,65,
Teagan McEnroe,17,18,68.76,68.02,0.7400000000000091,1.0762070971495186,468,239,
Keegan Near,17,18,66.88,69.22,-2.3400000000000034,-3.4988038277512015,244,329,
Avery Luedke,17,18,64.34,62.97,1.3700000000000045,2.1293130245570477,68,21,
Lauryn Kounovsky,17,18,67.1,67.57,-0.46999999999999886,-0.7004470938897153,267,203,
Faith Leitel,17,18,67.46,68.39,-0.9300000000000068,-1.3785947227987059,305,259,
Kate Hotem,17,18,64.21,64.63,-0.4200000000000017,-0.6541037221616598,61,55,
Kennedy Lee,17,18,65.56,64.95,0.6099999999999994,0.9304453935326409,129,70,
Alli Straub,17,18,67.85,67.26,0.5899999999999892,0.8695652173912886,345,184,
Ella Warren,17,18,65.94,66.35,-0.4099999999999966,-0.6217773733697249,159,138,
Natalie Farquhar,17,18,62.68,65.29,-2.6100000000000065,-4.164007657945128,23,80,
Myra Cansler,17,18,68.4,68.44,-0.03999999999999204,-0.05847953216373104,421,262,
Anna Jorstad,17,18,68.94,69.61,-0.6700000000000017,-0.9718595880475802,485,357,
Genevieve George,17,18,67.04,66.23,0.8100000000000023,1.2082338902148004,257,132,
Tess Boyer,17,18,68.87,69.34,-0.46999999999999886,-0.6824451865834164,479,339,
Sophie Perry,17,18,67.42,67.1,0.3200000000000074,0.47463660634827554,303,174,
