Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	15:05.13	Aiden Hammer		17	1500 FR LCM	PN	King Aquatic Club	2025 Toyota National Championships	2025 Winter US Open (LCM)
2	15:15.08	Gabriel Manteufel		17	1500 FR LCM	CA	Sandpipers Of Nevada	2025 Toyota National Championships	2025 Winter US Open (LCM)
3	15:26.92	Whitaker Steward		17	1500 FR LCM	MV	Tsunami Swim Team of K.C.	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
4	15:28.50	Evan Gluck		17	1500 FR LCM	NT	COR Swimming	2025 SE NCSA Summer Swimming Championships	2025 Winter US Open (LCM)
5	15:35.38	James Darcy		17	1500 FR LCM	MR	Long Island Aquatic Club	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
6	15:38.26	William Siegel		17	1500 FR LCM	MR	Long Island Aquatic Club	2025 Toyota National Championships	2025 Winter US Open (LCM)
7	15:38.37	Noah Mudadu	Yes	17	1500 FR LCM	CA	Unattached	2025 AUS Australian Age and MC Age Championships	2025 Summer Nationals (LCM)
8	15:39.33	Ian Platts-Mills		17	1500 FR LCM	NC	North Carolina Aquatic Club	2025 Toyota National Championships	2025 Winter US Open (LCM)
9	15:47.17	Eli Rolfsen		17	1500 FR LCM	MI	Greater Kalamazoo Crocs	2025 IN Central Zone Speedo Sectional 2025	2025 Winter US Open (LCM)
10	15:48.97	Sam Hennenfent		17	1500 FR LCM	MV	Tsunami Swim Team of K.C.	2025 MV Region VIII Speedo Summer Sectionals	2025 Winter US Open (LCM)
11	15:49.38	Michael Powell		17	1500 FR LCM	PC	Ladera Oaks	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
12	15:53.46	Andrew Maksymowski		17	1500 FR LCM	CA	Irvine Novaquatics	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
13	15:53.80	Oliver Shao		17	1500 FR LCM	MR	Badger Swim Club,Inc.	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Summer Juniors (LCM)
14	15:54.83	Clay Magyar		17	1500 FR LCM	FL	Bolles School Sharks	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
15	15:55.18	Hudson Martz		17	1500 FR LCM	AZ	Scottsdale Aquatic Club	2025 OR SPEEDO SECTIONALS - MT HOOD	2025 Summer Juniors (LCM)
16	15:55.25	Colt Chaires		17	1500 FR LCM	NC	North Carolina Aquatic Club	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
17	15:56.61	Zach Tower		17	1500 FR LCM	CA	TSM Aquatics	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
18	15:56.74	Sam Marsteiner		17	1500 FR LCM	NC	New Wave Swim Team	2025 GBR AP Race London International	2025 Summer Juniors (LCM)
19	15:57.27	Ashton Joswiak		17	1500 FR LCM	AZ	Scottsdale Aquatic Club	2025 OR SPEEDO SECTIONALS - MT HOOD	2025 Summer Juniors (LCM)
20	15:57.71	Grant Pier		17	1500 FR LCM	CO	Univ of Denver Hilltoppers	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
21	15:58.59	Jonathan Payne		17	1500 FR LCM	VA	NOVA of Virginia Aquatics, Inc	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
22	15:58.84	Turner Mitten		17	1500 FR LCM	FL	Sarasota Sharks	2025 Futures Championships - Ocala	2025 Summer Juniors (LCM)
23	15:59.56	Max Stewart		17	1500 FR LCM	CA	Irvine Novaquatics	2025 CA Los Angeles Invite	2025 Summer Juniors (LCM)
24	16:01.53	Roman Dawson		17	1500 FR LCM	CC	Clovis Swim Club	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
25	16:03.62	Lukas Biller		17	1500 FR LCM	IN	Carmel Swim Club	2025 IN ISI Senior LC Champs	2025 Summer Juniors (LCM)
26	16:04.56	Jackson Debruin		17	1500 FR LCM	FL	Sarasota Sharks	2025 Futures Championships - Ocala	2025 Summer Juniors (LCM)
