Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	1:01.72	Ian Call		15	100 BR LCM	SE	Memphis Thunder Aquatic Club	2024 GA Hurricanes Long Course Invite	2025 Summer Nationals (LCM)
2	1:02.40	Shareef Elaydi		15	100 BR LCM	PC	Santa Clara Swim Club	2024 PC Superleague Summer LC Finals hosted by SRN	2025 Summer Nationals (LCM)
3	1:02.76	Andrew Eubanks		15	100 BR LCM	OR	The Dolphins Portland Swimming	2024 WRS Speedo Sectionals -- Federal Way	2024 Summer Nationals (LCM)
4	1:03.90	Peter Vu		15	100 BR LCM	CA	Irvine Novaquatics	2024 Speedo Summer Championships	2024 Winter US Open (SCY)
5	1:03.94	Jack Wroblewski		15	100 BR LCM	OR	Lake Oswego Swim Club	2024 WRS Speedo Sectionals -- Federal Way	2024 Winter US Open (SCY)
6	1:04.00	Matt Vatev		15	100 BR LCM	IL	Hornet Age Group Swim Club	2023 IA IFLY A3 Midwest Time Trials	2024 Winter US Open (SCY)
7	1:04.29	Jacob Bougaieff		15	100 BR LCM	GU	Dads Club Swim Team	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
8	1:04.39	Jordan Ragland		15	100 BR LCM	SN	Unattached	2024 TYR Pro Swim Series - San Antonio	2024 Winter US Open (SCY)
9	1:04.57	Isaac Carsel		15	100 BR LCM	SN	DART Swimming	2024 Futures Championships - Sacramento	2024 Winter US Open (SCY)
10	1:04.64	Calvin Schaper		15	100 BR LCM	NC	Carolina Aquatic Team	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
11	1:04.74	Elonzo Santos		15	100 BR LCM	CA	La Mirada Armada	2024 PC CA/NV Speedo Sectionals hosted by TCA	2024 Winter US Open (SCY)
12	1:05.05	Gerhardt Hoover		15	100 BR LCM	NE	Commonwealth Swimming	2024 AZ Speedo Sectionals	2024 Winter US Open (SCY)
13	1:05.08	Joseph Campagnola		15	100 BR LCM	FL	West Florida Lightning Aquatic	2024 FL Southern Zone South Sectional Championship	2024 Winter US Open (SCY)
14	1:05.09	Gabe Hardy		15	100 BR LCM	NC	Mecklenburg Swim Association	2024 SC TG Dash & Splash	2024 Winter US Open (SCY)
15	1:05.23	Noah Chen		15	100 BR LCM	IL	NASA Wildcat Aquatics	2024 WI LAKE WESTERN GREAT LAKES OPEN INVITATIONAL	2024 Winter US Open (SCY)
16	1:05.26	Max Laine		15	100 BR LCM	ST	Waterloo Swimming	2024 Futures Championships - Austin	2024 Winter US Open (SCY)
17	1:05.31	Evan Summers		15	100 BR LCM	MA	Nittany Lion Aquatic Club	2024 MA KA Middle Atlantic Swimming Senior Long Course Championships	2024 Winter Juniors (SCY)
17	1:05.31	Luc Dionne		15	100 BR LCM	PV	Nation's Capital Swim Club	2024 PV NCAP Elite Qualifier	2024 Winter Juniors (SCY)
19	1:05.52	Devon Bone	Yes	15	100 BR LCM	IL	NASA Wildcat Aquatics	2024 WI LAKE WESTERN GREAT LAKES OPEN INVITATIONAL	2024 Winter Juniors (SCY)
20	1:05.60	Luke Zardavets		15	100 BR LCM	FL	Planet Swim Aquatics	2024 FL SZSS Summer Championships	2024 Winter Juniors (SCY)
21	1:05.66	Aidan Collins		15	100 BR LCM	SN	DART Swimming	2024 Futures Championships - Sacramento	2024 Winter Juniors (SCY)
22	1:05.74	Charlie Wang		15	100 BR LCM	NT	Metroplex Aquatics	2024 NT MTRO American Long Course	2024 Winter Juniors (SCY)
23	1:05.81	Gavin Fu		15	100 BR LCM	SE	Excel Aquatics	2024 IN NCSA Summer Swimming Championships	2024 Winter Juniors (SCY)
24	1:05.91	Jackson Hartzler		15	100 BR LCM	GU	Cypress Fairbanks Swim Club	2024 IN ISI Duel in the Pool	2024 Winter Juniors (SCY)
25	1:05.92	Taylor Thongintra		15	100 BR LCM	CA	Aquazot Swim Club	2024 CA Speedo Grand Challenge hosted by NOVA	2024 Winter Juniors (SCY)
26	1:05.93	Joshua Wang		15	100 BR LCM	IL	RISE Aquatic Club	2024 FL NCSA Swimming Championships	2024 Winter Juniors (SCY)
27	1:05.97	Prakhanthi Rai	Yes	15	100 BR LCM	PC	Santa Clara Swim Club	2024 PC Summer Far Western Championships	2024 Winter Juniors (SCY)
28	1:05.99	Camden Cook		15	100 BR LCM	GA	SwimAtlanta	2024 GA Atlanta Classic	2024 Winter Juniors (SCY)
29	1:06.04	Xuanyou Zhou	Yes	15	100 BR LCM	CA	Irvine Novaquatics	2024 CA SCS/GWSC Summer A/G Championships	2025 Futures (LCM)
30	1:06.11	Josh Wilder		15	100 BR LCM	SC	Team Greenville	2024 IN NCSA Summer Swimming Championships	2025 Futures (LCM)
30	1:06.11	Anthony Dornoff		15	100 BR LCM	CA	La Mirada Armada	2024 CA FAST Jon Urbanchek Senior Invitational	2024 Futures (LCM)
32	1:06.13	Sebastian Tith		15	100 BR LCM	MA	Upper Main Line YMCA	2024 FL YMCA National Long Course Swimming Championships	2025 Futures (LCM)
33	1:06.17	Yi Zheng		15	100 BR LCM	IN	Carmel Swim Club	2024 Futures Championships - Huntsville	2025 Futures (LCM)
34	1:06.20	Juan Diego Leon	Yes	15	100 BR LCM	FG	TS Aquatics	2024 Futures Championships - Huntsville	2025 Futures (LCM)
35	1:06.31	Nikolas Petzold		15	100 BR LCM	GU	Unattached	2024 NT LAC Summer Senior Showdown	2025 Futures (LCM)
36	1:06.32	Connor Muran		15	100 BR LCM	OZ	Parkway Swim Club	2024 Futures Championships - Minneapolis - Time Trials	2025 Futures (LCM)
37	1:06.42	Issac Adanin		15	100 BR LCM	MI	Club Wolverine	2024 Futures Championships - Huntsville	2025 Futures (LCM)
38	1:06.43	Yury Kuzmenko		15	100 BR LCM	PC	Valley Splash	2024 PC Summer Far Western Championships	2025 Futures (LCM)
39	1:06.46	Raul Antadillas	Yes	15	100 BR LCM	FG	YMCA of South Florida	2024 MEX XXXVI CCCAN Championship	2025 Futures (LCM)
40	1:06.47	Edward Zhang		15	100 BR LCM	MI	Club Wolverine	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Futures (LCM)
41	1:06.48	Charlie McCuiston		15	100 BR LCM	MI	Atlantis Swimming	2024 OH CZ Speedo Sectional East	2025 Futures (LCM)
42	1:06.49	Collin Holgerson		15	100 BR LCM	GA	SwimAtlanta	2023 OH Speedo Winter Jr East Long Course Time Trial	2024 Futures (LCM)
43	1:06.62	Andrew Pham		15	100 BR LCM	PC	SUNN Swimming	2024 Futures Championships - Sacramento	2025 Futures (LCM)
44	1:06.64	Griffin Barents Froman		15	100 BR LCM	IN	Westfield Aquatics	2024 IN ISI Swimfest	2025 Futures (LCM)
44	1:06.64	Rostik Khilko		15	100 BR LCM	PC	Crow Canyon Sharks	2024 PC Summer Far Western Championships	2025 Futures (LCM)
46	1:06.69	Grady Bargfrede		15	100 BR LCM	MN	Rochester Swim Club	2024 Indy May Cup	2024 Futures (LCM)
47	1:06.71	Ryder Nichols		15	100 BR LCM	MI	Byron Center	2024 MI ULTRA State Championship	2025 Futures (LCM)
48	1:06.73	Matthew Ko		15	100 BR LCM	CA	Irvine Novaquatics	2023 CA Southern Pacific Sr Invite (LCM) hosted by TST/GWSC	2024 Futures (LCM)
49	1:06.79	Ryan Wanner		15	100 BR LCM	WI	Waukesha Express Swim Team	2024 WI 13 &O LC STATE CHAMPIONSHIPS	2025 Futures (LCM)
50	1:06.80	Nate Stebbins		15	100 BR LCM	MI	Birmingham 'Y' Blue Dolphins	2024 OH CZ Speedo Sectional East	2024 Futures (LCM)
50	1:06.80	Jacob Lee		15	100 BR LCM	PN	Bellevue Club Swim Team	2024 Futures Championships - Sacramento	2025 Futures (LCM)
52	1:06.81	Ting Yuk Cobi Wu	Yes	15	100 BR LCM	FL	Montverde Aquatic Club	2024 FL Southern Zone South Sectional Championship	2024 Futures (LCM)
53	1:06.83	Ryan McDonald		15	100 BR LCM	MR	Badger Swim Club,Inc.	2024 NJ SCAR TYR LC Winter Invitational	2024 Futures (LCM)
54	1:06.87	Andriy Badovych		15	100 BR LCM	MR	Freedom Aquatics	2024 FL ISCA Summer Senior Blast	2025 Futures (LCM)
55	1:06.88	Adam Wang	Yes	15	100 BR LCM	FL	Bolles School Sharks	2024 18 & Under Spring Cup - Fort Lauderdale	2024 Futures (LCM)
55	1:06.88	Alexander Zhao		15	100 BR LCM	PN	Bellevue Club Swim Team	2024 PN Senior Long Course Championships	2025 Futures (LCM)
57	1:06.91	JASON SUGIHARA		15	100 BR LCM	AZ	Swim Neptune	2024 CA SCS/RMDA Road to Paris	2024 Futures (LCM)
57	1:06.91	Bennett Bacon		15	100 BR LCM	MW	Club Husker	2024 MV CSC SPEEDO SPRING SECTIONALS AT COLUMBIA	2024 Futures (LCM)
