name,age_from,age_to,time_from,time_to,improvement_seconds,improvement_percentage,rank_from,rank_to,foreign
Avery May,15,16,272.7,276.96,-4.259999999999991,-1.562156215621559,99,253,
Sydney Marinello,15,16,282.63,281.15999999999997,1.4700000000000273,0.5201146375119511,364,392,
Riley Leach,15,16,278.02,270.16,7.859999999999957,2.827134738508006,218,111,
Alyssa Street,15,16,263.3,262.36,0.9399999999999977,0.3570072161033033,21,27,
Emily Sheldon,15,16,279.98,284.0,-4.019999999999982,-1.4358168440602834,271,494,
Alaira Hadford,15,16,286.59000000000003,280.32,6.270000000000039,2.187794410132956,494,357,
Nora Sherman,15,16,280.47,274.17,6.300000000000011,2.2462295432666637,290,174,
Samantha Wong,15,16,279.18,276.87,2.3100000000000023,0.8274231678487006,251,249,
Hannah Le,15,16,283.88,281.29,2.589999999999975,0.9123573340848158,404,400,
Natalie Holmes,15,16,277.82,276.61,1.2099999999999795,0.43553379886256555,213,242,
Penny Lazar,15,16,274.69,268.73,5.9599999999999795,2.169718591867188,138,91,
Lainey Blase,15,16,277.25,281.43,-4.180000000000007,-1.5076645626690737,197,403,
Gabriella Gonzalez,15,16,282.95,278.52,4.430000000000007,1.5656476409259612,372,293,
Anna Kuhel,15,16,281.96,274.93,7.029999999999973,2.4932614555255967,343,199,
Aliana Marakovic,15,16,265.8,266.25,-0.44999999999998863,-0.16930022573363004,34,64,
Mikaela Khan,15,16,279.40999999999997,274.89,4.519999999999982,1.6176944275437466,258,194,
Emma Sayers,15,16,275.85,271.71,4.140000000000043,1.5008156606851706,159,134,
Summer Taylor,15,16,284.34000000000003,279.44,4.900000000000034,1.7232890201871118,414,317,
Lillian Nesty,15,16,265.29,254.5,10.79000000000002,4.067247163481481,28,7,
Aoife Harkin,15,16,278.46,275.01,3.4499999999999886,1.2389571213100585,231,202,
Tatiana Dorrestein,15,16,282.14,282.27,-0.12999999999999545,-0.04607641596370435,348,432,
Kate Spraul,15,16,280.34000000000003,275.06,5.28000000000003,1.8834272668902152,281,204,
Sophie Phelps,15,16,271.72,270.57,1.150000000000034,0.4232297953776071,88,116,
Arianna Wertheim,15,16,275.12,267.05,8.069999999999993,2.9332654841523675,147,72,
Sianna Savarda,15,16,283.09000000000003,268.52,14.57000000000005,5.146773111024779,378,88,
Ella Roberson,15,16,267.31,268.53,-1.2199999999999704,-0.4563989375631179,44,89,
Katy Jost,15,16,280.95,273.34000000000003,7.609999999999957,2.708667022601871,307,161,
Amanda Barnard,15,16,264.53,263.87,0.6599999999999682,0.249499111631939,26,41,
Addison Mostofi,15,16,280.75,279.84000000000003,0.9099999999999682,0.3241317898486084,300,340,
Maddie Berg,15,16,273.81,276.18,-2.3700000000000045,-0.8655637120631112,120,228,
Phoebe McClaren,15,16,274.1,267.0,7.100000000000023,2.590295512586655,125,71,
Alex Milisavljevic,15,16,278.68,274.44,4.240000000000009,1.5214583034304612,238,181,
Lillie Sczech,15,16,285.08,282.46,2.6200000000000045,0.9190402693980653,452,444,
MaryAgnes Smith,15,16,280.51,280.75,-0.2400000000000091,-0.08555844711418813,292,369,
Cassidy Allison,15,16,281.55,280.08,1.4700000000000273,0.5221097496004359,330,349,
Claire Francis,15,16,279.07,276.14,2.930000000000007,1.0499157917368427,248,227,
Kayla Wright,15,16,281.83,274.26,7.569999999999993,2.686016392860942,338,178,
Charlie Scogna,15,16,280.02,280.0,0.01999999999998181,0.007142346975209561,272,345,
Lauren Putnam,15,16,268.25,262.39,5.860000000000014,2.1845293569431554,50,28,
Madi Camden,15,16,276.51,271.25,5.259999999999991,1.9022820151169906,184,129,
Caroline Cancelmo,15,16,273.49,282.42,-8.930000000000007,-3.2652016527112533,114,443,
Becky Rentz,15,16,283.61,279.76,3.8500000000000227,1.357497972567971,394,334,
