Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	1:58.75	Maximus Williamson		15	200 BK LCM	NT	North Texas Nadadores	2022 Phillips 66 International Team Trials	2022 Summer Nationals (LCM)
2	2:02.23	Ethan Ekk	Yes	15	200 BK LCM	FL	Area Tallahassee Aquatic Club	2022 NC Futures Championships Cary	2023 Summer Nationals (LCM)
3	2:03.29	Luke Ellis		15	200 BK LCM	CA	Sandpipers Of Nevada	2022 Futures - Santa Clara	2022 Winter US Open (LCM)
4	2:04.02	Kenneth Barnicle		15	200 BK LCM	NJ	Greater Somerset County YMCA Storm	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
5	2:04.40	ERIC Lee		15	200 BK LCM	NJ	Scarlet Aquatics	2021 Toyota US Open Championship	2022 Winter US Open (LCM)
6	2:04.83	Andrew Chou		15	200 BK LCM	SE	Atomic City Aquatic Club	2022 Futures - Cary	2022 Winter US Open (LCM)
7	2:05.40	Manoli Mountantonakis		15	200 BK LCM	MR	Long Island Aquatic Club	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
8	2:05.61	Owen Stevens		15	200 BK LCM	MI	West Michigan Swimmers	2022 NC Futures Championships Cary	2023 Summer Juniors (LCM)
9	2:05.93	Hayden Hakes		15	200 BK LCM	IA	Iowa Flyers Swim Club	2022 Futures - Minneapolis	2023 Summer Juniors (LCM)
10	2:06.38	Cameron Petitt		15	200 BK LCM	OHO	Buckeye Swim Club	2022 IN Spring Speedo Sectionals	2022 Summer Juniors (LCM)
11	2:06.56	Sean Green		15	200 BK LCM	MR	Long Island Aquatic Club	2022 MR TYR Senior LC Championships	2022 Summer Juniors (LCM)
12	2:06.61	Ethan Kosin		15	200 BK LCM	MN	South Metro Storm	2022 MN USAS Speedo Meet	2022 Summer Juniors (LCM)
13	2:06.79	Jack Behm		15	200 BK LCM	MA	Jersey Wahoos	2022 LE Futures Championships Geneva	2023 Summer Juniors (LCM)
14	2:07.01	Abhay Tharakan		15	200 BK LCM	NC	TAC Titans	2022 NC Futures Championships Cary	2022 Winter Juniors (SCY)
15	2:07.10	Tony Laurito		15	200 BK LCM	GU	Aquastar	2022 GU GULF Duel in the Pool	2022 Winter Juniors (SCY)
16	2:07.16	Christian Smith		15	200 BK LCM	NC	Marlins Of Raleigh	2022 Futures - Cary	2022 Winter Juniors (SCY)
17	2:07.18	Nathan Szobota		15	200 BK LCM	VA	NOVA of Virginia Aquatics, Inc	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
18	2:07.33	Noah Cakir		15	200 BK LCM	MR	Team Suffolk	2022 IN NCSA Summer Swimming Championships2	2022 Winter Juniors (SCY)
19	2:07.36	Luke Bucaro		15	200 BK LCM	IL	Barrington Swim Club	2022 Futures - Minneapolis	2022 Winter Juniors (SCY)
20	2:07.45	Nate Thomas		15	200 BK LCM	OZ	River City Aquatics	2022 MV Region VIII Speedo Summer Meet	2022 Winter Juniors (SCY)
21	2:07.70	Aaron Gordon		15	200 BK LCM	ST	Waterloo Swimming	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
22	2:07.74	Owen Tharrington		15	200 BK LCM	CT	Chelsea Piers Aquatic Club	2022 IN NCSA Summer Swimming Championship	2022 Winter Juniors (SCY)
23	2:07.77	Andy Roose		15	200 BK LCM	VA	Williamsburg Aquatic Club	2022 LE Futures Championships Geneva	2022 Winter Juniors (SCY)
24	2:07.89	Carter Lancaster		15	200 BK LCM	FL	Bolles School Sharks	2022 FL BSS TYR June Classic	2022 Winter Juniors (SCY)
25	2:08.13	Charlie Tracy		15	200 BK LCM	IL	Chicago Wolfpack Aquatic Club	2022 WI Central Zone Section 1	2022 Winter Juniors (SCY)
26	2:08.22	Aaron Mendoza		15	200 BK LCM	MR	Team Suffolk	2022 IN NCSA Summer Swimming Championships	2022 Winter Juniors (SCY)
27	2:08.24	Martin Perecinsky	Yes	15	200 BK LCM	MR	Hauppauge Athletic Association	2022 MR LIAC Summertime Classic Invitational	2022 Winter Juniors (SCY)
28	2:08.31	Eric Lambert		15	200 BK LCM	VA	NOVA of Virginia Aquatics, Inc	2022 VA EZ LC Speedo Super Sectional	2022 Futures (LCM)
29	2:08.38	David Kovacs		15	200 BK LCM	IN	Indiana Swim Club	2022 GU GULF Duel in the Pool	2022 Futures (LCM)
30	2:08.49	Duncan Henderson		15	200 BK LCM	NM	Beast Aquatics	2022 OR Speedo Sectionals - Mt Hood	2022 Futures (LCM)
31	2:08.70	Cooper McDonald		15	200 BK LCM	GA	Dynamo Swim Club	2022 SE Richard Quick Invitational	2022 Futures (LCM)
32	2:08.91	Jordan Mowad	Yes	15	200 BK LCM	NE	Bluefish Swim Club	2022 WI Central Zone Section 1	2022 Futures (LCM)
33	2:09.17	Grant Murphy		15	200 BK LCM	MD	Annapolis Swim Club	2022 LE Futures Championships Geneva	2023 Futures (LCM)
33	2:09.17	Norvin Clontz		15	200 BK LCM	NC	SwimMAC Carolina	2022 NC SwimMAC Martha McKee Meet	2022 Futures (LCM)
35	2:09.23	Wells Cloud		15	200 BK LCM	SC	City of Charleston Southern Marlins Racing Team	2022 FL ISCA Summer Senior Blast	2023 Futures (LCM)
36	2:09.26	Ryan Griffith		15	200 BK LCM	VA	Coast Guard Blue Dolphins	2022 IN NCSA Summer Swimming Championship	2023 Futures (LCM)
37	2:09.37	Quinn Nelson		15	200 BK LCM	AD	Schenectady-Saratoga Swim Club	2022 AM LC Eastern Zone SR Championship	2023 Futures (LCM)
38	2:09.43	Max Carlsen		15	200 BK LCM	CA	Las Vegas Swim Club	2022 SN Finals - Western Zone Senior Ch	2023 Futures (LCM)
39	2:09.49	Richard Poplawski		15	200 BK LCM	NJ	Scarlet Aquatics	2022 NJ BAC Jim Wood Memorial Invite	2022 Futures (LCM)
40	2:09.54	Aj Robinson		15	200 BK LCM	GU	Aggie Swim Club	2022 MS 14th Annual Splashin' the Coast	2022 Futures (LCM)
41	2:09.70	Tucker Bailey		15	200 BK LCM	KY	Cardinal Aquatics	2022 NC ESSZ Summer Sectionals	2023 Futures (LCM)
41	2:09.70	Patrick Ciorna		15	200 BK LCM	MD	Unattached	2022 LE Futures Championships Geneva	2023 Futures (LCM)
43	2:09.86	Julien Rousseau		15	200 BK LCM	SI	Pacific Swim	2022 SI LC AG CHAMPS	2023 Futures (LCM)
44	2:09.89	Alex Parent		15	200 BK LCM	NE	Bluefish Swim Club	2022 NE BGSC LCM Seniors	2022 Futures (LCM)
45	2:09.90	Jake McCoy		15	200 BK LCM	IE	Cougar Aquatics	2022 UT SUSA LC Time Trials	2022 Futures (LCM)
46	2:09.94	Tyler Bardak		15	200 BK LCM	IL	Unattached	2022 MN USAS Speedo Meet	2023 Futures (LCM)
47	2:09.97	Emile Haig		15	200 BK LCM	IN	Carmel Swim Club	2022 IN Spring Speedo Sectionals	2022 Futures (LCM)
47	2:09.97	Rayburn Kohl		15	200 BK LCM	IL	McGaw YMCA Swim Team	2022 NC AP LC YMCA Nationals	2022 Futures (LCM)
49	2:10.04	Jiarui Xue		15	200 BK LCM	MN	Aquajets Swim Team	2022 MN AQJT Aquajets Summer Invite	2022 Futures (LCM)
50	2:10.07	Cole Witmer		15	200 BK LCM	NC	NSEA Swim	2022 NC LC SR CHAMPS	2023 Futures (LCM)
50	2:10.07	Cooper Burt		15	200 BK LCM	OHO	Mako Swim Team	2022 OH Tim Meyers LC Senior Champs	2023 Futures (LCM)
52	2:10.13	Brayden Jones		15	200 BK LCM	NT	Texas Ford Aquatics	2022 IN NCSA Summer Swimming Championships2	2023 Futures (LCM)
53	2:10.25	Aidan Siers		15	200 BK LCM	FL	Sarasota Sharks	2022 FL SZ South Sectionals Championships	2022 Futures (LCM)
54	2:10.34	Abe Astle		15	200 BK LCM	UT	Olympus Aquatics	2022 UT LC Champs	2023 Futures (LCM)
55	2:10.43	Kade Snyder		15	200 BK LCM	MD	North Baltimore Aquatic Club	2022 MD LSC LC Championships	2023 Futures (LCM)
56	2:10.46	Ian Stutts		15	200 BK LCM	NC	Marlins Of Raleigh	2022 NC LC SR CHAMPS	2023 Futures (LCM)
57	2:10.52	Xavier Sohovich		15	200 BK LCM	FL	Bolles School Sharks	2022 NC Futures Championships Cary	2023 Futures (LCM)
58	2:10.71	Aidan Cole		15	200 BK LCM	PN	Bainbridge Island Swim Club	2022 PN Senior Long Course Champs	2023 Futures (LCM)
59	2:10.73	Seth Cannon		15	200 BK LCM	IN	Newburgh Sea Creatures	2022 SE Speedo Summer Sizzler	2022 Futures (LCM)
60	2:10.91	Dylan Ferguson		15	200 BK LCM	FG	Metro Aquatic Club of Miami	2022 FL GCST Summer Open	2023 Futures (LCM)
61	2:11.02	Ryan Erisman		15	200 BK LCM	FL	Laker Swim	2022 TT Speedo Junior National Ch	2023 Futures (LCM)
62	2:11.09	Dean Ko		15	200 BK LCM	CA	Unattached	2022 CA SCS/RMDA LC Sr Meet	2022 Futures (LCM)
63	2:11.10	Misha Kojanov		15	200 BK LCM	PV	Nation's Capital Swim Club	2022 PV LC Open Championships	2023 Futures (LCM)
64	2:11.18	Aidan Clements		15	200 BK LCM	FL	Academy Aquatic Club	2022 FL SZ South Sectionals Championships	2022 Futures (LCM)
65	2:11.26	Jordan Falls		15	200 BK LCM	AZ	Scottsdale Aquatic Club	2022 AZ LC Senior State Championship	2023 Futures (LCM)
66	2:11.28	Jadeon Carter		15	200 BK LCM	MW	Lincoln Select Swimming	2022 MV Region VIII Speedo Summer Meet	2022 Futures (LCM)
66	2:11.28	Granger Bartee		15	200 BK LCM	NC	SwimMAC Carolina	2022 IN Spring Speedo Sectionals	2022 Futures (LCM)
68	2:11.37	Lucas Wright		15	200 BK LCM	MD	Eagle Swim Team Inc.	2022 MD LSC LC Championships	2023 Futures (LCM)
69	2:11.40	Nathan Wu		15	200 BK LCM	CA	Unattached	2022 CA Speedo Grand Challenge	2022 Futures (LCM)
70	2:11.44	Emiliano Zamudio		15	200 BK LCM	SN	DART Swimming	2022 PC SCSC Futures West	2023 Futures (LCM)
71	2:11.52	Ray Liu		15	200 BK LCM	CA	Rose Bowl Aquatics	2022 Speedo Junior National Ch	2023 Futures (LCM)
72	2:11.56	Sritan Pittala		15	200 BK LCM	MA	Delaware Swim Team	2022 MA Swimming Meet	2022 Futures (LCM)
73	2:11.57	Brady Calkins		15	200 BK LCM	SN	Sierra Marlins Swim Team	2022 CA Speedo Grand Challenge	2022 Futures (LCM)
74	2:11.64	Isaih Francis		15	200 BK LCM	MR	Condors Swim Club	2022 FL ISCA Summer Senior Blast	2023 Futures (LCM)
75	2:11.73	Conner Boatright		15	200 BK LCM	AR	Razorback Aquatic Club Aquahawgs	2022 MV Region VIII Speedo Summer Meet	2022 Futures (LCM)
76	2:11.82	William Mulgrew		15	200 BK LCM	NE	Crimson Aquatics	2022 Futures - Geneva	2023 Futures (LCM)
77	2:11.86	Chase Dai		15	200 BK LCM	NT	COR Swimming	2022 IN NCSA Summer Swimming Championships	2023 Futures (LCM)
78	2:11.90	Winston Sundeen		15	200 BK LCM	MT	Bozeman Barracudas Swim Team	2022 Futures Championships - C	2020-2024 AAA
79	2:11.94	Brady Johnson		15	200 BK LCM	IL	FMC Aquatic	2022 ILOP Wheaton Summer Blast	2020-2024 AAA
80	2:11.96	Ethan Emerton		15	200 BK LCM	NC	TAC Titans	2022 NC ESSZ Summer Sectionals	2020-2024 AAA
81	2:12.02	Jack Troy		15	200 BK LCM	SC	South Carolina Swim Club	2022 NC Futures Championships Cary	2020-2024 AAA
82	2:12.03	Derek Hitchens		15	200 BK LCM	CA	Irvine Novaquatics	2022 CA So Cal Invite	2020-2024 AAA
83	2:12.13	Travis Ayers		15	200 BK LCM	ST	Longhorn Aquatics	2022 ST TXLA Speedo Southern Sectionals	2020-2024 AAA
