Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	53.07	Daniel Diehl		17	100 BK LCM	MD	YMCA of Cumberland	2022 Toyota US Open	2024 Olympic Trials
2	54.95	Johnny Crush		17	100 BK LCM	KY	Lakeside Swim Team	2023 IN NCSA Summer Swimming Championships	2024 Olympic Trials
3	55.55	Sam Lorenz		17	100 BK LCM	WI	Schroeder YMCA Swim Team	2023 WI LAKE WESTERN GREAT LAKES INVITE LCM	2024 Olympic Trials
4	55.59	Ben Bricca		17	100 BK LCM	PN	Seattle Metropolitan Aquatic Club	2023 Speedo Junior National Championships	2024 Olympic Trials
5	55.61	Caleb Maldari		17	100 BK LCM	NC	SwimMAC Carolina	2023 IN CZ East Spring Speedo Sectional	2024 Olympic Trials
6	55.85	Ryan Hufford		17	100 BK LCM	VA	NOVA of Virginia Aquatics, Inc	2023 VA LC Senior Champs	2023 Summer Nationals (LCM)
7	55.99	Edward Huang		17	100 BK LCM	PC	California Dolphin Swim Team	2023 Speedo Junior National Championships	2024 Summer Nationals (LCM)
8	56.17	Adriano Arioti		17	100 BK LCM	PV	Rockville Montgomery Swim Club	2023 Speedo Junior National Championships	2024 Summer Nationals (LCM)
9	56.35	JT Schmid		17	100 BK LCM	PV	Nation's Capital Swim Club	2023 PV LC Open Championships	2024 Summer Nationals (LCM)
10	56.52	Evan Croley		17	100 BK LCM	ST	Streamline Aquatics	2023 Speedo Junior National Championships	2024 Summer Nationals (LCM)
11	56.57	Landon Kyser		17	100 BK LCM	FL	Bolles School Sharks	2023 Speedo Junior National Championships	2024 Summer Nationals (LCM)
11	56.57	Aaron Baltaytis		17	100 BK LCM	NJ	Jersey Flyers Aquatic Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Summer Nationals (LCM)
13	56.77	Peter Horan		17	100 BK LCM	CT	Regional YMCA of Western Connecticut Makos	2023 NC YMCA Long Course Nationals	2023 Winter US Open (LCM)
14	56.81	Spencer Nicholas		17	100 BK LCM	SE	Nashville Aquatic Club	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
15	56.83	Cole Witmer		17	100 BK LCM	NC	NSEA Swim	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
16	56.85r	Brady Johnson		17	100 BK LCM	IL	FMC Aquatic	2023 IA Speedo Section Summer Champs CZ North	2023 Winter US Open (LCM)
16	56.85	Michael Hochwalt		17	100 BK LCM	IE	Spokane Waves Aquatic Team	2023 SR Speedo LC Sectionals	2023 Winter US Open (LCM)
18	56.89	ERIC Lee		17	100 BK LCM	NJ	Scarlet Aquatics	2023 Phillips 66 National Championships - Time Trials	2023 Winter US Open (LCM)
19	56.98r	David King		17	100 BK LCM	VA	Cavalier Aquatics/Piedmont Family YMCA	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
20	56.99	Conner Hogan		17	100 BK LCM	MN	St Cloud YMCA Swim Team	2023 Futures Championships - West Fargo, ND	2023 Winter US Open (LCM)
21	57.01	Simon Bermudez		17	100 BK LCM	PV	Arlington Aquatic Club	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
22	57.02	Martin Perecinsky	Yes	17	100 BK LCM	MR	Long Island Aquatic Club	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
23	57.10	Ryan Slonac		17	100 BK LCM	WI	Waukesha Express Swim Team	2023 IN NCSA Summer Swimming Championships	2023 Winter US Open (LCM)
24	57.12	Quin Gould		17	100 BK LCM	OR	Lake Oswego Swim Club	2023 TYR Pro Swim Series Westmont	2023 Winter US Open (LCM)
25	57.27	Nico Cecchi		17	100 BK LCM	FL	Southwest Stars Swim Club	2023 FL Southern Zone South Sectional Championships	2023 Winter US Open (LCM)
26	57.28	Mason Leach		17	100 BK LCM	OR	Hillsboro Swim Team	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
27	57.30	Nasim Elkassem		17	100 BK LCM	PV	Rockville Montgomery Swim Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Summer Juniors (LCM)
28	57.31	Blake Conway		17	100 BK LCM	PV	Nation's Capital Swim Club	2023 VA EZ LC Speedo Super Sectional	2023 Summer Juniors (LCM)
29	57.32	Parker Lenoce		17	100 BK LCM	CT	Chelsea Piers Aquatic Club	Bell Canadian Swimming Trials 2023	2023 Summer Juniors (LCM)
30	57.34	Louie Fasani		17	100 BK LCM	SN	Wolverine Aquatics	2023 TYR Pro Swim Series Mission Viejo	2023 Summer Juniors (LCM)
30	57.34	James Bennison		17	100 BK LCM	NC	New Wave Swim Team	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
32	57.36	Andy Roose		17	100 BK LCM	VA	Williamsburg Aquatic Club	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
33	57.39	Will Thompson		17	100 BK LCM	NC	TAC Titans	2023 NC TAC Spring Fling Quad	2023 Summer Juniors (LCM)
34	57.41	Thomas Mercer		17	100 BK LCM	KY	Lakeside Swim Team	2023 Indy Spring Cup - CAP REACHED	2023 Summer Juniors (LCM)
34	57.41	Holden Thomas		17	100 BK LCM	AM	Franklin Area Swim Team	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Summer Juniors (LCM)
36	57.46	Olin Charnstrom		17	100 BK LCM	MI	Utica Shelby Swim Club	2023 Futures Championships - West Fargo, ND	2024 Summer Juniors (LCM)
36	57.46	Zach Szabo		17	100 BK LCM	NE	Rhode Island Aquatic Club	2023 NE BGSC New England Senior Championship	2023 Summer Juniors (LCM)
38	57.48	Blake Rowe		17	100 BK LCM	MI	Grand Traverse Bay YMCA Breakers	2023 Futures Championships - West Fargo, ND	2024 Summer Juniors (LCM)
39	57.50	Nathan Welker		17	100 BK LCM	MA	York YMCA	2023 TYR PSS Knoxville	2023 Summer Juniors (LCM)
39	57.50	Jack O'Shaughnessy		17	100 BK LCM	CA	Beach Cities Swimming	2023 Futures - Sacramento, CA	2024 Summer Juniors (LCM)
41	57.55	Kyle Peck		17	100 BK LCM	VA	Stingrays Swim Team	2023 VA SRVA Summer Invitational	2023 Summer Juniors (LCM)
42	57.58	Jeremy Kelly		17	100 BK LCM	ST	Nitro Swimming	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
43	57.67	Noah Dyer		17	100 BK LCM	PV	Machine Aquatics	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
44	57.68	Amadeusz Knop		17	100 BK LCM	FL	Sarasota Sharks	2022 Toyota US Open	2023 Summer Juniors (LCM)
44	57.68	James Haney		17	100 BK LCM	MA	East Coast C-Cerpants	2023 MA Long Course Senior Championships	2024 Summer Juniors (LCM)
46	57.70	Asher Havenhill		17	100 BK LCM	AZ	Sun Devil Swimming	2023 AZ SUN Sun Devil Open	2023 Summer Juniors (LCM)
47	57.77	Dylan Carr		17	100 BK LCM	PN	Seattle Metropolitan Aquatic Club	2023 PN Senior Long Course Champs	2023 Summer Juniors (LCM)
47	57.77r	Brendan Conners		17	100 BK LCM	CT	Bulldog Swimming	2023 FL ISCA International Senior Cup	2023 Summer Juniors (LCM)
49	57.79r	Bin Rutnosot	Yes	17	100 BK LCM	PN	Bellevue Club Swim Team	2023 PN Senior Long Course Champs	2023 Summer Juniors (LCM)
50	57.84	Logan Noguchi		17	100 BK LCM	CA	Rose Bowl Aquatics	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
51	57.89	Bradley Watters		17	100 BK LCM	NE	SOLO Aquatics	2023 NE BGSC New England Senior Championship	2023 Summer Juniors (LCM)
52	57.90	Thomas Farney		17	100 BK LCM	VA	NOVA of Virginia Aquatics, Inc	2023 VA NOVA LC Winter Invitational	2023 Summer Juniors (LCM)
53	57.94	Quinn Caputo		17	100 BK LCM	NE	Gator Swim Club	2023 NI Eastern Zone Senior Championships	2024 Summer Juniors (LCM)
54	57.96	Alec Lampen		17	100 BK LCM	MI	Lighthouse Swimming	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
55	57.97	Noah Smith		17	100 BK LCM	FG	Flood Aquatics Swim Team	2023 Futures - Ocala	2024 Summer Juniors (LCM)
55	57.97	Evan Conti		17	100 BK LCM	IL	Academy Bullets Swim Club	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
57	57.99	Krys Gorski		17	100 BK LCM	LE	Great Waves Aquatics	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
58	58.03	Henry McFadden		17	100 BK LCM	MA	Jersey Wahoos	2023 NJ SCAR Memorial Day	2023 Summer Juniors (LCM)
58	58.03	Tony Laurito		17	100 BK LCM	GU	South Shore Sails	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
60	58.09	Owen Chiles		17	100 BK LCM	IA	Iowa Flyers Swim Club	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
61	58.13	Tyler Kaminski		17	100 BK LCM	VA	Old Dominion Aquatic Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Summer Juniors (LCM)
61	58.13r	Jarrett Payne		17	100 BK LCM	OHO	Mason Manta Rays	2023 OH Tim Myers Memorial LC Senior Champ	2023 Summer Juniors (LCM)
63	58.15	Luke Sullivan		17	100 BK LCM	OHO	Dayton Raiders	2022 Toyota US Open	2023 Summer Juniors (LCM)
63	58.15	Nate Decker		17	100 BK LCM	MD	Naval Academy Aquatic Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Summer Juniors (LCM)
65	58.16r	Warner Russ		17	100 BK LCM	MS	Mississippi Makos Swim Team	2023 MS Long Course State Championship	2023 Summer Juniors (LCM)
66	58.17r	Zachary Spicer		17	100 BK LCM	NC	Aquatic Team Of Mecklenburg	2023 Futures Championships - San Antonio, TX - Cap Reached	2024 Summer Juniors (LCM)
67	58.20	Crash Ackerly		17	100 BK LCM	VA	NOVA of Virginia Aquatics, Inc	2023 VA EZ LC Speedo Super Sectional	2023 Summer Juniors (LCM)
