Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	4:17.27	Gregg Enoch		18	400 IM LCM	IN	Carmel Swim Club	2024 Olympic Trials	2025 Summer Nationals (LCM)
2	4:18.76	Cooper Lucas		18	400 IM LCM	NT	Lakeside Aquatic Club	2023 Junior World Champs	2024 Olympic Trials
3	4:18.94	Ryan Healy		18	400 IM LCM	MI	Univ. Of Michigan Swim Team	2024 Speedo Summer Championships	2025 Summer Nationals (LCM)
4	4:19.09	Drew Hitchcock		18	400 IM LCM	SE	Baylor Swim Club	2023 Junior World Champs	2024 Olympic Trials
5	4:19.70	Michael Hochwalt		18	400 IM LCM	IE	Spokane Waves Aquatic Team	2024 WRS Speedo Sectionals -- Federal Way	2024 Olympic Trials
6	4:21.00	Hudson DeGroote		18	400 IM LCM	NC	Marlins Of Raleigh	2024 NC STAR ESSZ Spg SR Sectionals	2024 Olympic Trials
7	4:22.71	Dillon Wright		18	400 IM LCM	NC	Mecklenburg Swim Association	2024 Olympic Trials	2025 Summer Nationals (LCM)
8	4:22.74	William Savarese		18	400 IM LCM	NT	COR Swimming	2024 FL NCSA Swimming Championships	2024 Olympic Trials
9	4:23.16	Lukas Vetkoetter		18	400 IM LCM	NT	Texas Ford Aquatics	2024 Olympic Trials	2025 Summer Nationals (LCM)
10	4:23.91	FREDERICK KLEIN		18	400 IM LCM	NC	SwimMAC Carolina	2024 NC STAR ESSZ Spg SR Sectionals	2024 Olympic Trials
11	4:24.04	Thomas Mercer		18	400 IM LCM	KY	Lakeside Swim Team	2024 Olympic Trials	2025 Summer Nationals (LCM)
12	4:24.09	Luke Whitlock		18	400 IM LCM	IN	Fishers Area Swimming Tigers	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Olympic Trials
13	4:24.82	Devyn Caples		18	400 IM LCM	PC	Unattached	2024 CA MVN Swim Meet of Champions	2024 Olympic Trials
14	4:24.92	Jake McCoy		18	400 IM LCM	IE	Cougar Aquatics	2024 Speedo Summer Championships	2025 Summer Nationals (LCM)
15	4:24.97	Kalvin Hahn		18	400 IM LCM	MR	Army West Point	2024 TYR Pro Swim Series - Westmont	2024 Olympic Trials
16	4:24.99	Landon D'Ariano		18	400 IM LCM	MA	Germantown Academy Aquatic Club	2024 NC SwimMAC Martha McKee Charlotte Open	2024 Olympic Trials
17	4:25.10	Evan Mackesy		18	400 IM LCM	PV	Rockville Montgomery Swim Club	2024 FL NCSA Swimming Championships	2024 Olympic Trials
18	4:25.51	Isaac Fleig		18	400 IM LCM	IN	Fishers Area Swimming Tigers	2024 TYR Pro Swim Series - Westmont	2024 Summer Nationals (LCM)
19	4:25.70	Jacob Turner		18	400 IM LCM	NT	Metroplex Aquatics	2024 TYR Pro Swim Series - San Antonio	2024 Summer Nationals (LCM)
20	4:25.75	Max Nechydyuk	Yes	18	400 IM LCM	NC	SwimMAC Carolina	2024 Futures Championships - Minneapolis	2024 Winter US Open (SCY)
21	4:25.83	Richard Poplawski		18	400 IM LCM	NJ	Scarlet Aquatics	2024 Olympic Trials	2024 Summer Nationals (LCM)
22	4:25.94	Charlie Bufton		18	400 IM LCM	IL	NASA Wildcat Aquatics	2024 FL NCSA Swimming Championships	2024 Summer Nationals (LCM)
23	4:25.97	Raymond Prosinski		18	400 IM LCM	FL	Unattached	2023 Toyota US Open Championships	2024 Summer Nationals (LCM)
24	4:26.38	Arthur Balva		18	400 IM LCM	PC	Palo Alto Stanford Aquatics	Princeton Big Al Invitational LCM TT	2024 Summer Nationals (LCM)
25	4:26.82	TJ Frost		18	400 IM LCM	FL	Loggerhead Aquatics	2024 Futures Championships - Huntsville	2024 Winter US Open (SCY)
26	4:27.26	Gian Santos	Yes	18	400 IM LCM	CA	Irvine Novaquatics	2024 Speedo Summer Championships	2024 Winter US Open (SCY)
27	4:27.43	Ben Delmar		18	400 IM LCM	NC	University Of North Carolina	2024 TYR Pro Swim Series - San Antonio	2024 Winter US Open (SCY)
28	4:27.51	Angus Macdonald		18	400 IM LCM	MI	Birmingham 'Y' Blue Dolphins	2024 Olympic Trials	2024 Winter US Open (SCY)
29	4:27.52	Joe Polyak		18	400 IM LCM	IA	Iowa Flyers Swim Club	2024 Speedo Summer Championships	2024 Winter US Open (SCY)
30	4:27.75	Xavier Ruiz	Yes	18	400 IM LCM	CT	Ridgefield Aquatic Club	2024 CT Senior Championships	2024 Winter US Open (SCY)
