name,age_from,age_to,time_from,time_to,improvement_seconds,improvement_percentage,rank_from,rank_to,foreign
Reid Thompson,16,17,68.96000000000001,68.08,0.8800000000000097,1.2761020881670673,268,323,
Ryan Serbia,16,17,68.15,65.43,2.719999999999999,3.991195891415992,186,114,
Logan Szczesniak,16,17,69.9,66.52,3.3800000000000097,4.835479256080128,352,186,
Ian Frazer,16,17,67.44,67.83,-0.39000000000000057,-0.5782918149466201,138,299,
Nick Gilmore,16,17,68.82,69.3,-0.480000000000004,-0.6974716652136065,256,467,
Aiden Rhee,16,17,67.39,66.89,0.5,0.7419498441905328,134,218,
Drew Gaerthofner,16,17,62.77,62.14,0.6300000000000026,1.0036641707822247,6,10,
Keian Lam,16,17,64.01,63.09,0.9200000000000017,1.4372754257147347,13,21,
Jamal Deek,16,17,70.28,69.4,0.8799999999999955,1.2521343198633972,396,484,
Daniel Cao,16,17,66.3,66.88,-0.5799999999999983,-0.8748114630467546,76,215,
Aaron Stevens,16,17,65.96,64.23,1.7299999999999898,2.622801697998772,55,50,
Gregory Yukhvid,16,17,67.72,66.65,1.0699999999999932,1.5800354400472432,158,191,
Daniel Apostol,16,17,67.89,66.84,1.0499999999999972,1.5466195315952234,171,208,
Arsenii Nikitin,16,17,70.5,69.26,1.2399999999999949,1.7588652482269433,429,458,Yes
Will Currey,16,17,70.53999999999999,67.02,3.519999999999996,4.99007655231074,433,225,
Thomas Adam,16,17,69.61,67.89,1.7199999999999989,2.4709093521045813,327,305,
Robby Hargrove,16,17,70.05,69.01,1.039999999999992,1.4846538187009166,366,424,
Oliver Hulse,16,17,69.68,65.21,4.470000000000013,6.415040183696918,333,96,
Gabe Beverini,16,17,68.73,66.36,2.3700000000000045,3.4482758620689715,248,172,
Jeffrey Hou,16,17,66.16,62.1,4.059999999999995,6.136638452236994,68,8,
Noah Cakir,16,17,62.29,62.78,-0.490000000000002,-0.7866431208861808,2,13,
Derek Yao,16,17,67.98,66.12,1.8599999999999994,2.736098852603706,177,156,
Eric Ding,16,17,71.03999999999999,69.26,1.779999999999987,2.5056306306306126,495,458,
Carter Robertson,16,17,65.39,69.18,-3.7900000000000063,-5.795993271142386,39,450,
Matthew Rotunda,16,17,69.52,66.83,2.6899999999999977,3.8693901035673153,318,206,
Maddax Thompson,16,17,65.52,63.95,1.5699999999999932,2.396214896214886,44,39,
Matthew Zhao,16,17,70.63,68.57,2.0600000000000023,2.916607673793009,448,375,
Jorell Melendez Figueroa,16,17,68.26,67.1,1.1600000000000108,1.6993847055376659,196,235,
Geoffrey Cradock,16,17,67.92,65.31,2.6099999999999994,3.842756183745582,174,106,
Ian Dinesh,16,17,66.88,67.12,-0.2400000000000091,-0.35885167464116197,112,238,
Riley Smith,16,17,68.3,67.43,0.8699999999999903,1.2737920937042317,200,265,
Axel Erickson,16,17,69.33,68.46000000000001,0.8699999999999903,1.2548680225010678,303,362,
Liam Bien,16,17,70.15,68.78,1.3700000000000045,1.9529579472558865,379,394,
Evan Hepburn,16,17,66.52,64.91,1.6099999999999994,2.420324714371617,90,82,
Jihoon Jung,16,17,67.57,69.47,-1.9000000000000057,-2.8118987716442296,148,490,
Owen Howell,16,17,66.4,65.84,0.5600000000000023,0.8433734939759069,84,142,
Nevin Shaw,16,17,66.7,66.99,-0.28999999999999204,-0.4347826086956402,98,223,
Jack Paull,16,17,67.13,67.03,0.09999999999999432,0.1489646953671895,123,227,
Will Rendall,16,17,68.39,67.56,0.8299999999999983,1.2136277233513646,213,282,
Holden Skidmore,16,17,66.14,64.82,1.3200000000000074,1.995766555790758,66,77,
Malcolm Collins,16,17,69.2,67.19,2.010000000000005,2.9046242774566546,294,243,
Oliver Lazenby,16,17,70.92,67.65,3.269999999999996,4.6108291032148845,481,288,
Aidan Jackson,16,17,69.41,67.44,1.9699999999999989,2.838207751044517,311,267,
Teddy Neilson,16,17,66.29,64.61,1.6800000000000068,2.5343189017951526,75,69,
Paul Pokatragool,16,17,70.16,69.33,0.8299999999999983,1.1830102622576943,381,471,
Connor Bennett,16,17,67.18,65.08,2.1000000000000085,3.1259303364096582,125,90,
Michael Ivanov,16,17,68.72,69.08,-0.35999999999999943,-0.5238649592549468,245,439,
Melo Meir,16,17,70.77,69.05,1.7199999999999989,2.4304083651264645,466,429,
Connor Chan,16,17,70.21000000000001,67.78,2.430000000000007,3.461045435123211,385,294,
Luke Watkins,16,17,68.15,66.84,1.3100000000000023,1.922230374174618,186,208,
Cruz Lopez,16,17,65.21,64.7,0.5099999999999909,0.7820886367121468,32,72,
Shea Skarda,16,17,66.87,64.64,2.230000000000004,3.3348287722446592,111,70,
Nicholas Arinduque,16,17,68.46000000000001,67.41,1.0500000000000114,1.53374233128836,221,261,
Paddy Chapman,16,17,68.24,66.4,1.8399999999999892,2.6963657678780617,194,175,
