Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	1:58.27	Charlie Cancelmo		15	200 FL LCM	PN	Seattle Metropolitan Aquatic Club	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
2	1:58.86	David Sammons		15	200 FL LCM	NC	SwimMAC Carolina	2025 NC SwimMAC Martha McKee Charlotte Open	2025 Summer Nationals (LCM)
3	2:00.28	Shareef Elaydi		15	200 FL LCM	PC	Santa Clara Swim Club	2025 Toyota National Championships	2025 Winter US Open (LCM)
4	2:02.52	Yi Zheng		15	200 FL LCM	IN	Carmel Swim Club	2025 SE NAC Summer Sizzler	2025 Winter US Open (LCM)
5	2:03.27	Anthony Dornoff		15	200 FL LCM	CA	La Mirada Armada	2025 CA RMDA Road to LA28 - LCM	2025 Summer Juniors (LCM)
6	2:03.32	Justin Shi		15	200 FL LCM	MD	Eagle Swim Team Inc.	2025 Futures Championships - Greensboro	2025 Summer Juniors (LCM)
7	2:04.02	J.J. Hoover		15	200 FL LCM	LA	Bulldog Aquatic Club	2025 LA Senior LC State Championships	2025 Summer Juniors (LCM)
8	2:04.36	William Canori		15	200 FL LCM	PC	AC Swim Club	2025 CC WESTERN ZONE SENIOR CHAMPIONSHIPS	2025 Summer Juniors (LCM)
9	2:04.44	Owen Gee		15	200 FL LCM	OHO	Cincinnati Marlins	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
10	2:04.62	Luke Dunn		15	200 FL LCM	PN	Seattle Metropolitan Aquatic Club	2025 PN IST June Invitational	2025 Summer Juniors (LCM)
11	2:05.23	Owen Miklos		15	200 FL LCM	VA	NOVA of Virginia Aquatics, Inc	2025 VA LC Senior Champs	2025 Winter Juniors (SCY)
12	2:05.27	Noah Stotler		15	200 FL LCM	FL	Bolles School Sharks	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
13	2:05.29	Ian Maldonado		15	200 FL LCM	GU	Cypress Fairbanks Swim Club	2025 Futures Championships - Madison	2025 Winter Juniors (SCY)
14	2:05.35	Alex Goodman		15	200 FL LCM	MA	Jersey Wahoos	2025 NJ TYR LC Winter Invitational	2025 Winter Juniors (SCY)
15	2:05.49	Derek Hernandez-Ojeda		15	200 FL LCM	ST	Nitro Swimming	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
16	2:05.52	Eli Sweet		15	200 FL LCM	NC	SwimMAC Carolina	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
17	2:05.96	Ryker Levi		15	200 FL LCM	NJ	Wyckoff YMCA	2025 FL YMCA National Long Course Swimming Championships	2025 Winter Juniors (SCY)
18	2:06.10	Jacob Furqueron		15	200 FL LCM	IE	Spokane Waves Aquatic Team	2025 IE Long Course Championships	2025 Winter Juniors (SCY)
19	2:06.29	David Davis		15	200 FL LCM	NC	Marlins Of Raleigh	2025 Futures Championships - Greensboro	2025 Winter Juniors (SCY)
20	2:06.61	Aramis Willett		15	200 FL LCM	SI	Rancho San Dieguito	2025 PC Speedo Sectionals - Novato	2025 Futures (LCM)
20	2:06.61	Max Garbacz		15	200 FL LCM	WI	Madison Aquatic Club	2025 Futures Championships - Madison	AAAA
22	2:06.64	Koehn Boyd		15	200 FL LCM	MN	Edina Swim Club	2024 U.S. Paralympics Swimming National Championships	2025 Futures (LCM)
23	2:06.94	Wilson York		15	200 FL LCM	KY	Lakeside Swim Team	2025 SE NCSA Summer Swimming Championships	AAAA
24	2:07.28	Teddy Peterson		15	200 FL LCM	NC	Mecklenburg Swim Association	2025 NC SwimMAC Martha McKee Charlotte Open	2025 Futures (LCM)
25	2:07.42	Josiah Collins		15	200 FL LCM	IN	Fort Wayne Swim Team	2025 IN Central Zone Speedo Sectional 2025	2025 Futures (LCM)
26	2:07.69	Jonny Palamar		15	200 FL LCM	NC	TAC Titans	2025 NC TAC Triangle Classic	2025 Futures (LCM)
27	2:07.75	Cullen Kahl		15	200 FL LCM	GU	Magnolia Aquatic Club	2025 NT Texas Senior Circuit Long Course Meet	2025 Futures (LCM)
28	2:07.81	Thomas McMillan		15	200 FL LCM	IL	St Charles Swim Team	2025 NT Duel in the Pool Invite	2025 Futures (LCM)
29	2:07.89	Michael Sabo		15	200 FL LCM	VA	Hanover Aquatics, Inc	2025 VA EZ LC Speedo Super Sectional Champs-Cap Reached	2025 Futures (LCM)
30	2:08.04	Nathaniel Kern		15	200 FL LCM	NJ	Scarlet Aquatics	2025 Futures Championships - Justin	AAAA
31	2:08.21	Hutch Paxton		15	200 FL LCM	SE	Nashville Aquatic Club	2025 SE NAC Summer Sizzler	2025 Futures (LCM)
32	2:08.25	Toby Huang		15	200 FL LCM	PC	Pleasanton Seahawks	2025 PC Summer Far Western Championships	AAAA
33	2:08.38	Ty Thomas		15	200 FL LCM	OZ	River City Aquatics	2025 OZ Meet Me in St. Louis Invite	2025 Futures (LCM)
34	2:08.39	Sam Jankowski		15	200 FL LCM	KY	Lakeside Swim Team	2025 SE TNAQ Senior Summer Showdown	AAAA
35	2:08.40	Eric Xu	Yes	15	200 FL LCM	GA	Dynamo Swim Club	2025 Futures Championships - Madison	AAAA
36	2:08.43	Jake Xu		15	200 FL LCM	OHO	Mason Manta Rays	2025 OH LC Senior Championship Meet	AAAA
37	2:08.45	Aiden Tokarski		15	200 FL LCM	NT	Lakeside Aquatic Club	2025 NT MAC Senior May Meet	2025 Futures (LCM)
38	2:08.47	Jacob Baginski		15	200 FL LCM	PN	King Aquatic Club	2025 Mel Zajac Jr. International Swim Meet	2025 Futures (LCM)
39	2:08.56	Kaden Kiefer		15	200 FL LCM	FL	Southwest Stars Swim Club	2024 XVIII COPA PACIFICO	2025 Futures (LCM)
40	2:08.69	Ryan Baldwin		15	200 FL LCM	MR	Long Island Aquatic Club	2025 NJ TYR LC Winter Invitational	2025 Futures (LCM)
41	2:08.83	Amir Ali		15	200 FL LCM	CA	Irvine Novaquatics	2025 CA NOVA Speedo 29th Annual Grand Challenge	2025 Futures (LCM)
42	2:08.86	Caleb Caponera		15	200 FL LCM	FG	Florida Atlantic Aquatics	2025 FG RANS LCM Last Chance	2025 Futures (LCM)
43	2:08.91	Hugh Harrell		15	200 FL LCM	VA	NOVA of Virginia Aquatics, Inc	2025 VA LC Senior Champs	2025 Futures (LCM)
44	2:08.95	Jack Street		15	200 FL LCM	IN	Carmel Swim Club	2025 IN ISI Senior LC Champs	2025 Futures (LCM)
45	2:09.00	Yushi Kono		15	200 FL LCM	CA	Team Rebel Aquatics	2025 CA SCS RAA June Age Group Championships	2025 Futures (LCM)
46	2:09.15	Kyan Siri		15	200 FL LCM	MD	North Baltimore Aquatic Club	2025 Futures Championships - Greensboro	AAA
47	2:09.26	Benson Her		15	200 FL LCM	CA	La Mirada Armada	2025 SI CA/NV Speedo Summer Sectionals	2025 Futures (LCM)
48	2:09.28	Max Gao		15	200 FL LCM	OHO	Central Ohio Aquatics	2025 OH COA and MAKO June Invitational	2025 Futures (LCM)
49	2:09.29	Abhijay Bangari		15	200 FL LCM	NE	Shawmut Aquatic Club	2025 NE CS Senior Championships	2025 Futures (LCM)
49	2:09.29	Alexander Hummel		15	200 FL LCM	NC	TAC Titans	2025 NC NCS LC Senior Championships	2025 Futures (LCM)
