Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	2:15.83	Andrew Eubanks		15	200 BR LCM	OR	The Dolphins Portland Swimming	2024 WRS Speedo Sectionals -- Federal Way	2024 Olympic Trials
2	2:17.28	Peter Vu		15	200 BR LCM	CA	Irvine Novaquatics	2024 Speedo Summer Championships	2024 Winter US Open (SCY)
3	2:17.31	Shareef Elaydi		15	200 BR LCM	PC	Santa Clara Swim Club	2024 PC Superleague Summer LC Finals hosted by SRN	2024 Summer Nationals (LCM)
4	2:18.58	Gerhardt Hoover		15	200 BR LCM	NE	Commonwealth Swimming	2024 AZ Speedo Sectionals	2024 Winter US Open (SCY)
5	2:18.84	Luc Dionne		15	200 BR LCM	PV	Nation's Capital Swim Club	2024 Futures Championships - Richmond	2024 Winter US Open (SCY)
6	2:19.40	Jacob Bougaieff		15	200 BR LCM	GU	Dads Club Swim Team	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
7	2:19.79	Jack Wroblewski		15	200 BR LCM	OR	Lake Oswego Swim Club	2024 WRS Speedo Sectionals -- Federal Way	2024 Winter US Open (SCY)
8	2:20.71	Elonzo Santos		15	200 BR LCM	CA	La Mirada Armada	2024 PC CA/NV Speedo Sectionals hosted by TCA	2024 Winter US Open (SCY)
9	2:21.35	Yi Zheng		15	200 BR LCM	IN	Carmel Swim Club	2024 Futures Championships - Huntsville	2024 Winter US Open (SCY)
10	2:21.54	Dominik Irons		15	200 BR LCM	AZ	Phoenix Swim Club	2024 CA SCS/NOVA June Age Group Championships	2024 Winter US Open (SCY)
11	2:21.57	Max Laine		15	200 BR LCM	ST	Waterloo Swimming	2024 Futures Championships - Austin	2024 Winter US Open (SCY)
12	2:21.62	Taylor Thongintra		15	200 BR LCM	CA	Aquazot Swim Club	2024 CA Speedo Grand Challenge hosted by NOVA	2024 Winter US Open (SCY)
13	2:21.73	Josh Wilder		15	200 BR LCM	SC	Team Greenville	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
14	2:22.01	Luke Slankard		15	200 BR LCM	CO	Foothills Swim Team	2024 AZ Speedo Sectionals	2024 Winter US Open (SCY)
15	2:22.59	Ian Call		15	200 BR LCM	SE	Memphis Thunder Aquatic Club	2024 GA Hurricanes Long Course Invite	2024 Winter US Open (SCY)
16	2:22.77	Oryan Liu		15	200 BR LCM	PC	Pleasanton Seahawks	2024 PC Summer Far Western Championships	2024 Winter US Open (SCY)
17	2:22.78	Prakhanthi Rai	Yes	15	200 BR LCM	PC	Santa Clara Swim Club	2024 PC Summer Far Western Championships	2024 Winter US Open (SCY)
18	2:22.79	Jackson Hartzler		15	200 BR LCM	GU	Cypress Fairbanks Swim Club	2024 Futures Championships - Austin	2024 Winter US Open (SCY)
19	2:23.14	Bennett Bacon		15	200 BR LCM	MW	Club Husker	2024 MW Midwestern Long Course Champs	2024 Winter Juniors (SCY)
20	2:23.32	Isaac Carsel		15	200 BR LCM	SN	DART Swimming	2024 Futures Championships - Sacramento	2024 Winter Juniors (SCY)
20	2:23.32	Edward Zhang		15	200 BR LCM	MI	Club Wolverine	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Winter Juniors (SCY)
22	2:23.40	Joshua Carmichael		15	200 BR LCM	ST	Waterloo Swimming	2024 Futures Championships - Austin	2024 Winter Juniors (SCY)
23	2:23.47	Fin McLane		15	200 BR LCM	NE	SOLO Aquatics	2024 Futures Championships - Richmond	2024 Winter Juniors (SCY)
24	2:23.59	Tripp Cooler		15	200 BR LCM	NC	SwimMAC Carolina	2024 Futures Championships - Minneapolis	2024 Winter Juniors (SCY)
25	2:23.63	Owen Durham		15	200 BR LCM	KY	Lakeside Swim Team	2024 Indy May Cup	2024 Winter Juniors (SCY)
26	2:23.67	Adam Houck		15	200 BR LCM	MV	Tsunami Swim Team of K.C.	2024 IN NCSA Summer Swimming Championships	2024 Winter Juniors (SCY)
27	2:23.85	Brendan Hunt		15	200 BR LCM	NT	Texas Ford Aquatics	2024 Futures Championships - Austin	2024 Winter Juniors (SCY)
28	2:24.01	Spyros Argeros		15	200 BR LCM	MR	Asphalt Green Unified Aquatics	2024 Futures Championships - Austin	2024 Winter Juniors (SCY)
29	2:24.04	Ryan Wanner		15	200 BR LCM	WI	Waukesha Express Swim Team	2024 18 & Under Spring Cup - Elkhart	2024 Winter Juniors (SCY)
30	2:24.05	Charley Sutorus		15	200 BR LCM	NC	SwimMAC Carolina	2024 Futures Championships - Minneapolis	2024 Winter Juniors (SCY)
31	2:24.09	Ethan Nguyen		15	200 BR LCM	AR	Razorback Aquatic Club Aquahawgs	2024 Futures Championships - Huntsville	2024 Winter Juniors (SCY)
32	2:24.12	Joseph Campagnola		15	200 BR LCM	FL	West Florida Lightning Aquatic	2024 FL SZSS Summer Championships	2024 Winter Juniors (SCY)
33	2:24.24	Calvin Schaper		15	200 BR LCM	NC	Carolina Aquatic Team	2024 IN NCSA Summer Swimming Championships	2024 Winter Juniors (SCY)
34	2:24.28	Charlie Camplin		15	200 BR LCM	NC	Marlins Of Raleigh	2024 NC SwimMAC Martha McKee Charlotte Open	2024 Winter Juniors (SCY)
35	2:24.32	Sebastian Tith		15	200 BR LCM	MA	Upper Main Line YMCA	2024 FL YMCA National Long Course Swimming Championships	2024 Winter Juniors (SCY)
35	2:24.32	Gavin Tran		15	200 BR LCM	MA	Hershey Aquatic Club	2023 OH Speedo Winter Jr East Long Course Time Trial	2024 Winter Juniors (SCY)
37	2:24.33	Gabriel Pelinkovic		15	200 BR LCM	IL	FMC Aquatic	2024 IL CZ North Section Summer Championships	2024 Winter Juniors (SCY)
38	2:24.36	Nate Stebbins		15	200 BR LCM	MI	Birmingham 'Y' Blue Dolphins	2024 OH CZ Speedo Sectional East	2024 Winter Juniors (SCY)
39	2:24.46	Nolan Weijland		15	200 BR LCM	CA	SOCAL Aquatics Association	2024 CA Los Angeles Invite	2025 Futures (LCM)
40	2:24.50	Brian Raghunathan		15	200 BR LCM	PC	Palo Alto Stanford Aquatics	2024 Futures Championships - Sacramento	2025 Futures (LCM)
41	2:24.51	Brandon Anand		15	200 BR LCM	NJ	Scarlet Aquatics	2024 MR LIAC Speedo Long Island Challenge	2024 Futures (LCM)
42	2:24.54	Luke Hottle		15	200 BR LCM	VA	Lynchburg YMCA Swim Team	2024 FL YMCA National Long Course Swimming Championships	2025 Futures (LCM)
43	2:24.64	Daniel Xia		15	200 BR LCM	PN	Wave Aquatics	2024 PN Senior Long Course Championships	2025 Futures (LCM)
44	2:24.68	Camden Cook		15	200 BR LCM	GA	SwimAtlanta	2024 GA Atlanta Classic	2024 Futures (LCM)
45	2:24.74	Josh Lack		15	200 BR LCM	IL	St Charles Swim Team	2024 Futures Championships - Minneapolis	2025 Futures (LCM)
46	2:24.81	Charlie Wang		15	200 BR LCM	NT	Metroplex Aquatics	2024 NT MTRO American Long Course	2025 Futures (LCM)
