Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	2:11.11	Lilla Bognar		15	200 BK LCM	SC	Team Greenville	2022 Speedo Junior National Ch	2023 Summer Nationals (LCM)
2	2:11.16	Teagan O'Dell		15	200 BK LCM	CA	Irvine Novaquatics	2022 Speedo Junior National Ch	2023 Summer Nationals (LCM)
3	2:11.36	Emily Hamill		15	200 BK LCM	MA	Germantown Academy Aquatic Club	2022 IN NCSA Summer Swimming Championships	2023 Summer Nationals (LCM)
4	2:13.28	Zuri Ferguson	Yes	15	200 BK LCM	NE	Bluefish Swim Club	2022 Futures - Geneva	2023 Summer Nationals (LCM)
5	2:13.54	Erika Pelaez		15	200 BK LCM	FG	Eagle Aquatics	Mel Zajac Jr. International 20	2022 Summer Nationals (LCM)
6	2:13.99	Sarah Rodrigues		15	200 BK LCM	NJ	North Jersey Bluestreaks	2022 Speedo Junior National Ch	2023 Summer Nationals (LCM)
7	2:14.33	Leah Shackley		15	200 BK LCM	AM	Blair Regional YMCA	2022 Phillips 66 International Team Trials	2022 Summer Nationals (LCM)
8	2:14.34	Levenia Sim	Yes	15	200 BK LCM	SE	TNT Swimming	2022 Phillips 66 International Team Trials	2022 Summer Nationals (LCM)
9	2:14.55	Haley McDonald		15	200 BK LCM	KY	Lakeside Swim Team	2022 IN Spring Speedo Sectionals	2022 Summer Nationals (LCM)
10	2:14.89	Erica Jaffe		15	200 BK LCM	SN	Sierra Marlins Swim Team	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
11	2:15.17	Kate Hotem		15	200 BK LCM	VA	NOVA of Virginia Aquatics, Inc	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
12	2:15.62	Emily Thompson		15	200 BK LCM	NJ	Greater Somerset County YMCA Storm	2021 Toyota US Open Championship	2022 Winter US Open (LCM)
13	2:16.43	Alexa Conner		15	200 BK LCM	MA	Suburban Seahawks Club	2022 IN NCSA Summer Swimming Championships2	2022 Winter US Open (LCM)
14	2:16.48	Karly Boles		15	200 BK LCM	MA	Germantown Academy Aquatic Club	2022 IN NCSA Summer Swimming Championships2	2022 Winter US Open (LCM)
15	2:16.89	Finnly Jollands		15	200 BK LCM	GA	Stingrays	2022 IN NCSA Summer Swimming Championships	2022 Winter US Open (LCM)
16	2:17.14	Phoebe Mayo		15	200 BK LCM	VA	Coast Guard Blue Dolphins	2022 IN NCSA Summer Swimming Championships2	2022 Winter US Open (LCM)
17	2:17.17	Maeve Eckerman		15	200 BK LCM	FL	Sarasota Sharks	2022 Futures - Cary	2022 Winter US Open (LCM)
18	2:17.21	Lillian Nesty		15	200 BK LCM	FL	Gator Swim Club	2022 Futures - Cary	2022 Winter US Open (LCM)
19	2:17.81	Charlotte Wilson		15	200 BK LCM	CO	Univ of Denver Hilltoppers	2022 Phillips 66 International Team Trials	2022 Summer Juniors (LCM)
20	2:18.16	Chloe Kim		15	200 BK LCM	NJ	Scarlet Aquatics	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
21	2:18.40	Emily Brown		15	200 BK LCM	OHO	Unattached	2022 OH CM TYR Sport Summer Cl	2022 Winter Juniors (SCY)
