Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	2:07.57	Audrey Derivaux		16	200 FL LCM	MA	Jersey Wahoos	2025 World Junior Champs	2025 Winter US Open (LCM)
2	2:12.31	Emily Wolf		16	200 FL LCM	IN	Fishers Area Swimming Tigers	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
3	2:13.60	Alyce Lehman		16	200 FL LCM	MA	Jersey Wahoos	2025 IN Central Zone Speedo Sectional 2025	2025 Summer Nationals (LCM)
4	2:13.66	Ines Arnall		16	200 FL LCM	MR	Westchester Aquatic Club	2025 Futures Championships - Greensboro	2025 Winter US Open (LCM)
5	2:14.15	Lexi Byrn		16	200 FL LCM	CO	Flatiron Athletic Club	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
6	2:14.26	Emerson Callis		16	200 FL LCM	VA	Quest Swimming	2025 VA EZ LC Speedo Super Sectional Champs-Cap Reached	2025 Summer Nationals (LCM)
7	2:14.77	Faith Gorey		16	200 FL LCM	IN	Carmel Swim Club	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
8	2:14.83	Nikki Nixon		16	200 FL LCM	NC	TAC Titans	2025 Futures Championships - Greensboro	2025 Winter US Open (LCM)
9	2:15.02	Kayla Han		16	200 FL LCM	CA	La Mirada Armada	2025 CA RMDA Road to LA28 - LCM	2025 Summer Nationals (LCM)
10	2:15.26	Ava Jochims		16	200 FL LCM	AM	Racer X Aquatics	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
11	2:15.48	Lilliana Krstolic		16	200 FL LCM	FL	Laker Swim	2025 Speedo Junior National Championships - Time Trials	2025 Winter US Open (LCM)
12	2:15.49	Ariel Kong	Yes	16	200 FL LCM	NC	SwimMAC Carolina	2025 NC SwimMAC Martha McKee Charlotte Open	2025 Summer Nationals (LCM)
13	2:15.60	Zara Kocak		16	200 FL LCM	SE	Excel Aquatics	2025 GBR AP Race London International	2025 Winter US Open (LCM)
14	2:15.65	Alba Arnall		16	200 FL LCM	MR	Westchester Aquatic Club	2025 MR TYR Senior Met Summer Championships	2025 Winter US Open (LCM)
15	2:15.83	Maya Hetland		16	200 FL LCM	PC	Palo Alto Stanford Aquatics	2025 TYR Pro Swim Series - Westmont	2025 Winter US Open (LCM)
16	2:16.22	Samantha Villacis		16	200 FL LCM	NJ	Peddie Aquatic Association	2025 NJ 2025 LC Gold Championships	2025 Winter US Open (LCM)
17	2:16.31	Serena Dickey		16	200 FL LCM	NJ	Lakeland Hills YMCA	2025 FL YMCA National Long Course Swimming Championships	2025 Winter US Open (LCM)
18	2:16.39	Greta Myers		16	200 FL LCM	GA	SwimAtlanta	2025 SE AUB Richard Quick Invitational	2025 Winter US Open (LCM)
19	2:16.46	Paige Downey		16	200 FL LCM	AZ	Gold Medal Swim Club	2025 Toyota National Championships - Time Trials	2025 Winter US Open (LCM)
20	2:17.09	Emilia Trailov		16	200 FL LCM	SE	Ensworth Aquatics	2025 SE AUB Richard Quick Invitational	2025 Summer Juniors (LCM)
21	2:17.10	Lindsay Forebaugh		16	200 FL LCM	IL	FMC Aquatic	2025 NT Duel in the Pool Invite	2025 Summer Juniors (LCM)
22	2:17.28	Sydney Schoeck		16	200 FL LCM	OZ	CSP Tideriders	2025 MV EKC Rose Memorial	2025 Summer Juniors (LCM)
23	2:17.58	Kate Guenther		16	200 FL LCM	NC	Aquatic Team Of Mecklenburg	2025 NC EAC Independence Invitational	2025 Summer Juniors (LCM)
24	2:17.61	Faith Lamah		16	200 FL LCM	MN	Edina Swim Club	2025 MN AQJT Summer Spectacular Invite	2025 Summer Juniors (LCM)
25	2:17.68	Caroline Mallard		16	200 FL LCM	NC	SwimMAC Carolina	2025 NC SwimMAC Novant Invitational	2025 Summer Juniors (LCM)
26	2:17.99	Gigi Munoz-Rodriguez		16	200 FL LCM	CC	Roadrunner Aquatic	2025 CC TYR GO Challenge	2025 Summer Juniors (LCM)
27	2:18.04	London Hughes		16	200 FL LCM	SI	South Bay Aquatics	2025 SI Splash & Dash	2025 Summer Juniors (LCM)
28	2:18.16	Taylor Klein		16	200 FL LCM	NC	Mecklenburg Swim Association	2024 NC MAC LC/SC Invite	2025 Summer Juniors (LCM)
29	2:18.24	Kendall Jollands		16	200 FL LCM	LA	Crescent City Swim Club	2025 LA Senior LC State Championships	2025 Summer Juniors (LCM)
30	2:18.29	Shannon Conway		16	200 FL LCM	MD	North Baltimore Aquatic Club	2025 MD NBAC MID SUMMER CLASSIC MEET	2025 Summer Juniors (LCM)
31	2:18.32	Maria Champion		16	200 FL LCM	NC	SwimMAC Carolina	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
32	2:18.38	Lily Wiles		16	200 FL LCM	GU	The Woodlands Swim Team	2025 Futures Championships - Justin	2025 Summer Juniors (LCM)
