Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	1:57.70	Nick Simons		18	200 BK LCM	OR	Lake Oswego Swim Club	2022 Phillips 66 Summer Nationals	2023 Summer Nationals (LCM)
2	1:58.16	Josh Zuchowski		18	200 BK LCM	FG	Flood Aquatics Swim Team	2022 Jr Pan Pacific Swimming Championships	2023 Summer Nationals (LCM)
3	1:59.81	Zhier Fan		18	200 BK LCM	NT	Metroplex Aquatics	2022-NT Bill Nixon Memorial Meet	2023 Summer Nationals (LCM)
4	1:59.84	Lance Norris		18	200 BK LCM	NC	TAC Titans	2022 NC TAC Spring Invitational	2022 Summer Nationals (LCM)
5	2:00.31	Baylor Nelson		18	200 BK LCM	NC	SwimMAC Carolina	2022 Phillips 66 International Team Trials	2023 Summer Nationals (LCM)
6	2:00.70	Kai Van Westering	Yes	18	200 BK LCM	US	Unattached	2022 IN Spring Speedo Sectionals	2023 Summer Nationals (LCM)
7	2:00.81	Will Modglin		18	200 BK LCM	IN	Zionsville Swim Club	2022 Phillips 66 International Team Trials	2022 Summer Nationals (LCM)
8	2:00.91	Inbar Danziger	Yes	18	200 BK LCM	NC	Unattached	European Junior Swimming Championships	2023 Summer Nationals (LCM)
8	2:00.91	Kyle Ponsler		18	200 BK LCM	IN	Fishers Area Swimming Tigers	2022 IN NCSA Summer Swimming Championships	2023 Summer Nationals (LCM)
10	2:01.03	Braeden Haughey		18	200 BK LCM	NC	TAC Titans	2022 Phillips 66 International Team Trials	2022 Summer Nationals (LCM)
11	2:01.39	Owen McDonald		18	200 BK LCM	GA	Dynamo Swim Club	2022 Phillips 66 International Team Trials	2023 Summer Nationals (LCM)
12	2:01.79	Brandon Miller		18	200 BK LCM	NC	North Carolina Aquatic Club	2022 Speedo Junior National Ch	2023 Summer Nationals (LCM)
13	2:02.29	Diego Camacho Salgado	Yes	18	200 BK LCM	SI	Unattached	1st Junior Pan American Games	2022 Summer Nationals (LCM)
14	2:02.47	Jackson Millard		18	200 BK LCM	KY	Kentucky Aquatics	2022 IN NCSA Summer Swimming Championship	2022 Winter US Open (LCM)
15	2:02.60	Tommy Janton		18	200 BK LCM	MA	Western YMCA Wahoos	2022 NC AP LC YMCA Nationals	2022 Summer Nationals (LCM)
16	2:02.78	Griffin O'Leary		18	200 BK LCM	IL	Barrington Swim Club	2022 WI Central Zone Section 1	2022 Summer Nationals (LCM)
17	2:03.17	Braden Beagle		18	200 BK LCM	CA	Rose Bowl Aquatics	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
18	2:03.51	Michael Long		18	200 BK LCM	WI	Elmbrook Swim Club	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
19	2:03.65	Luigi Franco	Yes	18	200 BK LCM	FL	Unattached	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
20	2:03.75	Teddy Cross		18	200 BK LCM	VA	Cavalier Aquatics/Piedmont Family YMCA	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
21	2:03.76	Collin McKenzie		18	200 BK LCM	PV	Arlington Aquatic Club	2022 IN NCSA Summer Swimming Championship	2022 Winter US Open (LCM)
22	2:03.96	Mason Edmund		18	200 BK LCM	OHO	Unattached	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
23	2:04.27	Drew Henry		18	200 BK LCM	MA	NRG Swimming	2022 AM LC Eastern Zone SR Championship	2022 Winter US Open (LCM)
24	2:04.43	Sam Powe		18	200 BK LCM	SE	McCallie / GPS Aquatics	2022 SE Richard Quick Invitational	2022 Winter US Open (LCM)
25	2:04.51	Sean Sullivan		18	200 BK LCM	IN	Carmel Swim Club	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
26	2:04.68	Dylan Burau		18	200 BK LCM	IL	Wheaton Swim Club, Inc.	2022 IN NCSA Summer Swimming Championships2	2022 Winter US Open (LCM)
27	2:04.90	Robby Griswold		18	200 BK LCM	PC	De Anza Cupertino Aquatics	2022 SN Summer CA-NV Sectional-CC	2022 Winter US Open (LCM)
28	2:05.05	Chris Richardson		18	200 BK LCM	LA	Unattached	2022 ST TXLA Speedo Southern Sectionals	2022 Winter US Open (LCM)
29	2:05.40	Sam Brown		18	200 BK LCM	AD	Unattached	2022 Futures - Geneva	2022 Winter US Open (LCM)
29	2:05.40	Ronald Dalmacio		18	200 BK LCM	CA	Rose Bowl Aquatics	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
31	2:05.56	Jack Wilkening		18	200 BK LCM	MI	Club Wolverine	2022 NC Futures Championships Cary	2022 Winter US Open (LCM)
32	2:05.70	Jacque Wenger		18	200 BK LCM	SI	Coronado Swim Association Team Elite	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
33	2:05.73	Eli Rollen		18	200 BK LCM	FL	Rocoa Rockets	2022 Futures - Cary	2023 Summer Juniors (LCM)
34	2:05.75	Brendan Studdert		18	200 BK LCM	GU	Blue Tide Aquatics	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
35	2:05.79	Joe Hayburn		18	200 BK LCM	MD	Annapolis Swim Club	2022 MD NBAC Spring Long Course Meet	2022 Summer Juniors (LCM)
36	2:05.93	Jake Lowrey		18	200 BK LCM	PV	Nation's Capital Swim Club	2022 IN NCSA Summer Swimming Championship	2023 Summer Juniors (LCM)
37	2:06.32	Matt Duren		18	200 BK LCM	VA	Quest Swimming	2022 Futures - Geneva	2023 Summer Juniors (LCM)
38	2:06.55	Ethan Manske		18	200 BK LCM	NM	Charger Aquatics	2022 SN Time Trials - SR Western Zones	2023 Summer Juniors (LCM)
