Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	4:24.38	Summer McIntosh	Yes	17	400 IM LCM	FL	Sarasota Sharks	Bell Canadian Olympic & Paralympic Trials 2024	2024 Olympic Trials
2	4:36.84	Leah Hayes		17	400 IM LCM	IL	Fox Valley Park District Riptides	2023 Junior World Champs	2024 Olympic Trials
3	4:37.20	Katie Grimes		17	400 IM LCM	CA	Sandpipers Of Nevada	World Swimming Cup - Berlin	2024 Olympic Trials
4	4:37.86	Lilla Bognar		17	400 IM LCM	SC	Team Greenville	2024 Olympic Trials	2025 Summer Nationals (LCM)
5	4:45.38	Sienna Angove	Yes	17	400 IM LCM	FL	Sarasota Sharks	2024 Futures Championships - Huntsville	2025 Summer Nationals (LCM)
6	4:46.34	Teagan O'Dell		17	400 IM LCM	CA	Mission Viejo Nadadores	2024 Futures Championships - Minneapolis	2025 Summer Nationals (LCM)
7	4:46.89	Applejean Gwinn	Yes	17	400 IM LCM	CA	Sandpipers Of Nevada	2024 CAN Mel Zajac Jr International	2025 Summer Nationals (LCM)
8	4:47.50	Chloe Kim		17	400 IM LCM	NJ	Scarlet Aquatics	2024 Speedo Summer Championships	2025 Summer Nationals (LCM)
9	4:48.31	Alexa McDevitt		17	400 IM LCM	PN	Bellevue Club Swim Team	2024 Speedo Summer Championships	2025 Summer Nationals (LCM)
10	4:49.18	Kennedi Dobson		17	400 IM LCM	NJ	Eastern Express Swim Team	2024 NI Eastern Zone Senior Championships	2025 Summer Nationals (LCM)
11	4:50.57	Nicole Zettel		17	400 IM LCM	NC	TAC Titans	2024 Futures Championships - Austin	2025 Summer Nationals (LCM)
12	4:50.95	Riley Leach		17	400 IM LCM	FL	Sarasota Sharks	2024 FL SZSS Summer Championships	2024 Summer Nationals (LCM)
13	4:51.86	Emily Brown		17	400 IM LCM	OHO	Dublin Community Swim Team	2024 18 & Under Spring Cup - Elkhart	2024 Summer Nationals (LCM)
14	4:51.96	Camden Doane		17	400 IM LCM	PN	King Aquatic Club	2023 Toyota US Open Championships	2024 Summer Nationals (LCM)
15	4:52.49	Kaitlyn Nguyen		17	400 IM LCM	CA	Irvine Novaquatics	2024 Speedo Summer Championships	2024 Winter US Open (SCY)
16	4:52.93	Eunice Lee		17	400 IM LCM	PC	Santa Clara Swim Club	2024 PC CA/NV Speedo Sectionals hosted by TCA	2024 Summer Nationals (LCM)
17	4:53.05	Claire Weinstein		17	400 IM LCM	CA	Sandpipers Of Nevada	2024 TYR Pro Swim Series - Westmont	2024 Summer Nationals (LCM)
18	4:53.14	Lucy Warnick		17	400 IM LCM	CA	Sandpipers Of Nevada	2024 CA SCS/BREA Summer A/G Championships	2024 Winter US Open (SCY)
19	4:53.72	Erica Maltsev		17	400 IM LCM	NJ	Greater Somerset County YMCA Storm	2024 FL YMCA National Long Course Swimming Championships	2024 Winter US Open (SCY)
20	4:53.93	Alyssa Street		17	400 IM LCM	IN	Carmel Swim Club	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Winter US Open (SCY)
21	4:53.97	Ivy Monk		17	400 IM LCM	NC	SwimMAC Carolina	2023 Toyota US Open Championships	2024 Winter US Open (SCY)
22	4:54.94	Bailey O'Regan	Yes	17	400 IM LCM	FL	Sarasota Sharks	2023 Toyota US Open Championships	2024 Winter US Open (SCY)
23	4:55.29	Adair Shaw		17	400 IM LCM	SC	Wahoo Aquatic Club	2024 Futures Championships - Austin	2024 Winter US Open (SCY)
24	4:55.34	Tori Abruzzo		17	400 IM LCM	MA	Plymouth Whitemarsh Aquatics	2024 MA KA Middle Atlantic Swimming Senior Long Course Championships	2024 Winter US Open (SCY)
25	4:55.45	Sophie Segerson		17	400 IM LCM	PN	Bellevue Club Swim Team	2024 Speedo Summer Championships	2024 Winter US Open (SCY)
26	4:55.91	Ella Freeman		17	400 IM LCM	NT	Rockwall Aquatic Center of Excellence	2024 Futures Championships - Austin	2024 Winter US Open (SCY)
27	4:55.98	Ella Ackerman		17	400 IM LCM	SN	DART Swimming	2024 Futures Championships - Sacramento	2024 Winter US Open (SCY)
28	4:56.09	Ana Hazlehurst		17	400 IM LCM	MD	North Baltimore Aquatic Club	2024 TYR Pro Swim Series - San Antonio	2024 Winter US Open (SCY)
29	4:56.45	Adalene Robillard		17	400 IM LCM	OHO	Mason Manta Rays	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
30	4:56.60	Sarah Larsen		17	400 IM LCM	MR	Long Island Aquatic Club	2024 NC SwimMAC Martha McKee Charlotte Open	2024 Winter US Open (SCY)
31	4:56.63	Amber Janky		17	400 IM LCM	AZ	Flying Fish Arizona Swim Team	2024 OR SPEEDO SECTIONALS - MT HOOD	2024 Winter US Open (SCY)
32	4:56.71	Emma Sayers		17	400 IM LCM	AZ	Scottsdale Aquatic Club	2023 CA Kevin Perry Invitational SCY	2024 Winter US Open (SCY)
33	4:57.02	Cornelia Fox		17	400 IM LCM	MR	Condors Swim Club	2024 FL NCSA Swimming Championships	2024 Winter US Open (SCY)
34	4:57.14	Arianna Wertheim		17	400 IM LCM	FL	Southwest Stars Swim Club	2024 Speedo Summer Championships	2024 Winter US Open (SCY)
35	4:57.93	Stella Chapman		17	400 IM LCM	MI	Club Wolverine	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Winter Juniors (SCY)
36	4:57.96	Oceane Vanlinthout		17	400 IM LCM	MI	Club Wolverine	2024 Futures Championships - Huntsville	2025 Summer Juniors (LCM)
37	4:58.26	Aleca Howard		17	400 IM LCM	MV	Wichita Swim Club	2024 MV SPEEDO SUMMER SECTIONALS AT COLUMBIA	2025 Summer Juniors (LCM)
38	4:58.34	Mary-Stuart Hawkins		17	400 IM LCM	VA	NOVA of Virginia Aquatics, Inc	2024 VA LC Senior Champs	2025 Summer Juniors (LCM)
39	4:58.38	Zara Masud		17	400 IM LCM	CA	Aquazot Swim Club	2024 Futures Championships - Sacramento	2025 Summer Juniors (LCM)
40	4:58.57	Clara Renner		17	400 IM LCM	NE	Shawmut Aquatic Club	2024 Indy May Cup	2024 Winter Juniors (SCY)
41	4:58.64	Sofia Luper		17	400 IM LCM	GU	The Woodlands Swim Team	2024 ST AAAA-NS George Block Invitational	2025 Summer Juniors (LCM)
42	4:58.76	Madeleine Simmons		17	400 IM LCM	PV	All Star Aquatics	2024 PV NCAP Elite Qualifier	2024 Winter Juniors (SCY)
43	4:58.79	Molly Yacoviello		17	400 IM LCM	MA	York YMCA	2024 Speedo Summer Championships	2025 Summer Juniors (LCM)
44	4:58.82	Lexie Ward		17	400 IM LCM	IN	Carmel Swim Club	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Winter Juniors (SCY)
45	4:59.06	Bella Wojtowicz		17	400 IM LCM	IL	Academy Bullets Swim Club	2024 IN NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
46	4:59.12	Eleaunah Phillips	Yes	17	400 IM LCM	CA	Sandpipers Of Nevada	2024 CA SCS/RMDA Road to Paris	2024 Winter Juniors (SCY)
47	4:59.25	Sammie Hamilton		17	400 IM LCM	CA	Irvine Novaquatics	2024 CA FAST Jon Urbanchek Senior Invitational	2025 Summer Juniors (LCM)
48	4:59.31	Burlingtyn Bokos		17	400 IM LCM	IL	FMC Aquatic	2024 FL NCSA Swimming Championships	2024 Winter Juniors (SCY)
49	4:59.39	Nicole Christensen	Yes	17	400 IM LCM	CA	Mission Viejo Nadadores	2024 CA Los Angeles Invite	2025 Summer Juniors (LCM)
50	4:59.41	Emma Redman		17	400 IM LCM	PV	The Fish	2024 PV LC Open Championships	2025 Summer Juniors (LCM)
51	4:59.44	Cecilia Howard		17	400 IM LCM	PN	Bellevue Club Swim Team	2024 WRS Speedo Sectionals -- Federal Way	2024 Winter Juniors (SCY)
52	4:59.48	Hazel Mouhidin		17	400 IM LCM	NE	Crimson Aquatics	2024 NE BGSC LCM Senior Championship	2025 Summer Juniors (LCM)
53	4:59.65	Kaitlyn Sallows		17	400 IM LCM	OHO	Buckeye Swim Club	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Winter Juniors (SCY)
54	4:59.70	Clemence Choy		17	400 IM LCM	CA	La Mirada Armada	2024 PC Novato CA/NV Speedo Sectionals	2025 Summer Juniors (LCM)
55	4:59.97	Audrey Crawford		17	400 IM LCM	IN	Southeastern Swim Club	2024 IN ISI Senior Spring Championships	2024 Winter Juniors (SCY)
56	5:00.33	Alexa Wong		17	400 IM LCM	CC	Tule Nation Tritons	2024 SI Spring Speedo Sectionals CA/NV NCA	2024 Futures (LCM)
57	5:00.38	Sydney Wilson		17	400 IM LCM	OR	Lake Oswego Swim Club	2023 CA Kevin Perry Invitational SCY	2024 Futures (LCM)
58	5:00.55	Avery Collins		17	400 IM LCM	NT	Lakeside Aquatic Club	2024 TYR Pro Swim Series - Knoxville	2024 Futures (LCM)
59	5:00.56	Kate Hotem		17	400 IM LCM	VA	NOVA of Virginia Aquatics, Inc	2024 VA LC Senior Champs	2025 Futures (LCM)
60	5:00.59	Emma Herrera		17	400 IM LCM	FG	Flood Aquatics Swim Team	2024 18 & Under Spring Cup - Fort Lauderdale	2024 Futures (LCM)
61	5:00.89	Carolina Daher	Yes	17	400 IM LCM	FL	Laker Swim	2024 BRA CAMPEONATO BRASILEIRO ABSOLUTO DE NATAÇÃO	2024 Futures (LCM)
62	5:01.01	Jordan Evans		17	400 IM LCM	CA	Sandpipers Of Nevada	2024 CA SCS/RMDA Road to Paris	2024 Futures (LCM)
63	5:01.20	Sianna Savarda		17	400 IM LCM	CA	Sandpipers Of Nevada	2024 CA SCS/RMDA Road to Paris	2024 Futures (LCM)
64	5:01.43	Samantha Synsvoll		17	400 IM LCM	CO	Colorado Springs Area Swimming	2024 Futures Championships - Austin	2025 Futures (LCM)
65	5:01.59	Grace Wharton		17	400 IM LCM	CA	Irvine Novaquatics	2023 CA Kevin Perry Invitational SCY	2024 Futures (LCM)
66	5:01.98	Phoebe Mayo		17	400 IM LCM	VA	Coast Guard Blue Dolphins	2024 FL ISCA International Senior Cup	2024 Futures (LCM)
67	5:02.03	Isabella Chavez-Varela		17	400 IM LCM	SI	Coronado Swim -Team Elite	2024 Futures Championships - Sacramento	2025 Futures (LCM)
