Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	1:59.02	Brayden Capen		16	200 BK LCM	IL	Academy Bullets Swim Club	2025 SE NCSA Summer Swimming Championships	2025 Winter US Open (LCM)
2	2:00.96	Paul Moody		16	200 BK LCM	LE	Great Waves Aquatics	2025 Toyota National Championships	2025 Winter US Open (LCM)
3	2:01.22	Davis Jackson		16	200 BK LCM	NC	TAC Titans	2025 Toyota National Championships	2025 Winter US Open (LCM)
4	2:01.37	Jonny Palamar		16	200 BK LCM	NC	TAC Titans	2025 Futures Championships - Greensboro	2025 Winter US Open (LCM)
5	2:02.76	Owen Sarbak		16	200 BK LCM	LE	Peninsula Wave Riders Swimming	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
6	2:02.88	Trae Lewis		16	200 BK LCM	MI	Spartan Aquatic Club	2025 IN Central Zone Speedo Sectional 2025	2025 Winter US Open (LCM)
7	2:03.32	Trent Allen		16	200 BK LCM	IN	Carmel Swim Club	2025 IN Central Zone Speedo Sectional 2025	2025 Winter US Open (LCM)
8	2:03.41	Jonathan Packles		16	200 BK LCM	MR	Asphalt Green Unified Aquatics	2025 MR TYR Senior Met Summer Championships	2025 Winter US Open (LCM)
9	2:03.50	David Sammons		16	200 BK LCM	NC	SwimMAC Carolina	2025 NC MAC LC Senior Qualifier	2025 Winter US Open (LCM)
10	2:03.66	Jackson Hartzler		16	200 BK LCM	GU	Cypress Fairbanks Swim Club	2025 Futures Championships - Madison	2025 Winter US Open (LCM)
11	2:03.81	Ethan Bathala		16	200 BK LCM	FL	Bolles School Sharks	2025 FL BSS TYR June Classic	2025 Winter US Open (LCM)
12	2:03.94	Quinn Caputo		16	200 BK LCM	PV	Nation's Capital Swim Club	2025 Futures Championships - Greensboro	2025 Winter US Open (LCM)
13	2:04.23	Nico Lee		16	200 BK LCM	OR	Hillsboro Swim Team	2025 Futures Championships - Sacramento	2025 Winter US Open (LCM)
14	2:04.28	Owen Stauffer		16	200 BK LCM	PN	Issaquah Swim Team	2025 PN 13&O Long Course Championships	2025 Winter US Open (LCM)
15	2:04.31	Griffin Oehler		16	200 BK LCM	PV	Rockville Montgomery Swim Club	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
16	2:04.32	Luke McIntosh		16	200 BK LCM	FL	Tampa Bay Aquatics	2025 FL FAST Independence Invitational	2025 Winter US Open (LCM)
17	2:04.79	Gerhardt Hoover		16	200 BK LCM	NE	Commonwealth Swimming	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Summer Juniors (LCM)
18	2:04.92	Jack Murphy		16	200 BK LCM	IL	Academy Bullets Swim Club	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
19	2:04.97	Hudson Roybal		16	200 BK LCM	NT	Metroplex Aquatics	2025 NT Texas Senior Circuit Long Course Meet	2025 Summer Juniors (LCM)
20	2:05.54	Brody Reber		16	200 BK LCM	MA	Lancaster Aquatic Club	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
21	2:05.75	Elonu Rodrigues		16	200 BK LCM	MR	Asphalt Green Unified Aquatics	2025 Futures Championships - Greensboro	2025 Summer Juniors (LCM)
22	2:05.76	Colin Jacobs		16	200 BK LCM	FG	Unattached	2025 FRA French Elite Championships	2025 Summer Juniors (LCM)
23	2:05.82	Ben Liang		16	200 BK LCM	ST	Longhorn Aquatics	2025 ST TXLA Speedo Southern Zone LC Sectionals	2025 Summer Juniors (LCM)
24	2:05.92	Benjamin Luginski		16	200 BK LCM	MI	OLY Swimming	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
25	2:06.18	Yi Zheng		16	200 BK LCM	IN	Carmel Swim Club	2025 Speedo Junior National Championships	2025 Winter Juniors (SCY)
26	2:06.26	James Sorensen		16	200 BK LCM	GA	Fowler Fins	2025 GA Bulldog Glam Slam	2025 Summer Juniors (LCM)
27	2:06.30	Cory Han	Yes	16	200 BK LCM	IN	Carmel Swim Club	2025 IN Central Zone Speedo Sectional 2025	2025 Summer Juniors (LCM)
28	2:06.37	Ewan Dalrymple		16	200 BK LCM	SC	Columbia Swimming	2025 SC GAME South Carolina Long Course Senior LSC Championship	2025 Summer Juniors (LCM)
28	2:06.37	Reid Oconnell		16	200 BK LCM	MR	Long Island Aquatic Club	2025 MR TYR Senior Met Summer Championships	2025 Summer Juniors (LCM)
30	2:06.43	Jonathon Packard		16	200 BK LCM	CT	Greenwich YWCA Dolphins Swm Tm	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
31	2:06.46	Parker Knapp		16	200 BK LCM	VA	Tide Swimming	2025 VA EZ LC Speedo Super Sectional Champs-Cap Reached	2025 Summer Juniors (LCM)
32	2:06.47	Jude Hill		16	200 BK LCM	WI	Schroeder YMCA Swim Team	2025 WI WBSC LC LUAU	2025 Summer Juniors (LCM)
33	2:06.55	Tristan Curb		16	200 BK LCM	PV	Nation's Capital Swim Club	2025 Futures Championships - Greensboro	2025 Summer Juniors (LCM)
34	2:06.56	Grady Bell		16	200 BK LCM	ST	Nitro Swimming	2025 ST TXLA Speedo Southern Zone LC Sectionals	2025 Summer Juniors (LCM)
35	2:06.73	Clark Montgomery		16	200 BK LCM	OZ	Parkway Swim Club	2025 Futures Championships - Madison	2025 Summer Juniors (LCM)
36	2:06.89	Yury Plaksin	Yes	16	200 BK LCM	IL	RISE Aquatic Club	2025 MN UOFM CZ North Speedo Sectionals	2025 Summer Juniors (LCM)
37	2:06.93	Colt Chaires		16	200 BK LCM	NC	North Carolina Aquatic Club	2025 NC EAC Independence Invitational	2025 Summer Juniors (LCM)
38	2:06.97	Boone Wilcox		16	200 BK LCM	KY	Lakeside Swim Team	2025 IN Central Zone Speedo Sectional 2025	2025 Summer Juniors (LCM)
39	2:06.98	Ian Foulk		16	200 BK LCM	FL	Bolles School Sharks	2025 FL BSS TYR June Classic	2025 Summer Juniors (LCM)
40	2:07.02	Ethan Meeker		16	200 BK LCM	GA	SwimAtlanta	2025 GA Bulldog Glam Slam	2025 Winter Juniors (SCY)
41	2:07.06	Anthony Dornoff		16	200 BK LCM	CA	La Mirada Armada	2025 CA SCS/RMDA June Age Group Championships	2025 Winter Juniors (SCY)
42	2:07.07	Patrick O'Connor		16	200 BK LCM	IL	Academy Bullets Swim Club	2025 SE NCSA Summer Swimming Championships	2025 Winter Juniors (SCY)
43	2:07.12	Kyle Burk		16	200 BK LCM	MA	Kennett & Jennersville Area YMCA	2025 FL YMCA National Long Course Swimming Championships	2025 Winter Juniors (SCY)
44	2:07.22	Evan VanVelzor		16	200 BK LCM	CT	Wilton Y Wahoos Swim Club	2025 FL YMCA National Long Course Swimming Championships	2025 Winter Juniors (SCY)
45	2:07.27	Kohlston Katz		16	200 BK LCM	GA	SwimAtlanta	2025 GA SA LC Last Chance	2025 Winter Juniors (SCY)
46	2:07.46	Brady Holubar		16	200 BK LCM	AZ	Scottsdale Aquatic Club	2025 OR SPEEDO SECTIONALS - MT HOOD	2025 Winter Juniors (SCY)
46	2:07.46	Drew Sito		16	200 BK LCM	NC	New Wave Swim Team	2025 Futures Championships - Greensboro	2025 Winter Juniors (SCY)
48	2:07.52	Christian Shenk		16	200 BK LCM	MA	South Jersey Aquatic Club	2025 Futures Championships - Greensboro	2025 Winter Juniors (SCY)
49	2:07.58	Jaime Hong		16	200 BK LCM	LE	Blazing Barracudas	2025 OH CZ Speedo Sectional East	2025 Winter Juniors (SCY)
50	2:07.65	Tim Wu		16	200 BK LCM	PC	Pleasanton Seahawks	2025 TYR Pro Swim Series - Westmont	2025 Winter Juniors (SCY)
51	2:07.72	Michael Sabo		16	200 BK LCM	VA	Hanover Aquatics, Inc	2025 VA LC Senior Champs	2025 Winter Juniors (SCY)
52	2:07.79	Quinn Moter		16	200 BK LCM	KY	Lakeside Swim Team	2025 SE NCSA Summer Swimming Championships	2025 Winter Juniors (SCY)
53	2:07.93	Henry Holtan		16	200 BK LCM	PN	Olympic Cascade Aquatics	2025 Futures Championships - Sacramento	2025 Winter Juniors (SCY)
54	2:07.99	Benjamin Pei		16	200 BK LCM	MN	Aquajets Swim Team	2025 Futures Championships - Madison	2025 Winter Juniors (SCY)
55	2:08.00	Carson Phifer		16	200 BK LCM	CA	Sandpipers Of Nevada	2025 CC WESTERN ZONE SENIOR CHAMPIONSHIPS	2025 Winter Juniors (SCY)
56	2:08.13	Luke Higgo	Yes	16	200 BK LCM	SE	Baylor Swim Club	2025 Futures Championships - Ocala	2025 Winter Juniors (SCY)
57	2:08.14	Maksim Nazarov		16	200 BK LCM	CA	Sandpipers Of Nevada	2025 CC WESTERN ZONE SENIOR CHAMPIONSHIPS	2025 Winter Juniors (SCY)
58	2:08.20	Steeler Whowell		16	200 BK LCM	WI	Waukesha Express Swim Team	2025 Futures Championships - Madison	2025 Winter Juniors (SCY)
58	2:08.20	Aidin Muminovic		16	200 BK LCM	VA	NOVA of Virginia Aquatics, Inc	2025 SE NCSA Summer Swimming Championships	2025 Winter Juniors (SCY)
60	2:08.37	Luca Ignatescu		16	200 BK LCM	OR	Tualatin Hills Swim Club	2025 OR SPEEDO SECTIONALS - MT HOOD	2025 Futures (LCM)
61	2:08.39	Porter Mulgrew		16	200 BK LCM	NE	YMCA of the North Shore	2025 Futures Championships - Madison	AAAA
62	2:08.40	Crawford Craig		16	200 BK LCM	VA	SwimRVA	2025 VA SRVA Summer Invitational	2025 Futures (LCM)
63	2:08.46	John Sommers		16	200 BK LCM	OR	Hillsboro Swim Team	2025 Futures Championships - Sacramento	AAAA
64	2:08.49	Oscar Ryzhkov		16	200 BK LCM	GA	SwimAtlanta	2025 GA Long Couse Senior State Championships	AAAA
65	2:08.50	Ryan Vandyke		16	200 BK LCM	MI	Birmingham 'Y' Blue Dolphins	2025 OH CZ Speedo Sectional East	2025 Futures (LCM)
66	2:08.54	Daniel Branon		16	200 BK LCM	MD	North Baltimore Aquatic Club	2025 MD NBAC MID SUMMER CLASSIC MEET	2025 Futures (LCM)
67	2:08.71	Noah Moeller		16	200 BK LCM	IN	Carmel Swim Club	2025 IN Central Zone Speedo Sectional 2025	2025 Futures (LCM)
68	2:08.79	Sam Fields		16	200 BK LCM	GA	SwimAtlanta	2025 Futures Championships - Ocala	AAAA
69	2:08.82	Kian Grabar		16	200 BK LCM	NE	Crimson Aquatics	2025 Futures Championships - Madison	AAAA
69	2:08.82	Thomas McMillan		16	200 BK LCM	IL	St Charles Swim Team	2025 Speedo Junior National Championships	AAAA
69	2:08.82	Kyle Tsuei		16	200 BK LCM	CA	Trident Swim Club	2025 CA Los Angeles Invite	2025 Futures (LCM)
72	2:08.86	Parker Childs		16	200 BK LCM	ST	Waterloo Swimming	2025 ST TXLA Speedo Southern Zone LC Sectionals	2025 Futures (LCM)
73	2:08.89	Zeke Wickham		16	200 BK LCM	MD	Eagle Swim Team Inc.	2025 MD SPEEDO MARYLAND LONG COURSE CHAMPIONSHIP MEET	AAAA
74	2:08.90	Ben Bricker		16	200 BK LCM	MI	Birmingham 'Y' Blue Dolphins	2025 OH CZ Speedo Sectional East	2025 Futures (LCM)
74	2:08.90	Bulut Ertufan	Yes	16	200 BK LCM	VA	Old Dominion Aquatic Club	2025 VA EZ LC Speedo Super Sectional Champs-Cap Reached	2025 Futures (LCM)
76	2:08.98	Travis Black		16	200 BK LCM	PC	Neptune Swimming	2025 PC SRN Long Course CBA+	2025 Futures (LCM)
77	2:09.07	Jackson Kroh		16	200 BK LCM	NC	SwimMAC Carolina	2025 IN Central Zone Speedo Sectional 2025	2025 Futures (LCM)
78	2:09.10	Luca Sanchez		16	200 BK LCM	PV	The Fish	2025 Futures Championships - Greensboro	AAAA
79	2:09.11	Jacob Wajnberg		16	200 BK LCM	GA	Dynamo Swim Club	2025 GA Bulldog Glam Slam	2025 Futures (LCM)
80	2:09.14	Mikko Kuittinen		16	200 BK LCM	CT	Ridgefield Aquatic Club	2025 CT Senior Championships	2025 Futures (LCM)
80	2:09.14	Roman Drews		16	200 BK LCM	PV	Rockville Montgomery Swim Club	2025 PV LC Open Championships	2025 Futures (LCM)
82	2:09.20	Ronan Cornpropst		16	200 BK LCM	NC	Marlins Of Raleigh	2025 Futures Championships - Greensboro	AAA
83	2:09.21	Cinco Perez		16	200 BK LCM	AM	Team Pittsburgh Elite Aquatics	2025 LE Holtrey25	2025 Futures (LCM)
84	2:09.22	Jackson Irwin		16	200 BK LCM	FL	Sarasota Tsunami Swim Team	2025 FL Southern Zone South Sectional Championships	2025 Futures (LCM)
85	2:09.25	Cullen McGraw		16	200 BK LCM	MA	Chambersburg Chargers	2025 FL YMCA National Long Course Swimming Championships	AAA
86	2:09.30	Benjamin Jaggers		16	200 BK LCM	ST	Waterloo Swimming	2025 ST ASC Spring Showcase	2025 Futures (LCM)
87	2:09.38	Drew Hopkins		16	200 BK LCM	OZ	Seahawks Swim club	2025 Futures Championships - Madison	AAA
88	2:09.45	Wyatt Stetor		16	200 BK LCM	AM	Peters Township Swim Club	2025 SE NCSA Summer Swimming Championships	AAA
89	2:09.48	Carson Hoak		16	200 BK LCM	IA	Siouxland Wave Aquatic Team	2025 Futures Championships - Madison	AAA
90	2:09.49	Noah Zuckermann		16	200 BK LCM	NE	Charles River Aquatics	2025 Futures Championships - Ocala	AAA
91	2:09.63	Jacob Clark		16	200 BK LCM	NC	North Carolina Aquatic Club	2025 SE NCSA Summer Swimming Championships	AAA
92	2:09.65	Kaden Hung		16	200 BK LCM	MI	Plymouth-Canton Cruisers	2025 IN Central Zone Speedo Sectional 2025	2025 Futures (LCM)
93	2:09.66	Dominik Irons		16	200 BK LCM	AZ	Phoenix Swim Club	2025 Speedo Junior National Championships - Time Trials	AAA
94	2:09.68	Jacob Kim	Yes	16	200 BK LCM	OR	Lake Oswego Swim Club	2025 Futures Championships - Sacramento	AAA
95	2:09.70	Danny Beyerbach		16	200 BK LCM	OHO	Cincinnati Aquatic Club	2025 IN CGAC Mid Summer Spectacular	2025 Futures (LCM)
96	2:09.71	Alex Drachuk		16	200 BK LCM	OHO	Dayton Raiders	2025 IN Central Zone Speedo Sectional 2025	2025 Futures (LCM)
97	2:09.73	Aadin Terrazas		16	200 BK LCM	WI	Ozaukee Aquatics	2025 Futures Championships - Madison	AAA
97	2:09.73	Greyson Connett		16	200 BK LCM	CO	Denver Swim Academy	2025 CC WESTERN ZONE SENIOR CHAMPIONSHIPS	AAA
99	2:09.75	Chase Kitcey		16	200 BK LCM	NC	SwimMAC Carolina	2025 NC GSA Eastern Invitational	2025 Futures (LCM)
100	2:09.77	George Groves		16	200 BK LCM	GA	Aiken-Augusta Swim League	2025 GA Gold Summer Invite	2025 Futures (LCM)
101	2:09.81	Jayden Phan		16	200 BK LCM	ST	Longhorn Aquatics	2025 ST TXLA Speedo Southern Zone LC Sectionals	2025 Futures (LCM)
102	2:09.82	Dan Bellach		16	200 BK LCM	MR	Badger Swim Club,Inc.	2025 MR TYR Senior Met Summer Championships	2025 Futures (LCM)
103	2:09.87	Ethan Chen		16	200 BK LCM	GU	First Colony Swim Team, Inc.	2025 GU FCST Summer Splash	2025 Futures (LCM)
104	2:09.89	Chase Kendall		16	200 BK LCM	FL	SwimRise Aquatics	2025 FL Southern Zone South Sectional Championships	2025 Futures (LCM)
105	2:09.91	Liam Carrington	Yes	16	200 BK LCM	FL	Bolles School Sharks	2025 TYR Pro Swim Series - Westmont	2025 Futures (LCM)
106	2:09.92	Braden Michaels		16	200 BK LCM	NJ	Fanwood-Scotch Plains YMCA	2025 FL YMCA National Long Course Swimming Championships	AAA
107	2:10.00	Brandon Anand		16	200 BK LCM	NJ	Scarlet Aquatics	2025 IN Central Zone Speedo Sectional 2025	2025 Futures (LCM)
108	2:10.07	Nathan Qiu		16	200 BK LCM	CA	Irvine Novaquatics	2025 CA Los Angeles Invite	2025 Futures (LCM)
109	2:10.20	Colin Knox Wright		16	200 BK LCM	MS	Shock Wave	2025 MS Southern Zone Senior Championship Meet	AAA
110	2:10.22	Andrew Gerstenmaier		16	200 BK LCM	LE	Firestone Akron Swim Team	2025 Futures Championships - Ocala	AAA
111	2:10.27	Julian Lozano		16	200 BK LCM	FG	Gulliver Swim Club	2025 Futures Championships - Ocala	AAA
112	2:10.31	Beckham Shields		16	200 BK LCM	OK	Bison Aquatic Club	2025 GU AAU Junior Olympic Games - Houston	AAA
113	2:10.32	Jonathan Giddens		16	200 BK LCM	GA	Dynamo Swim Club	2025 GA DYNA Summer Invitational	2025 Futures (LCM)
114	2:10.35	Aiden Yeo		16	200 BK LCM	PC	Pleasanton Seahawks	2025 Speedo Junior National Championships - Time Trials	AAA
115	2:10.37	Andrew Martin		16	200 BK LCM	MV	Kansas City Blazers	2025 MV Region VIII Speedo Summer Sectionals	2025 Futures (LCM)
116	2:10.40	Hayden Vicknair		16	200 BK LCM	SE	Baylor Swim Club	2025 SE TNAQ June Invite	2025 Futures (LCM)
117	2:10.41	Seth Burger		16	200 BK LCM	PV	All Star Aquatics	2025 Futures Championships - Greensboro	AAA
118	2:10.43	Jackson Edwards		16	200 BK LCM	AM	Team Pittsburgh Elite Aquatics	2025 WV Club Mountaineer Mid-Summer Invite	2025 Futures (LCM)
119	2:10.46	Alex Atkins		16	200 BK LCM	OZ	Rockwood Swim Club	2025 SE NCSA Summer Swimming Championships	AAA
119	2:10.46	Cullen Descalzo		16	200 BK LCM	SE	Panama City Swim Team	2025 SE Southeastern Summer LC Championships	2025 Futures (LCM)
121	2:10.48	Will Rosenthal		16	200 BK LCM	MD	Annapolis Swim Club	2025 NJ Jeffrey S. Mace Memorial Summer Sizzle XXXIII	2025 Futures (LCM)
122	2:10.51	Rolland Mease		16	200 BK LCM	CO	Maverick Aquatics	2025 CC WESTERN ZONE SENIOR CHAMPIONSHIPS	AAA
123	2:10.53	Kealan Tupper		16	200 BK LCM	PC	Pleasanton Seahawks	2025 PC SCSC George Haines International Meet	2025 Futures (LCM)
124	2:10.55	Christopher Jeong		16	200 BK LCM	FL	Gator Swim Club	2025 Futures Championships - Greensboro	AAA
125	2:10.56	Tyler Thurman		16	200 BK LCM	GU	First Colony Swim Team, Inc.	2025 FL ISCA Summer Senior Blast	AAA
125	2:10.56	Michael Metz		16	200 BK LCM	OHO	Powel Crosley, Jr. YMCA	2025 FL YMCA National Long Course Swimming Championships	AAA
127	2:10.58	Brady Julian		16	200 BK LCM	VA	NOVA of Virginia Aquatics, Inc	2025 VA NOVA LC Winter Invitational	2025 Futures (LCM)
128	2:10.63	Desmond Ortega		16	200 BK LCM	IA	Central Iowa Aquatics	2025 IA IASI Long Course Championships	AAA
129	2:10.65	Jackson Wagoner		16	200 BK LCM	IL	Academy Bullets Swim Club	2025 SE NCSA Summer Swimming Championships	AAA
130	2:10.67	Blake Tebeest		16	200 BK LCM	WI	McFarland Spartan Sharks	2025 WI BAC JACK PETTINGER INVITATIONAL	2025 Futures (LCM)
131	2:10.71	Charlie Harrington		16	200 BK LCM	VA	NOVA of Virginia Aquatics, Inc	2025 SE NCSA Summer Swimming Championships	AAA
132	2:10.79	Tyler Dugan		16	200 BK LCM	NC	SwimMAC Carolina	2025 IN Central Zone Speedo Sectional 2025	2025 Futures (LCM)
133	2:10.81	Max Stewart		16	200 BK LCM	CA	Unattached	2025 CA MVN Fran Crippen Memorial Swim Meet of Champions	2025 Futures (LCM)
134	2:10.82	Leo Niemoller		16	200 BK LCM	NC	SwimMAC Carolina	2025 SE TNAQ Senior Summer Showdown	AAA
134	2:10.82	Juan Vallmitjana	Yes	16	200 BK LCM	FG	South Florida Aquatic Club	2025 Futures Championships - Ocala	AAA
136	2:10.83	Alex Gonzalez		16	200 BK LCM	FL	Gator Swim Club	2025 FL Sarasota Shark Open	2025 Futures (LCM)
137	2:10.86	Zaki Ibrahim		16	200 BK LCM	SE	Excel Aquatics	2025 SE XCEL May Open	2025 Futures (LCM)
138	2:11.00	Shareef Elaydi		16	200 BK LCM	PC	Santa Clara Swim Club	2025 CC TYR GO Challenge	2025 Futures (LCM)
139	2:11.02	Oskar Plotnik		16	200 BK LCM	CO	Univ of Denver Hilltoppers	2025 CO Hilltopper Invite	2025 Futures (LCM)
140	2:11.05	Noah Kirk		16	200 BK LCM	OHO	Mason Manta Rays	2025 OH LC Senior Championship Meet	AAA
