Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	16:24.58	Paige Downey		16	1500 FR LCM	AZ	Gold Medal Swim Club	2024 Junior Pan Pacific Championships	2025 Summer Nationals (LCM)
2	16:43.52	Kayla Han		16	1500 FR LCM	CA	Unattached	2024 Speedo Summer Championships	2025 Summer Nationals (LCM)
3	16:49.26	Clare Custer		16	1500 FR LCM	FL	Sarasota Sharks	2024 TYR Pro Swim Series - Knoxville	2024 Winter US Open (SCY)
4	16:49.96	Claire Weinstein		16	1500 FR LCM	CA	Sandpipers Of Nevada	2024 CA SCS/RMDA Road to Paris	2024 Winter US Open (SCY)
5	16:52.11	Kylie McMurray		16	1500 FR LCM	MA	Greater Philadelphia Aquatic Club	2024 FL NCSA Swimming Championships	2024 Winter US Open (SCY)
6	16:52.85	Lillyana Caples		16	1500 FR LCM	PC	Crow Canyon Sharks	2024 PC Novato CA/NV Speedo Sectionals	2025 Summer Nationals (LCM)
7	16:54.53	Chloe Kim		16	1500 FR LCM	NJ	Scarlet Aquatics	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Winter US Open (SCY)
8	17:01.51	Kathleen Turano		16	1500 FR LCM	NJ	Scarlet Aquatics	2024 Olympic Trials	2025 Summer Nationals (LCM)
9	17:03.42	Ellie Kayser		16	1500 FR LCM	AZ	Gold Medal Swim Club	2024 Futures Championships - Sacramento	2025 Summer Nationals (LCM)
10	17:03.91	Clarke Neace		16	1500 FR LCM	NC	SwimMAC Carolina	2024 NC SwimMAC Martha McKee Charlotte Open	2024 Winter US Open (SCY)
11	17:04.63	Lolly Milbaum		16	1500 FR LCM	FL	Sarasota Sharks	2024 Futures Championships - Huntsville	2024 Winter US Open (SCY)
12	17:08.13	Samantha Anderson		16	1500 FR LCM	MR	Long Island Aquatic Club	2024 FL NCSA Swimming Championships	2024 Winter US Open (SCY)
13	17:11.37	Madi Mintenko		16	1500 FR LCM	CO	Pikes Peak Athletics	2023 Toyota US Open Championships	2024 Winter Juniors (SCY)
14	17:12.43	Avery Luedke		16	1500 FR LCM	MN	Aquajets Swim Team	2024 TYR Pro Swim Series - Knoxville	2024 Winter Juniors (SCY)
15	17:13.84	Applejean Gwinn	Yes	16	1500 FR LCM	CA	Sandpipers Of Nevada	World Swimming Cup - Athens	2023 Winter Juniors (SCY)
16	17:15.31	Iris Kim		16	1500 FR LCM	NJ	Scarlet Aquatics	2024 NJ LC Gold Championship	2025 Summer Juniors (LCM)
17	17:17.00	Emerson Callis		16	1500 FR LCM	VA	Quest Swimming	2024 VA LC Senior Champs	2025 Summer Juniors (LCM)
18	17:17.50	Ella Houston		16	1500 FR LCM	IL	FMC Aquatic	2024 Futures Championships - Minneapolis	2025 Summer Juniors (LCM)
19	17:18.50	Neala Klein		16	1500 FR LCM	FL	Bolles School Sharks	2024 TYR Pro Swim Series - San Antonio	2024 Winter Juniors (SCY)
20	17:18.98	Zoie Fjare		16	1500 FR LCM	FL	Saint Petersburg Aquatics	2024 FL ISCA International Senior Cup	2024 Winter Juniors (SCY)
