Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	16:27.99	Daisy Collins		16	1500 FR LCM	NC	North Carolina Aquatic Club	2025 Toyota National Championships	2025 Winter US Open (LCM)
2	16:28.92	Kayla Han		16	1500 FR LCM	CA	La Mirada Armada	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Summer Nationals (LCM)
3	16:33.66	Chloe Teger		16	1500 FR LCM	CA	Orange County Gold	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
4	16:36.42	Sydney Schoeck		16	1500 FR LCM	OZ	CSP Tideriders	2025 Toyota National Championships	2025 Winter US Open (LCM)
5	16:37.88	Paige Downey		16	1500 FR LCM	AZ	Gold Medal Swim Club	2025 Toyota National Championships	2025 Winter US Open (LCM)
6	16:50.95	Grace Alegi		16	1500 FR LCM	FL	Sarasota Sharks	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Summer Nationals (LCM)
7	16:59.12	Rylee Erisman		16	1500 FR LCM	FL	Laker Swim	2025 FL RAFC Summer Solstice Invitational	2025 Winter US Open (LCM)
8	17:01.15	Izzy Riva		16	1500 FR LCM	FL	Saint Petersburg Aquatics	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
9	17:06.85	Ariel Kong	Yes	16	1500 FR LCM	NC	SwimMAC Carolina	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
10	17:08.32	Ellie Patla		16	1500 FR LCM	IL	Reach Aquatics Swim Club	2025 Futures Championships - Madison	2025 Summer Juniors (LCM)
11	17:08.90	Lilliana Krstolic		16	1500 FR LCM	FL	Laker Swim	2025 FL Southern Zone South Sectional Championships	2025 Summer Juniors (LCM)
12	17:10.79	Summer Mudadu	Yes	16	1500 FR LCM	CA	Sandpipers Of Nevada	2025 SE NCSA Summer Swimming Championships	2025 Summer Juniors (LCM)
13	17:12.17	McKenzie Vasquez		16	1500 FR LCM	AR	Razorback Aquatic Club Aquahawgs	2025 Toyota National Championships	2025 Summer Juniors (LCM)
14	17:15.30	Shannon Conway		16	1500 FR LCM	MD	North Baltimore Aquatic Club	2025 Toyota National Championships	2025 Summer Juniors (LCM)
15	17:16.58	Emily Wolf		16	1500 FR LCM	IN	Fishers Area Swimming Tigers	2025 OH CZ Speedo Sectional East	2025 Summer Juniors (LCM)
16	17:17.72	Maddy Brennan		16	1500 FR LCM	NJ	Peddie Aquatic Association	2025 Toyota National Championships	2025 Summer Juniors (LCM)
