name,age_from,age_to,time_from,time_to,improvement_seconds,improvement_percentage,rank_from,rank_to,foreign
Henry Ko,15,16,132.86,123.92,8.940000000000012,6.728887550805367,116,21,
Julian Huynh,15,16,135.63,133.18,2.4499999999999886,1.806385018063842,195,259,
Alex De Vries,15,16,137.82999999999998,132.35,5.47999999999999,3.975912355800617,276,231,
Alex Thiesing,15,16,131.2,127.99,3.2099999999999937,2.4466463414634103,75,83,
Kai Liang,15,16,134.5,131.71,2.789999999999992,2.074349442379176,163,206,
Michael Fox,15,16,138.75,132.72,6.030000000000001,4.345945945945947,309,240,
Noah Potter,15,16,138.13,136.32,1.8100000000000023,1.3103598059798758,288,385,
Evan Marczak,15,16,139.59,128.34,11.25,8.059316569954868,355,89,
Phin Theall,15,16,136.38,138.03,-1.6500000000000057,-1.2098548174219137,223,474,
David Kovacs,15,16,135.32,127.78,7.539999999999992,5.571977534732481,187,73,
Rian Graham,15,16,127.77,126.04,1.7299999999999898,1.3539954605932456,26,46,
Xander Taylor,15,16,135.49,130.68,4.810000000000002,3.5500774964942075,190,159,
Keian Lam,15,16,132.55,129.84,2.710000000000008,2.044511505092424,104,128,
Braedon Ando,15,16,133.53,127.84,5.689999999999998,4.261214708305248,132,76,
Andrew Chou,15,16,139.22,136.1,3.1200000000000045,2.2410573193506713,333,376,
Max Tucker,15,16,134.4,129.32,5.0800000000000125,3.7797619047619144,160,108,
Micah Moore,15,16,133.98,127.45,6.529999999999987,4.873861770413486,142,66,
Andres Tejada,15,16,141.85,137.5,4.349999999999994,3.066619668664078,457,439,
Bucky Gettys,15,16,135.8,135.02,0.7800000000000011,0.5743740795287195,198,332,
Daniel Gonzalez,15,16,141.59,134.63,6.960000000000008,4.915601384278556,441,314,
Gregory Yukhvid,15,16,135.14,131.79,3.3499999999999943,2.4789107592126642,184,214,
Kayden Hedrick,15,16,130.56,122.09,8.469999999999999,6.487438725490195,67,7,
Gideon Swan,15,16,131.99,128.94,3.0500000000000114,2.3107811197818102,93,100,
Henry Heit,15,16,127.49,122.08,5.409999999999997,4.243470076084396,23,6,
Jack Yu,15,16,139.49,133.3,6.189999999999998,4.4375940927665045,349,263,
Nick Cavic,15,16,142.76,135.48,7.280000000000001,5.099467637993837,498,354,
Henry Guo,15,16,132.39,124.42,7.969999999999985,6.020092151975214,99,25,
Ethan Kosin,15,16,137.53,130.08,7.449999999999989,5.416999927288583,264,141,
Gabe Jones,15,16,130.26,127.58,2.6799999999999926,2.0574236143098363,60,68,
Noah Cakir,15,16,128.2,123.22,4.97999999999999,3.884555382215281,33,13,
Aiden Nugent,15,16,132.41,131.15,1.259999999999991,0.9515897590816336,101,179,
Thomas Heilman,15,16,116.52000000000001,113.82,2.700000000000017,2.3171987641606733,1,1,
Solomon Goins,15,16,133.05,128.58,4.469999999999999,3.359639233370912,120,92,
Charlie Conroy,15,16,141.74,137.02,4.719999999999999,3.3300409199943553,449,408,
Ricky Beebe,15,16,132.68,126.89,5.790000000000006,4.363883026831479,111,59,
Trevan Valena,15,16,130.26,129.82,0.4399999999999977,0.33778596652847975,60,126,
Sean Neirynck,15,16,140.81,136.72,4.090000000000003,2.9046232511895487,410,396,
Jonas Dark,15,16,133.77,130.71,3.0600000000000023,2.287508409957391,137,160,
Mahdi Karim,15,16,139.03,136.68,2.3499999999999943,1.6902826728044267,326,395,
Jihoon Jung,15,16,133.82,128.3,5.519999999999982,4.124943954565821,140,88,
Lucas Li,15,16,142.16,131.66,10.5,7.3860438942037145,472,201,
Ethan Silver,15,16,132.14,127.06,5.079999999999984,3.8444074466474834,96,62,
Jack Liau,15,16,134.69,135.69,-1.0,-0.7424456158586384,173,364,
Anthony Rulkowski,15,16,142.06,133.93,8.129999999999995,5.722933971561309,464,285,
Gustavo Delgado,15,16,142.37,136.73,5.640000000000015,3.9615087448198456,483,397,
Teddy Neilson,15,16,140.07,135.6,4.469999999999999,3.1912615121010917,380,360,
Kenny You,15,16,137.11,132.91,4.200000000000017,3.063233899788503,248,248,
Thomas Lenston,15,16,138.75,137.25,1.5,1.0810810810810811,309,426,
Alejandro Turley,15,16,135.96,133.85,2.1100000000000136,1.5519270373639407,203,283,
Dean Ko,15,16,133.99,129.93,4.060000000000002,3.0300768714083155,143,133,
Jacob Hinojosa,15,16,137.02,138.49,-1.4699999999999989,-1.0728360823237475,244,493,
Noah Brereton,15,16,136.85,136.3,0.549999999999983,0.40189989039092655,237,382,
Terry Lee,15,16,139.64,134.8,4.839999999999975,3.4660555714694756,358,321,
Logan Fang,15,16,137.45,130.73,6.719999999999999,4.889050563841396,259,162,Yes
Ryan Cervantes,15,16,136.32999999999998,133.46,2.869999999999976,2.10518594586663,219,269,
Koen Smith,15,16,136.55,134.27,2.280000000000001,1.6697180519956067,229,305,
Alex Chen,15,16,137.07999999999998,133.4,3.6799999999999784,2.6845637583892463,247,266,
Peter Shih,15,16,128.14,129.1,-0.960000000000008,-0.7491805837365444,32,103,
William Trotman,15,16,136.56,133.95,2.6100000000000136,1.9112478031634543,230,287,
Anthony Sampson,15,16,139.25,135.77,3.4799999999999898,2.49910233393177,335,369,
Kyle Johnson,15,16,136.54,132.59,3.9499999999999886,2.892925150139145,228,236,
Brody Singley,15,16,129.56,125.27,4.290000000000006,3.3112071627045427,52,31,
Jason Zhao,15,16,140.13,131.88,8.25,5.8873902804538645,384,217,
Lucas Hubbard,15,16,139.97,129.23,10.740000000000009,7.673072801314575,371,106,
Aaron Mendoza,15,16,127.62,125.86,1.7600000000000051,1.3790941858642884,24,41,
Thomas Matheson,15,16,132.3,126.27,6.030000000000015,4.5578231292517115,97,48,
Dylan Ferguson,15,16,130.25,129.46,0.789999999999992,0.6065259117082472,59,117,
Kenneth Christian Devis,15,16,140.12,133.0,7.1200000000000045,5.081358835284045,383,250,
Carter Boone,15,16,134.03,133.23,0.8000000000000114,0.5968812952324192,144,261,
Dylan Moen,15,16,133.76,130.42,3.3400000000000034,2.497009569377993,135,153,
Adan Fukui,15,16,136.11,136.88,-0.7699999999999818,-0.5657189038277729,210,403,
Grayden Barker,15,16,138.71,126.66,12.050000000000011,8.687189099560241,308,51,
Campbell McKean,15,16,141.81,123.58,18.230000000000004,12.85522882730414,454,17,
Broder Swenson,15,16,138.37,133.98,4.390000000000015,3.172653031726541,295,292,
Timmy Brady,15,16,133.72,128.49,5.22999999999999,3.9111576428357684,134,91,
Oliver Rowe,15,16,121.44,122.62,-1.1800000000000068,-0.9716732542819555,2,10,
Nolan Lemon,15,16,141.74,133.79,7.950000000000017,5.608861295329488,449,281,
Anthony Murashkin,15,16,137.23,132.8,4.429999999999978,3.228157108503956,252,243,
Kyle Wang,15,16,126.91,124.98,1.9299999999999926,1.5207627452525354,19,28,
Zach Parent,15,16,132.48,130.99,1.4899999999999807,1.1246980676328358,102,170,
Bill Belcher,15,16,138.61,133.77,4.840000000000003,3.4918115576076785,306,279,
Danzhel Tuliao,15,16,139.26,133.74,5.519999999999982,3.963808703145183,336,275,
Nicholas Bai,15,16,131.54,136.05,-4.510000000000019,-3.4286148700015353,84,375,
Jeremiah Tomioka,15,16,139.32999999999998,137.42000000000002,1.9099999999999682,1.3708461924926207,341,435,
Max Osman,15,16,125.56,130.8,-5.240000000000009,-4.173303599872578,9,165,
Luke Ham,15,16,138.9,136.18,2.719999999999999,1.9582433405327566,320,379,
Braden Felio,15,16,140.98,137.22,3.759999999999991,2.6670449709178543,423,422,
Dillan Salgado,15,16,139.31,135.74,3.569999999999993,2.562630105520058,338,367,
Sean Green,15,16,127.96,122.47,5.489999999999995,4.290403251015939,27,9,
Grant Murphy,15,16,132.93,129.81,3.1200000000000045,2.3470999774317343,118,125,
Sebastian Wrona,15,16,133.33,131.71,1.6200000000000045,1.2150303757593972,128,206,
Connor Wickerham,15,16,142.05,126.75,15.300000000000011,10.770855332629363,463,55,
Yochanan Meza,15,16,124.81,121.82,2.990000000000009,2.3956413748898395,5,3,
Aden Li,15,16,127.98,125.56,2.4200000000000017,1.8909204563213013,29,35,
Ansh Anand,15,16,142.35,137.73,4.6200000000000045,3.2455216016859882,482,448,
Logan Walliker,15,16,141.47,134.08,7.389999999999986,5.223722343959841,439,297,
James Cotham,15,16,137.62,135.01,2.6100000000000136,1.896526667635528,269,331,
Emre Sungur,15,16,140.26,136.54,3.719999999999999,2.652217310708683,392,393,Yes
Ryder Hicks,15,16,139.39,132.84,6.549999999999983,4.6990458425998884,343,246,
Blaise Vanslyke,15,16,133.09,130.0,3.0900000000000034,2.321737170335865,122,136,
Colby Whitney,15,16,141.27,137.5,3.7700000000000102,2.668648686911595,431,439,
Alfredo Dominguez,15,16,130.31,135.29,-4.97999999999999,-3.821656050955406,63,340,
Cody Gross,15,16,141.64,138.4,3.2399999999999807,2.2874894097712377,444,490,
Nicolas Ogawa,15,16,136.35,131.97,4.3799999999999955,3.212321232123209,220,218,
Nathan Xu,15,16,142.11,131.4,10.710000000000008,7.536415452818244,467,193,
Liam Lesentier,15,16,140.96,137.17000000000002,3.789999999999992,2.688706015891027,421,418,
Andrew Shackell,15,16,129.55,121.88,7.670000000000016,5.920494017753775,50,5,
Colt Stoecker,15,16,139.84,131.67,8.170000000000016,5.842391304347838,364,202,
Luke Ellis,15,16,131.34,127.75,3.5900000000000034,2.733363788640173,78,72,
Cameron Harrell,15,16,137.35,131.47,5.8799999999999955,4.281033855114667,255,197,
Nathan Moss,15,16,133.77,132.05,1.7199999999999989,1.2857890408910808,137,220,
Lewis Esterly,15,16,130.2,138.17000000000002,-7.970000000000027,-6.1213517665130786,58,480,
Jordy Lozada,15,16,137.42000000000002,134.0,3.420000000000016,2.488720710231419,258,293,
Kushawn Harandi,15,16,134.68,130.02,4.659999999999997,3.4600534600534574,172,138,
Charles Henage,15,16,136.12,130.04,6.0800000000000125,4.466647076109324,211,139,
Aaron Davidson,15,16,130.67,124.11,6.559999999999988,5.020280094895529,70,23,
Meyer Hitch,15,16,136.44,130.75,5.689999999999998,4.170331281149221,226,163,
Zach Power,15,16,130.74,128.62,2.1200000000000045,1.621538932231914,71,93,
Ziad Sellami,15,16,133.1,134.66,-1.5600000000000023,-1.172051089406463,123,315,
Richard Poplawski,15,16,123.98,123.97,0.010000000000005116,0.00806581706727304,3,22,
Nick Fabian,15,16,139.43,128.9,10.530000000000001,7.5521767195008245,346,97,
Lucas Abd,15,16,138.98,137.43,1.549999999999983,1.1152683839401232,325,436,
Ryan Kneller,15,16,142.62,137.72,4.900000000000006,3.4357032674239276,492,446,
Nathan Hall,15,16,142.7,134.02,8.679999999999978,6.082690960056047,496,296,
Luke Pugh,15,16,134.05,129.41,4.640000000000015,3.4613950018649864,145,112,
Nathan Jacobbe,15,16,137.45,128.92,8.530000000000001,6.205893052018918,259,99,
Julien Rousseau,15,16,131.98,129.91,2.069999999999993,1.5684194574935546,92,132,
John Burke Barton,15,16,140.77,131.26,9.51000000000002,6.755700788520294,407,187,
Ryan Erisman,15,16,125.68,121.82,3.8600000000000136,3.0712921705919904,10,3,
Ryley Yoo,15,16,134.47,130.71,3.759999999999991,2.796162712872753,162,160,
Evan Jue,15,16,136.84,133.14,3.700000000000017,2.7038877521192757,236,254,
Carson Feehery,15,16,137.19,137.52,-0.3300000000000125,-0.24054231357971612,251,441,
Aj Robinson,15,16,128.92,129.82,-0.9000000000000057,-0.6981073533974602,41,126,
Kris Flores,15,16,136.0,135.4,0.5999999999999943,0.4411764705882311,206,346,
Tenzin Wangpo,15,16,131.92,132.54,-0.6200000000000045,-0.4699818071558556,91,233,
Ty Schneider,15,16,131.58,134.47,-2.8899999999999864,-2.196382428940558,88,310,
George Guice,15,16,137.96,137.8,0.1599999999999966,0.11597564511452348,282,458,
Jack Garnett,15,16,141.59,134.22,7.3700000000000045,5.205169856628296,441,303,
Jake Karulf,15,16,131.57,127.9,3.6699999999999875,2.7893896784981287,87,79,
Luke Bedsole,15,16,126.34,125.28,1.0600000000000023,0.8390058572107031,15,32,
Taylor Juarez,15,16,138.76,134.81,3.9499999999999886,2.8466416834822637,311,322,
Mason Ward-Zeller,15,16,138.29,134.67,3.6200000000000045,2.617687468363587,292,316,
Preston Zuber,15,16,137.51,129.38,8.129999999999995,5.9122972874699995,262,111,
James Chen,15,16,131.44,131.01,0.4300000000000068,0.3271454656116911,81,171,
Tony Laurito,15,16,128.45,133.68,-5.230000000000018,-4.071623199688609,37,273,
Cooper Burt,15,16,137.7,135.99,1.7099999999999795,1.2418300653594623,271,373,
Enzo Solitario,15,16,131.47,133.96,-2.490000000000009,-1.8939682056743055,82,289,
Jonny Hines,15,16,133.9,130.23,3.670000000000016,2.7408513816280924,141,148,
Ryan Strudgeon,15,16,134.26,132.23,2.030000000000001,1.5119916579770605,153,227,
Alan Steinlage,15,16,136.26,136.42000000000002,-0.160000000000025,-0.11742257448996406,216,387,
Maika Ognoskie,15,16,136.4,129.18,7.219999999999999,5.293255131964808,224,105,
Xavier Ventura,15,16,125.05,126.76,-1.710000000000008,-1.3674530187924894,6,56,Yes
Paul Martinez,15,16,140.41,137.73,2.680000000000007,1.9086959618260857,398,448,
Nate Steiner,15,16,140.17000000000002,134.95,5.220000000000027,3.7240493686238327,387,325,
Liam Donovan,15,16,138.84,133.14,5.700000000000017,4.105445116681084,314,254,
Andres Brooks,15,16,134.16,127.56,6.599999999999994,4.919499105545613,147,67,
Elson Lee,15,16,129.44,127.87,1.5699999999999932,1.2129171817058044,49,78,Yes
William Wadsworth,15,16,138.32,128.63,9.689999999999998,7.005494505494505,293,95,
Dave Seo,15,16,138.94,134.99,3.9499999999999886,2.8429537930041664,324,328,
Jeremiah Goodwin,15,16,135.19,130.36,4.829999999999984,3.5727494637177193,185,150,
Vincent Kim,15,16,136.06,136.51,-0.44999999999998863,-0.33073643980595957,209,391,
TJ Frost,15,16,135.11,125.84,9.27000000000001,6.861076160165798,183,38,
Nick Lugo,15,16,139.16,129.94,9.219999999999999,6.625467088243747,329,134,
