name,age_from,age_to,time_from,time_to,improvement_seconds,improvement_percentage,rank_from,rank_to,foreign
Andrew Simons,15,16,1045.25,1038.02,7.230000000000018,0.6917005501076315,174,235,
Joel Nace,15,16,1002.82,999.78,3.0400000000000773,0.3031451307313453,46,93,
Cameron Petitt,15,16,1017.71,1003.01,14.700000000000045,1.4444193336019147,83,106,
Alex De Vries,15,16,1066.13,1086.21,-20.079999999999927,-1.8834476095785622,268,460,
CJ Eickhoff,15,16,1024.63,1021.21,3.4200000000000728,0.3337790226716056,98,165,
Ethan Chan,15,16,1046.18,999.47,46.710000000000036,4.4648148502169835,178,92,
Kai Liang,15,16,1036.62,1022.95,13.669999999999845,1.3187088807856155,142,170,
Reese Haycraft,15,16,1045.81,1053.52,-7.710000000000036,-0.737227603484384,175,321,
Tristan McCain,15,16,965.77,972.84,-7.07000000000005,-0.7320583575799673,10,34,
Ian Frazer,15,16,1043.92,1021.11,22.81000000000006,2.1850333358878133,169,164,
Andrew Chen,15,16,1037.33,1050.75,-13.420000000000073,-1.2937059566386853,145,308,
Ansh Anand,15,16,1065.02,1053.5,11.519999999999982,1.0816698277966594,263,320,
Ben Boyd,15,16,1053.68,1031.35,22.330000000000155,2.1192392377192464,210,205,
Bryce Ruder,15,16,1031.8,1006.88,24.91999999999996,2.4151967435549486,124,116,
Karson Leavitt,15,16,1016.32,1032.05,-15.729999999999905,-1.5477408690176229,78,210,
James Cotham,15,16,1040.32,1039.6,0.7200000000000273,0.06920947400800018,158,247,
Karsten Eichler,15,16,1040.69,1021.62,19.07000000000005,1.8324380939568987,161,167,
James Lindsay,15,16,1053.4,1071.39,-17.99000000000001,-1.7078033035883813,208,401,
Matthew Amodio,15,16,1017.16,1008.41,8.75,0.860238310590271,82,123,
Noah Cheng,15,16,1029.65,1056.58,-26.929999999999836,-2.615451852571246,116,337,
Will Deutmeyer,15,16,1029.35,1028.97,0.37999999999988177,0.03691650070431649,114,194,
Cabot Murawski,15,16,1039.42,1014.42,25.000000000000114,2.405187508418167,155,146,
Max Gerke,15,16,1030.66,1053.41,-22.75,-2.2073234626355926,122,319,
Noah Fine,15,16,1065.07,1043.57,21.5,2.018646661721765,264,268,
Logan Calhoun,15,16,1078.47,990.0,88.47000000000003,8.20328799132104,329,68,
Evan Hayes,15,16,1101.81,1059.61,42.200000000000045,3.830061444350664,451,350,
Owen Nye,15,16,1007.26,1003.63,3.6299999999999955,0.3603836149554232,58,107,
Dane Dow,15,16,1061.59,1074.62,-13.029999999999973,-1.227404176753735,244,411,
Ty Dropic,15,16,1048.48,1023.05,25.430000000000064,2.425415840073255,186,171,
Jacob Pins,15,16,973.75,947.49,26.25999999999999,2.696790757381257,15,11,
Owen Currie,15,16,1078.19,1061.69,16.5,1.5303425184800452,325,356,
Alex Pasquini,15,16,1071.56,1070.99,0.5699999999999363,0.053193474933735524,296,399,
Dylan Blietz,15,16,1056.91,1037.27,19.6400000000001,1.8582471544407848,226,230,
